run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,weighted_reward_count,avg_weighted_reward,traffic_csv,run_dir,error
01_rlearner_abilene,rlearner,abilene,complete,1800,1800,4.582245555555556,0.36670856507230254,2.9920800889877643,41.19115611111111,899,-0.22839560126992955,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260528-010049_abilene-rlearner-v26-concurrent-sensitive-v24fixes-300ep/01_rlearner_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260528-010049_abilene-rlearner-v26-concurrent-sensitive-v24fixes-300ep/01_rlearner_abilene,
