run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,weighted_reward_count,avg_weighted_reward,traffic_csv,run_dir,error
01_rlearner_abilene,rlearner,abilene,complete,1800,1800,66.59660000000001,0.5368988888888889,0.12746866666666667,100.10312333333333,900,-0.2608505321825397,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260527-060059_abilene-rlearner-v21-stable-real-abilene-runnerfix-300ep/01_rlearner_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260527-060059_abilene-rlearner-v21-stable-real-abilene-runnerfix-300ep/01_rlearner_abilene,
