run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,traffic_csv,run_dir,error
01_staged_controller_abilene_imp,staged_controller,abilene_imp,failed,0,,,,,,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260515-224316_abilene-imp-staged-20ep-ping/01_staged_controller_abilene_imp/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260515-224316_abilene-imp-staged-20ep-ping/01_staged_controller_abilene_imp,"Mininet cleanup requires passwordless or cached sudo. Run `sudo -v` first, or pass --skip-cleanup."
