episode,throughput,rtt,jitter,loss,reward,rolling_reward,rolling_throughput,rolling_loss
145,72.65,328.668,0.125,0.405,0.16996072669688936,0.023870607780482608,72.385,0.702
146,72.55,349.8117500000001,0.0785,1.16,0.03518114838277396,0.039726278927425404,72.42,0.6605
147,72.44999999999999,347.5575,0.092,0.485,0.04158846095738042,0.03170544042423433,72.425,0.679
148,72.15,318.30300000000005,0.08299999999999999,0.88,-0.008424829135360329,0.02039882153189281,72.405,0.73
149,72.45,352.586,0.07200000000000001,0.53,0.061281246481995746,0.04300812897579189,72.405,0.6379999999999999
150,72.4,320.38225,0.0785,0.46,0.15160958236606453,0.07202458144170029,72.41499999999999,0.6105
151,72.44999999999999,360.22175,0.0975,0.925,-0.12012664601419842,0.042474472892136024,72.41,0.653
152,72.25,306.95475,0.1315,0.21,-0.06166666666667553,0.03645252382472613,72.41,0.6315000000000001
153,71.94999999999999,319.50825,0.069,0.49,-0.0868322897083489,0.03474411610041771,72.39,0.602
154,72.5,335.07624999999996,0.0965,0.66,0.0767464993668524,0.02593172327273733,72.38,0.6204999999999999
155,72.3,324.5659999999999,0.1215,1.0,-0.08478198772098437,0.0004574518309499537,72.345,0.68
156,72.5,340.2805,0.11449999999999999,0.595,0.015473558289643558,-0.0015133071783630866,72.34,0.6235
157,72.25,352.095,0.08,0.5700000000000001,-0.09871303638565462,-0.015543456912666592,72.32000000000001,0.632
158,72.35,365.2315,0.078,1.45,-0.20214303404010542,-0.0349152774031411,72.34,0.689
159,72.5,322.95925,0.089,0.395,0.16406336231921692,-0.024637065819418984,72.345,0.6755
160,71.95,329.95000000000005,0.096,0.705,-0.24305514279956786,-0.06410353833598223,72.3,0.7
161,72.5,348.84925,0.14100000000000001,0.985,-0.14513091091216015,-0.06660396482577839,72.30499999999999,0.706
162,72.1,326.411,0.08399999999999999,0.39,-0.06746777525120631,-0.06718407568423149,72.28999999999999,0.724
163,72.25,344.46825,0.08449999999999999,0.665,-0.10901730972245854,-0.06940257768564244,72.32000000000001,0.7415
164,72.5,345.72875000000005,0.07949999999999999,0.605,0.045025698689245074,-0.07257465775340317,72.32000000000001,0.736
165,72.3,331.2425,0.0905,0.675,0.007261959279076677,-0.06337026305339706,72.32,0.7034999999999999
166,72.45,360.08375,0.0945,0.87,-0.04282749833163021,-0.06920036871552444,72.315,0.731
167,72.55,302.14175,0.0895,1.0550000000000002,0.25507392473118284,-0.03382167260384069,72.345,0.7795000000000001
168,72.5,349.32200000000006,0.0865,0.47000000000000003,0.07440847051628932,-0.00616652214820122,72.36,0.6815
169,72.25,311.38925,0.0775,0.6000000000000001,0.09114117720139002,-0.013458740659983908,72.33500000000001,0.702
170,72.5,319.9605,0.0755,0.33499999999999996,0.25327354909716593,0.03617412852968947,72.39,0.665
171,71.69999999999999,309.10675000000003,0.0935,0.225,-0.08597566733954336,0.04208965288695115,72.31,0.5890000000000001
172,72.4,337.02625,0.119,0.52,0.02324229607043258,0.05116066001911503,72.34,0.602
173,72.55000000000001,343.40900000000005,0.0755,0.99,0.11009536786393768,0.07307192777775465,72.36999999999999,0.6345
174,72.45,345.08775,0.083,0.5599999999999999,0.09053135756570047,0.07762249366540021,72.365,0.6300000000000001
175,72.3,349.996,0.0775,2.65,-0.09978041942526016,0.06691825579496652,72.365,0.8275
176,72.35,339.867,0.0915,0.6950000000000001,0.06078047641225888,0.07727905326935543,72.35499999999999,0.8099999999999999
177,72.35,319.00300000000004,0.11900000000000001,0.55,0.10598349392387789,0.06237001018862494,72.33500000000001,0.7595
178,71.7,310.06874999999997,0.1085,0.35,-0.12434724475168521,0.04249443866182747,72.255,0.7474999999999999
179,72.55000000000001,338.68425,0.096,0.665,0.13663480710149256,0.04704380165183773,72.285,0.754
180,72.55,347.58399999999995,0.0695,0.52,0.1464711752278345,0.03636356426490459,72.28999999999999,0.7725000000000001
181,72.3,367.4105,0.10200000000000001,1.08,-0.1690185052465245,0.02805928047420647,72.35,0.858
182,72.0,343.582,0.126,0.38,-0.2088863090964754,0.004846419957515674,72.31,0.8440000000000001
183,72.6,359.83275000000003,0.091,1.1,0.023626863842899005,-0.0038004304445881923,72.31500000000001,0.8550000000000001
184,71.65,319.84925000000004,0.0795,1.285,-0.17350608793166855,-0.030204174994325095,72.235,0.9275
185,72.19999999999999,346.72900000000004,0.095,0.45,-0.05497765323070083,-0.02572389837486916,72.225,0.7075
186,72.45,339.78825,0.104,0.72,0.04159299534402583,-0.027642646481692467,72.235,0.71
187,72.19999999999999,323.28575,0.113,0.755,0.010351145210308124,-0.03720588135304944,72.22,0.7304999999999999
188,72.25,344.2655,0.0755,1.345,-0.01348414996802829,-0.026119571874683757,72.275,0.8300000000000001
189,72.1,363.02750000000003,0.378,17.35,-0.3879737355523553,-0.07858042614006853,72.22999999999999,2.4985000000000004
190,68.15,498.46324999999996,0.15350000000000003,14.0,-0.4614997219889032,-0.1393775158617423,71.78999999999999,3.8465000000000003
191,74.05000000000001,468.90675,0.242,25.9,-0.08680771739831623,-0.13115643707692148,71.965,6.3285
192,74.9,361.33825,2.6750000000000003,6.25,0.13372032063146994,-0.09689577410412695,72.255,6.9155
193,74.85,344.60075,0.10200000000000001,6.85,0.3020166588954354,-0.0690567945988733,72.48,7.4905
194,72.69999999999999,377.1575,0.0965,7.5,0.11926637032681678,-0.039779548773024774,72.585,8.111999999999998
195,72.35,381.21675000000005,0.099,6.95,0.09514670350520976,-0.024767113099433715,72.6,8.762
196,72.55000000000001,382.92225,0.10350000000000001,7.65,0.09991405534306175,-0.018935007099530127,72.61,9.455
197,72.75,366.23,0.1045,6.75,0.14357288591167144,-0.005612833029393793,72.665,10.0545
198,72.80000000000001,359.86325,0.114,7.1,0.16628773690795118,0.012364355658204155,72.72,10.629999999999999
199,72.44999999999999,386.15475,2.2295000000000003,7.95,-0.025398721079047795,0.04862185710553491,72.75500000000001,9.69
200,72.75,357.80774999999994,0.132,6.949999999999999,0.16696049828967863,0.1114678791333931,73.215,8.985000000000001
201,74.2,422.723,0.148,15.0,0.09561571216243121,0.12971022208946784,73.22999999999999,7.8950000000000005
202,73.75,398.73949999999996,0.108,16.5,0.10287521065773193,0.12662571109209403,73.115,8.92
203,74.7,410.50700000000006,0.128,16.0,0.1411997055790133,0.11054401576045184,73.1,9.835
204,73.35,404.55925,0.192,18.0,0.05880276075636466,0.1044976548034066,73.165,10.885000000000002
205,74.1,448.2835,0.10200000000000001,19.0,0.02810276886643155,0.09779326133952879,73.34,12.09
206,74.2,430.88025,0.17200000000000001,18.0,0.06581598415810481,0.09438345422103309,73.505,13.125
207,74.55,389.51025000000004,0.175,17.0,0.18985942651317333,0.09901210828118329,73.68499999999999,14.15
208,74.80000000000001,340.31075,0.14600000000000002,6.35,0.3904311341436155,0.12142644800474973,73.885,14.075
209,74.9,364.68525,0.414,6.949999999999999,0.32995037821191736,0.15696135793384625,74.13,13.975
210,72.6,410.84725000000003,0.1255,7.35,-0.13542200625451675,0.1267231074794267,74.115,14.015
211,72.80000000000001,356.48825,2.3155,6.449999999999999,-0.1058002254422464,0.10658151371895894,73.975,13.16
212,74.2,417.176,0.1055,12.7,0.0007227837672547782,0.09636627102991122,74.02000000000001,12.78
213,74.9,352.39375,0.1055,6.6,0.36285483127579854,0.11853178359958974,74.03999999999999,11.84
214,74.94999999999999,358.682,0.1215,6.7,0.3432830023040279,0.1469798077543561,74.2,10.709999999999999
215,75.0,414.92075,0.262,8.25,0.1593254932520491,0.16010208019291783,74.29,9.635
216,74.80000000000001,377.2605,0.10500000000000001,7.199999999999999,0.25568100353521345,0.17908858213062867,74.35,8.555
217,74.9,357.3995,0.1155,6.65,0.33236084239566954,0.1933387237188783,74.38500000000002,7.519999999999999
218,72.65,360.96875,0.1135,6.75,-0.03154765842389122,0.15114084446212764,74.17,7.56
219,72.4,403.44325,0.10600000000000001,7.3,-0.18694820074154708,0.0994509865667812,73.92,7.595000000000001
220,72.6,382.63775,0.10250000000000001,6.65,-0.09042663787586405,0.10395052340464646,73.92,7.525
221,72.3,366.019,0.12050000000000001,7.199999999999999,-0.0827625504001996,0.10625429090885115,73.87,7.6
222,72.75,371.00199999999995,0.0955,6.699999999999999,-0.022758519326912648,0.10390616059943439,73.725,7.0
223,72.5,399.04524999999995,0.454,7.4,-0.17023650101937307,0.05059702736991724,73.485,7.08
224,72.35,361.397,0.121,7.25,-0.06357520153560321,0.009911206985954126,73.225,7.135
225,75.0,396.69550000000004,0.114,10.4,0.15983673283815628,0.009962330944564845,73.225,7.35
226,75.05000000000001,363.30449999999996,0.10450000000000001,6.65,0.305423450411784,0.014936575632221899,73.25,7.295
227,74.0,357.1345,0.10350000000000001,6.6,0.17516468852288697,-0.0007830397550563584,73.16,7.290000000000001
228,72.75,371.78225000000003,0.135,6.300000000000001,-0.027000541743494463,-0.0003283280870166827,73.16999999999999,7.245
229,72.9,366.49175,2.406,7.0,-0.14441992448083915,0.00392449953905411,73.22,7.214999999999999
230,72.1,378.64675000000005,0.1255,7.5,-0.15164759883504073,-0.002197596556863557,73.16999999999999,7.3
231,72.65,378.2625,0.107,6.949999999999999,-0.06120024130820889,-4.136564766448608e-05,73.20500000000001,7.275
232,72.7,354.61325,0.119,6.550000000000001,0.06003494730777332,0.00823798101580411,73.2,7.26
233,72.69999999999999,348.677,0.1325,6.15,0.0789538547309796,0.033157016590839375,73.22,7.135000000000001
234,73.8,351.37149999999997,0.1865,7.3999999999999995,0.16828035472721553,0.056342572217121245,73.365,7.15
235,74.5,356.87575,0.1175,6.6,0.26320178590336135,0.06667907752364176,73.315,6.7700000000000005
236,74.80000000000001,341.599,0.16699999999999998,6.55,0.3473421954435331,0.07087095202681667,73.29,6.76
237,74.85,376.08850000000007,0.11249999999999999,6.5,0.19211979385975997,0.07256646256050396,73.375,6.75
238,72.95,374.46999999999997,0.099,12.2,-0.19442677541237435,0.055823839193615984,73.39500000000001,7.340000000000001
239,74.55000000000001,356.38875,0.1045,6.5,0.24570530274742927,0.09483636191644283,73.55999999999999,7.290000000000001
240,74.44999999999999,323.031,0.1005,6.55,0.30840210736086826,0.14084133253603373,73.795,7.195
241,73.75,347.15324999999996,0.104,6.5,0.11929774139769553,0.15889113080662415,73.905,7.15
242,75.0,353.685,0.11850000000000001,6.35,0.26601383309426246,0.1794890193852731,74.135,7.13
243,75.25,357.30549999999994,4.834,6.9,0.09182144151541685,0.1807757780637168,74.39,7.205
244,75.0,362.333,0.16849999999999998,8.55,0.146490045220257,0.17859674711302095,74.51,7.32
245,74.6,351.2385,0.1155,6.7,0.15114561118571082,0.1673911296412559,74.52000000000001,7.33
246,74.5,348.97075000000007,0.1095,6.3,0.16078722375908597,0.14873563247281119,74.49,7.305
247,75.25,414.6385,0.1125,10.7,-0.013237583670049777,0.12819989471983023,74.53,7.725
248,75.1,372.89625,0.1015,6.95,0.19773770588428985,0.16741634284949664,74.745,7.2
249,75.15,395.02925,0.1285,7.8999999999999995,0.10719580399570777,0.1535653929743245,74.805,7.339999999999999
250,74.85,348.00125,0.10550000000000001,8.35,0.2019365711821137,0.14291883935644906,74.845,7.5200000000000005
