run_id,controller,topology,status,traffic_csv,controller_log,topology_log,traffic_log,rows,tcp_rows,udp_rows,avg_tcp_throughput_mbps,avg_udp_jitter_ms,avg_udp_loss_pct,avg_rtt_ms,error
01_dijkstra_abilene,dijkstra,abilene,ok,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-182300/01_dijkstra_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-182300/01_dijkstra_abilene/controller.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-182300/01_dijkstra_abilene/topology.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-182300/01_dijkstra_abilene/traffic_runner.log,1,1,0,94.500000,,,,
