run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,weighted_reward_count,avg_weighted_reward,traffic_csv,run_dir,error
01_dijkstra_abilene,dijkstra,abilene,complete,1800,1800,34.016777777777776,0.19138555555555556,0.23190666666666668,18.54339611111111,900,-0.001572083222222221,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260529-164157_abilene-dijkstra-concurrent-300ep-udp30/01_dijkstra_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260529-164157_abilene-dijkstra-concurrent-300ep-udp30/01_dijkstra_abilene,
