episode,flow_id,src,dst,throughput_mbps,rtt_ms,jitter_ms,loss_pct,absolute_reward
73,e73-h1-h12-g0,h1,h12,12.0,56.937,0.08,0.092,-0.09713581818181816
73,e73-h2-h11-g1,h2,h11,30.1,55.8155,0.093,0.13,-0.06396172727272727
73,e73-h3-h10-g2,h3,h10,18.6,59.2175,0.066,0.6,-0.11501281818181815
73,e73-h4-h9-g3,h4,h9,18.0,70.78049999999999,0.068,0.58,-0.13824172727272727
74,e74-h1-h12-g0,h1,h12,17.3,54.953,0.077,0.099,-0.08386345454545455
74,e74-h2-h11-g1,h2,h11,13.1,57.8815,0.0,0.0,-0.09194481818181818
74,e74-h3-h10-g2,h3,h10,15.6,63.011,0.067,0.48,-0.12206036363636363
74,e74-h4-h9-g3,h4,h9,58.3,56.6515,0.079,0.13,-0.014276999999999975
75,e75-h1-h12-g0,h1,h12,26.9,64.2025,0.067,0.95,-0.1273979090909091
75,e75-h2-h11-g1,h2,h11,19.8,62.492,0.067,0.68,-0.123386
75,e75-h3-h10-g2,h3,h10,41.4,74.77799999999999,0.0,0.0,-0.07428327272727273
75,e75-h4-h9-g3,h4,h9,16.5,60.811,0.067,0.46,-0.11502400000000002
76,e76-h1-h12-g0,h1,h12,33.2,66.9925,0.0,0.0,-0.07362136363636365
76,e76-h2-h11-g1,h2,h11,27.5,74.73400000000001,0.075,1.1,-0.15491800000000003
76,e76-h3-h10-g2,h3,h10,53.0,52.079,0.093,0.088,-0.012752363636363626
76,e76-h4-h9-g3,h4,h9,16.5,58.6075,0.065,0.49,-0.11210499999999998
77,e77-h1-h12-g0,h1,h12,42.3,55.406,0.119,0.1,-0.03961690909090908
77,e77-h2-h11-g1,h2,h11,23.3,55.114,0.0,0.0,-0.06786436363636361
77,e77-h3-h10-g2,h3,h10,16.7,57.0625,0.087,0.095,-0.08903336363636363
77,e77-h4-h9-g3,h4,h9,53.4,88.4965,0.0,0.0,-0.07990209090909092
78,e78-h1-h12-g0,h1,h12,28.1,54.0185,0.076,0.11,-0.06290209090909092
78,e78-h2-h11-g1,h2,h11,54.1,90.38499999999999,0.0,0.0,-0.08240636363636358
78,e78-h3-h10-g2,h3,h10,26.3,56.652,0.099,0.084,-0.07027981818181817
78,e78-h4-h9-g3,h4,h9,19.3,57.6635,0.105,0.11,-0.0863660909090909
79,e79-h1-h12-g0,h1,h12,38.4,54.4795,0.095,0.068,-0.04311081818181818
79,e79-h2-h11-g1,h2,h11,32.3,63.8895,0.066,1.2,-0.12944772727272724
79,e79-h3-h10-g2,h3,h10,32.5,63.416,0.066,1.2,-0.1281370909090909
79,e79-h4-h9-g3,h4,h9,33.4,66.699,0.0,0.0,-0.07267072727272725
80,e80-h1-h12-g0,h1,h12,31.0,52.8935,0.073,0.088,-0.05426136363636364
80,e80-h2-h11-g1,h2,h11,39.5,73.34649999999999,0.066,1.6,-0.15527081818181815
80,e80-h3-h10-g2,h3,h10,15.8,57.1555,0.091,0.093,-0.09077972727272728
80,e80-h4-h9-g3,h4,h9,18.8,59.156,0.093,0.093,-0.0893381818181818
81,e81-h1-h12-g0,h1,h12,24.8,55.058,0.081,0.093,-0.07016109090909092
81,e81-h2-h11-g1,h2,h11,13.1,58.152,0.089,0.12,-0.0990198181818182
81,e81-h3-h10-g2,h3,h10,39.0,70.2555,0.067,1.6,-0.1500039090909091
81,e81-h4-h9-g3,h4,h9,35.1,70.55199999999999,0.066,1.4,-0.14768181818181814
82,e82-h1-h12-g0,h1,h12,35.0,68.487,0.067,1.4,-0.14373963636363635
82,e82-h2-h11-g1,h2,h11,17.2,59.799,0.065,0.59,-0.11821527272727272
82,e82-h3-h10-g2,h3,h10,10.2,57.829499999999996,0.081,0.11,-0.10309954545454544
82,e82-h4-h9-g3,h4,h9,19.6,64.0365,0.068,0.58,-0.12184463636363635
83,e83-h1-h12-g0,h1,h12,47.4,77.5055,0.066,1.7,-0.1542251818181818
83,e83-h2-h11-g1,h2,h11,31.5,58.588499999999996,0.156,0.12,-0.0668402727272727
83,e83-h3-h10-g2,h3,h10,33.0,53.4065,0.0,0.0,-0.046812999999999994
83,e83-h4-h9-g3,h4,h9,27.4,66.32,0.066,1.1,-0.13821781818181816
84,e84-h1-h12-g0,h1,h12,52.8,88.858,0.069,2.1,-0.18713000000000002
84,e84-h2-h11-g1,h2,h11,39.1,74.0335,0.067,1.7,-0.1623780909090909
84,e84-h3-h10-g2,h3,h10,16.9,64.564,0.067,0.56,-0.12680272727272726
84,e84-h4-h9-g3,h4,h9,18.6,61.0245,0.066,0.6,-0.11862681818181818
85,e85-h1-h12-g0,h1,h12,10.6,60.308499999999995,0.088,0.11,-0.1073722727272727
85,e85-h2-h11-g1,h2,h11,11.5,62.6065,0.109,0.1,-0.10995790909090909
85,e85-h3-h10-g2,h3,h10,14.9,56.814499999999995,0.076,0.1,-0.09199409090909089
85,e85-h4-h9-g3,h4,h9,24.8,60.896,0.066,0.84,-0.1190970909090909
86,e86-h1-h12-g0,h1,h12,29.1,67.0605,0.067,1.0,-0.1316139090909091
86,e86-h2-h11-g1,h2,h11,43.6,85.82900000000001,0.116,1.7,-0.17808127272727273
86,e86-h3-h10-g2,h3,h10,47.3,53.6155,0.101,0.086,-0.026136999999999983
86,e86-h4-h9-g3,h4,h9,20.2,61.6245,0.066,0.71,-0.12241772727272723
87,e87-h1-h12-g0,h1,h12,49.0,81.34100000000001,0.071,2.1,-0.1790170909090909
87,e87-h2-h11-g1,h2,h11,24.7,60.2135,0.067,0.84,-0.11791990909090909
87,e87-h3-h10-g2,h3,h10,23.6,56.4065,0.085,0.096,-0.07521390909090907
87,e87-h4-h9-g3,h4,h9,16.8,65.366,0.067,0.58,-0.12958854545454546
88,e88-h1-h12-g0,h1,h12,57.3,108.112,0.074,2.4,-0.23248618181818181
88,e88-h2-h11-g1,h2,h11,24.0,55.5445,0.098,0.082,-0.07214063636363637
88,e88-h3-h10-g2,h3,h10,40.4,54.78,0.084,0.097,-0.04145945454545455
88,e88-h4-h9-g3,h4,h9,9.38,58.43,0.1,0.12,-0.10640545454545454
89,e89-h1-h12-g0,h1,h12,13.4,62.436,0.091,0.14,-0.10805436363636364
89,e89-h2-h11-g1,h2,h11,9.52,59.399,0.1,0.11,-0.1075889090909091
89,e89-h3-h10-g2,h3,h10,38.4,69.68700000000001,0.067,1.5,-0.1449578181818182
89,e89-h4-h9-g3,h4,h9,17.2,69.9485,0.068,0.55,-0.13653227272727272
90,e90-h1-h12-g0,h1,h12,17.4,61.247,0.067,0.56,-0.11925963636363636
90,e90-h2-h11-g1,h2,h11,32.7,65.1265,0.066,1.2,-0.1311944545454545
90,e90-h3-h10-g2,h3,h10,45.5,54.298500000000004,0.098,0.11,-0.03195772727272728
90,e90-h4-h9-g3,h4,h9,25.9,63.079,0.0,0.0,-0.07906709090909089
91,e91-h1-h12-g0,h1,h12,46.9,82.80449999999999,0.071,2.0,-0.1807622727272727
91,e91-h2-h11-g1,h2,h11,48.6,79.85400000000001,0.07,2.1,-0.17676436363636366
91,e91-h3-h10-g2,h3,h10,32.3,67.429,0.068,1.3,-0.14153872727272732
91,e91-h4-h9-g3,h4,h9,19.2,60.2905,0.0,0.0,-0.08567190909090908
92,e92-h1-h12-g0,h1,h12,13.2,57.209,0.092,0.11,-0.09647
92,e92-h2-h11-g1,h2,h11,31.7,69.376,0.081,1.3,-0.14660163636363638
92,e92-h3-h10-g2,h3,h10,40.8,78.2165,0.068,1.6,-0.16265918181818179
92,e92-h4-h9-g3,h4,h9,9.74,60.3865,0.118,0.12,-0.10977190909090909
93,e93-h1-h12-g0,h1,h12,25.8,54.146,0.075,0.13,-0.06833290909090907
93,e93-h2-h11-g1,h2,h11,9.64,58.376999999999995,0.079,0.095,-0.10445072727272725
93,e93-h3-h10-g2,h3,h10,11.3,58.036500000000004,0.084,0.1,-0.10103154545454547
93,e93-h4-h9-g3,h4,h9,27.3,67.9905,0.0,0.0,-0.08634463636363635
94,e94-h1-h12-g0,h1,h12,52.5,61.42999999999999,0.068,0.62,-0.05881345454545452
94,e94-h2-h11-g1,h2,h11,36.1,67.0755,0.067,1.2,-0.12891663636363634
94,e94-h3-h10-g2,h3,h10,43.5,81.2315,0.073,1.9,-0.17881009090909084
94,e94-h4-h9-g3,h4,h9,10.4,63.9525,0.101,0.13,-0.11610190909090909
95,e95-h1-h12-g0,h1,h12,12.3,62.9465,0.091,0.11,-0.10957536363636362
95,e95-h2-h11-g1,h2,h11,18.7,72.758,0.07,0.66,-0.14493599999999998
95,e95-h3-h10-g2,h3,h10,15.8,55.829,0.0,0.0,-0.08293072727272727
95,e95-h4-h9-g3,h4,h9,16.6,62.7615,0.07,0.59,-0.1252611818181818
96,e96-h1-h12-g0,h1,h12,19.6,57.076,0.085,0.13,-0.08552563636363635
96,e96-h2-h11-g1,h2,h11,25.5,72.4055,0.075,0.98,-0.14789736363636363
96,e96-h3-h10-g2,h3,h10,23.0,58.766999999999996,0.095,0.098,-0.08118581818181816
96,e96-h4-h9-g3,h4,h9,16.2,62.0865,0.067,0.55,-0.12262045454545453
97,e97-h1-h12-g0,h1,h12,28.1,63.773,0.068,1.2,-0.1368630909090909
97,e97-h2-h11-g1,h2,h11,23.7,68.0615,0.077,0.91,-0.13899409090909087
97,e97-h3-h10-g2,h3,h10,28.5,62.285,0.066,1.0,-0.12314781818181816
97,e97-h4-h9-g3,h4,h9,24.1,63.6555,0.073,0.92,-0.1299308181818182
98,e98-h1-h12-g0,h1,h12,10.4,60.5055,0.103,0.13,-0.10921990909090908
98,e98-h2-h11-g1,h2,h11,38.6,74.542,0.067,1.5,-0.15430418181818178
98,e98-h3-h10-g2,h3,h10,33.7,57.75,0.075,0.099,-0.05962727272727271
98,e98-h4-h9-g3,h4,h9,9.3,64.7715,0.167,0.13,-0.12013590909090908
99,e99-h1-h12-g0,h1,h12,15.7,62.117999999999995,0.0,0.0,-0.09569054545454544
99,e99-h2-h11-g1,h2,h11,33.9,67.1605,0.067,1.5,-0.14808663636363636
99,e99-h3-h10-g2,h3,h10,25.0,61.672,0.067,0.92,-0.12429145454545454
99,e99-h4-h9-g3,h4,h9,15.2,58.087,0.089,0.11,-0.09457163636363637
100,e100-h1-h12-g0,h1,h12,45.0,92.22,0.068,2.0,-0.20302981818181817
100,e100-h2-h11-g1,h2,h11,12.2,69.813,0.34,0.15,-0.12698418181818183
100,e100-h3-h10-g2,h3,h10,39.2,68.392,0.0,0.0,-0.0655112727272727
100,e100-h4-h9-g3,h4,h9,38.3,87.0495,0.092,1.5,-0.18001463636363635
101,e101-h1-h12-g0,h1,h12,9.37,65.2235,0.123,0.12,-0.12014863636363637
101,e101-h2-h11-g1,h2,h11,16.4,54.94,0.0,0.0,-0.08006181818181818
101,e101-h3-h10-g2,h3,h10,24.3,56.062,0.075,0.093,-0.07304218181818183
101,e101-h4-h9-g3,h4,h9,31.8,64.5495,0.066,1.2,-0.13167681818181814
102,e102-h1-h12-g0,h1,h12,39.6,70.612,0.067,1.8,-0.159626
102,e102-h2-h11-g1,h2,h11,32.2,58.804,0.168,0.12,-0.06607054545454547
102,e102-h3-h10-g2,h3,h10,45.9,79.649,0.068,2.1,-0.18125145454545455
102,e102-h4-h9-g3,h4,h9,12.6,62.6075,0.194,0.11,-0.10896990909090909
103,e103-h1-h12-g0,h1,h12,25.9,61.281499999999994,0.067,0.9,-0.1208740909090909
103,e103-h2-h11-g1,h2,h11,8.92,58.683,0.083,0.19,-0.11114581818181817
103,e103-h3-h10-g2,h3,h10,46.2,82.723,0.068,2.0,-0.181854
103,e103-h4-h9-g3,h4,h9,12.1,60.3415,0.11,0.17,-0.107843
104,e104-h1-h12-g0,h1,h12,16.5,60.873000000000005,0.068,0.58,-0.121154
104,e104-h2-h11-g1,h2,h11,21.3,56.307,0.106,0.17,-0.08302272727272728
104,e104-h3-h10-g2,h3,h10,26.8,61.432,0.067,0.98,-0.12353872727272727
104,e104-h4-h9-g3,h4,h9,57.6,101.95949999999999,0.077,2.6,-0.22965372727272726
105,e105-h1-h12-g0,h1,h12,45.3,79.092,0.074,1.8,-0.16626436363636363
105,e105-h2-h11-g1,h2,h11,32.8,55.714,0.089,0.17,-0.060825636363636366
105,e105-h3-h10-g2,h3,h10,46.1,78.84899999999999,0.067,1.9,-0.16928181818181814
105,e105-h4-h9-g3,h4,h9,9.75,57.247,0.086,0.18,-0.10628272727272726
106,e106-h1-h12-g0,h1,h12,53.8,87.9245,0.07,2.5,-0.20345081818181815
106,e106-h2-h11-g1,h2,h11,37.4,69.89,0.071,1.6,-0.152206
106,e106-h3-h10-g2,h3,h10,11.1,60.981,0.083,0.1,-0.10727818181818183
106,e106-h4-h9-g3,h4,h9,25.2,63.641999999999996,0.069,1.0,-0.13187981818181815
107,e107-h1-h12-g0,h1,h12,34.0,67.7555,0.0,0.0,-0.07369281818181816
107,e107-h2-h11-g1,h2,h11,28.6,65.265,0.0,0.0,-0.07852999999999997
107,e107-h3-h10-g2,h3,h10,16.0,58.698499999999996,0.106,0.07,-0.09244209090909089
107,e107-h4-h9-g3,h4,h9,10.5,56.1265,0.0,0.0,-0.0931620909090909
108,e108-h1-h12-g0,h1,h12,38.5,68.28399999999999,0.066,1.6,-0.14696399999999998
108,e108-h2-h11-g1,h2,h11,13.1,60.539,0.114,0.14,-0.1049438181818182
108,e108-h3-h10-g2,h3,h10,11.2,58.6125,0.079,0.14,-0.10433536363636364
108,e108-h4-h9-g3,h4,h9,11.6,56.446,0.078,0.12,-0.0982690909090909
109,e109-h1-h12-g0,h1,h12,10.0,59.9465,0.107,0.13,-0.10885318181818182
109,e109-h2-h11-g1,h2,h11,12.7,57.076499999999996,0.089,0.14,-0.0985960909090909
109,e109-h3-h10-g2,h3,h10,19.7,62.165499999999994,0.067,0.5,-0.11391481818181816
109,e109-h4-h9-g3,h4,h9,53.5,87.1565,0.068,2.4,-0.19744827272727267
110,e110-h1-h12-g0,h1,h12,18.7,62.265499999999996,0.069,0.69,-0.125445
110,e110-h2-h11-g1,h2,h11,30.6,53.486999999999995,0.079,0.13,-0.05831163636363634
110,e110-h3-h10-g2,h3,h10,22.9,69.4915,0.365,0.074,-0.10323663636363635
110,e110-h4-h9-g3,h4,h9,18.6,64.46,0.073,0.69,-0.13003981818181815
111,e111-h1-h12-g0,h1,h12,12.6,67.9075,0.149,0.16,-0.1217999090909091
111,e111-h2-h11-g1,h2,h11,9.43,59.263999999999996,0.101,0.14,-0.10898854545454544
111,e111-h3-h10-g2,h3,h10,17.0,59.403,0.074,0.6,-0.11834090909090908
111,e111-h4-h9-g3,h4,h9,12.2,58.5745,0.104,0.12,-0.10159118181818182
112,e112-h1-h12-g0,h1,h12,26.2,56.835499999999996,0.104,0.12,-0.07265863636363636
112,e112-h2-h11-g1,h2,h11,24.6,66.4555,0.068,0.92,-0.13459172727272728
112,e112-h3-h10-g2,h3,h10,38.5,73.8475,0.07,1.4,-0.148115
112,e112-h4-h9-g3,h4,h9,15.1,57.8425,0.087,0.13,-0.09525245454545454
113,e113-h1-h12-g0,h1,h12,33.3,68.096,0.067,1.3,-0.14104854545454548
113,e113-h2-h11-g1,h2,h11,46.9,82.5135,0.073,2.0,-0.18019227272727267
113,e113-h3-h10-g2,h3,h10,20.3,57.8665,0.066,0.65,-0.11171990909090908
113,e113-h4-h9-g3,h4,h9,50.4,54.933499999999995,0.142,0.12,-0.025082636363636335
114,e114-h1-h12-g0,h1,h12,33.8,75.02449999999999,0.076,1.3,-0.15405045454545452
114,e114-h2-h11-g1,h2,h11,18.8,61.072,0.068,0.87,-0.13187018181818183
114,e114-h3-h10-g2,h3,h10,25.5,57.4195,0.086,0.17,-0.07749136363636364
114,e114-h4-h9-g3,h4,h9,35.0,53.438,0.085,0.16,-0.051749636363636366
115,e115-h1-h12-g0,h1,h12,47.3,85.307,0.07,2.0,-0.18503399999999998
115,e115-h2-h11-g1,h2,h11,33.6,54.436,0.09,0.13,-0.054821090909090896
115,e115-h3-h10-g2,h3,h10,43.3,52.8825,0.075,0.088,-0.031887727272727255
115,e115-h4-h9-g3,h4,h9,9.49,56.992000000000004,0.083,0.15,-0.10472745454545454
116,e116-h1-h12-g0,h1,h12,37.3,71.1395,0.07,1.5,-0.14988081818181817
116,e116-h2-h11-g1,h2,h11,9.03,59.625,0.093,0.14,-0.11038981818181819
116,e116-h3-h10-g2,h3,h10,34.9,70.4705,0.073,1.4,-0.14792445454545455
116,e116-h4-h9-g3,h4,h9,36.3,58.2945,0.141,0.11,-0.05693499999999998
117,e117-h1-h12-g0,h1,h12,19.8,63.9875,0.072,0.63,-0.12390699999999998
117,e117-h2-h11-g1,h2,h11,13.5,58.427,0.096,0.13,-0.09938454545454543
117,e117-h3-h10-g2,h3,h10,19.5,65.1545,0.069,0.56,-0.12326845454545451
117,e117-h4-h9-g3,h4,h9,13.9,58.3245,0.103,0.12,-0.09799427272727272
118,e118-h1-h12-g0,h1,h12,34.5,66.6245,0.067,1.3,-0.13592372727272725
118,e118-h2-h11-g1,h2,h11,33.0,66.9785,0.0,0.0,-0.073957
118,e118-h3-h10-g2,h3,h10,47.1,55.623999999999995,0.151,0.098,-0.031417636363636335
118,e118-h4-h9-g3,h4,h9,16.2,58.6845,0.109,0.15,-0.09606845454545454
119,e119-h1-h12-g0,h1,h12,40.0,74.771,0.0,0.0,-0.07681472727272724
119,e119-h2-h11-g1,h2,h11,52.3,91.844,0.091,2.2,-0.19914309090909088
119,e119-h3-h10-g2,h3,h10,16.0,63.8895,0.069,0.48,-0.12310209090909088
119,e119-h4-h9-g3,h4,h9,34.0,69.28450000000001,0.07,1.4,-0.1471708181818182
120,e120-h1-h12-g0,h1,h12,12.1,64.97399999999999,0.112,0.11,-0.11411999999999999
120,e120-h2-h11-g1,h2,h11,9.4,58.528,0.098,0.12,-0.1065530909090909
120,e120-h3-h10-g2,h3,h10,27.4,64.543,0.067,1.0,-0.1296698181818182
120,e120-h4-h9-g3,h4,h9,58.8,106.6425,0.156,2.4,-0.22731190909090904
121,e121-h1-h12-g0,h1,h12,17.8,60.1065,0.0,0.0,-0.08784936363636361
121,e121-h2-h11-g1,h2,h11,40.3,75.72200000000001,0.08,1.6,-0.15865127272727272
121,e121-h3-h10-g2,h3,h10,34.9,65.846,0.066,1.3,-0.13363345454545456
121,e121-h4-h9-g3,h4,h9,52.3,85.02250000000001,0.067,2.1,-0.18035609090909094
122,e122-h1-h12-g0,h1,h12,16.9,59.730500000000006,0.067,0.56,-0.11713572727272727
122,e122-h2-h11-g1,h2,h11,17.9,63.8835,0.068,0.59,-0.12512954545454547
122,e122-h3-h10-g2,h3,h10,35.2,72.2895,0.068,1.3,-0.14598700000000003
122,e122-h4-h9-g3,h4,h9,18.3,65.86250000000001,0.068,0.65,-0.13136027272727277
123,e123-h1-h12-g0,h1,h12,16.8,54.68,0.085,0.22,-0.09032454545454544
123,e123-h2-h11-g1,h2,h11,40.0,72.997,0.073,1.7,-0.15870472727272722
123,e123-h3-h10-g2,h3,h10,41.7,69.977,0.0,0.0,-0.06413581818181817
123,e123-h4-h9-g3,h4,h9,47.2,78.884,0.074,2.1,-0.17739381818181815
124,e124-h1-h12-g0,h1,h12,14.4,57.8945,0.0,0.0,-0.08960718181818181
124,e124-h2-h11-g1,h2,h11,31.8,70.86699999999999,0.076,1.1,-0.13937181818181815
124,e124-h3-h10-g2,h3,h10,44.4,56.465,0.082,0.11,-0.03819472727272727
124,e124-h4-h9-g3,h4,h9,19.9,57.295500000000004,0.105,0.096,-0.08383918181818183
125,e125-h1-h12-g0,h1,h12,23.9,61.6955,0.068,0.88,-0.12434445454545455
125,e125-h2-h11-g1,h2,h11,18.2,66.924,0.0,0.0,-0.10075709090909094
125,e125-h3-h10-g2,h3,h10,46.6,54.3775,0.108,0.089,-0.029125727272727255
125,e125-h4-h9-g3,h4,h9,23.5,55.900499999999994,0.079,0.098,-0.07444772727272726
126,e126-h1-h12-g0,h1,h12,12.0,57.001,0.09,0.11,-0.09822381818181818
126,e126-h2-h11-g1,h2,h11,38.5,61.5205,0.122,0.12,-0.059772999999999986
126,e126-h3-h10-g2,h3,h10,9.74,59.169,0.098,0.12,-0.10721690909090908
126,e126-h4-h9-g3,h4,h9,25.0,59.959999999999994,0.093,0.11,-0.08052345454545451
127,e127-h1-h12-g0,h1,h12,32.7,53.641000000000005,0.091,0.12,-0.054373454545454544
127,e127-h2-h11-g1,h2,h11,39.8,73.8805,0.0,0.0,-0.07539736363636365
127,e127-h3-h10-g2,h3,h10,12.7,62.4015,0.102,0.13,-0.10882409090909091
127,e127-h4-h9-g3,h4,h9,9.45,59.819,0.113,0.12,-0.10913418181818181
128,e128-h1-h12-g0,h1,h12,16.4,61.339,0.067,0.53,-0.11976181818181818
128,e128-h2-h11-g1,h2,h11,33.7,69.0975,0.069,1.3,-0.1423362727272727
128,e128-h3-h10-g2,h3,h10,47.9,79.3555,0.068,1.9,-0.16702809090909093
128,e128-h4-h9-g3,h4,h9,19.2,59.143,0.066,0.68,-0.11777290909090908
129,e129-h1-h12-g0,h1,h12,18.3,56.9525,0.096,0.12,-0.08720827272727272
129,e129-h2-h11-g1,h2,h11,17.8,54.986999999999995,0.08,0.13,-0.08459036363636362
129,e129-h3-h10-g2,h3,h10,36.1,53.8805,0.077,0.11,-0.048086636363636345
129,e129-h4-h9-g3,h4,h9,52.6,87.2555,0.067,2.3,-0.19427663636363635
130,e130-h1-h12-g0,h1,h12,15.1,60.5245,0.12,0.12,-0.10031445454545454
130,e130-h2-h11-g1,h2,h11,24.4,60.566,0.0,0.0,-0.07676836363636363
130,e130-h3-h10-g2,h3,h10,34.2,72.0265,0.069,1.3,-0.1472851818181818
130,e130-h4-h9-g3,h4,h9,51.0,87.6915,0.067,1.9,-0.17805772727272728
131,e131-h1-h12-g0,h1,h12,9.7,58.1415,0.088,0.14,-0.10617463636363637
131,e131-h2-h11-g1,h2,h11,12.9,58.281499999999994,0.091,0.12,-0.09965445454545453
131,e131-h3-h10-g2,h3,h10,34.9,54.14,0.086,0.08,-0.04934145454545455
131,e131-h4-h9-g3,h4,h9,30.6,52.936499999999995,0.083,0.13,-0.057234636363636335
132,e132-h1-h12-g0,h1,h12,27.7,64.7955,0.067,1.1,-0.13462936363636366
132,e132-h2-h11-g1,h2,h11,13.6,56.9895,0.086,0.12,-0.09576772727272728
132,e132-h3-h10-g2,h3,h10,35.1,68.9125,0.0,0.0,-0.07400681818181816
132,e132-h4-h9-g3,h4,h9,16.2,58.5125,0.108,0.12,-0.09421845454545454
133,e133-h1-h12-g0,h1,h12,9.41,57.681,0.089,0.14,-0.1057869090909091
133,e133-h2-h11-g1,h2,h11,10.4,61.0435,0.101,0.14,-0.1107839090909091
133,e133-h3-h10-g2,h3,h10,26.8,63.09400000000001,0.066,0.85,-0.12035672727272725
133,e133-h4-h9-g3,h4,h9,40.1,56.9555,0.13,0.1,-0.04678190909090909
134,e134-h1-h12-g0,h1,h12,14.0,56.692,0.085,0.12,-0.09443945454545453
134,e134-h2-h11-g1,h2,h11,32.9,53.819,0.081,0.13,-0.05480581818181818
134,e134-h3-h10-g2,h3,h10,47.3,87.34100000000001,0.066,1.9,-0.18407800000000002
134,e134-h4-h9-g3,h4,h9,41.8,71.348,0.067,1.7,-0.15209799999999998
135,e135-h1-h12-g0,h1,h12,9.73,68.5185,0.178,0.16,-0.1284140909090909
135,e135-h2-h11-g1,h2,h11,19.1,56.072500000000005,0.086,0.12,-0.08393372727272728
135,e135-h3-h10-g2,h3,h10,26.4,56.0605,0.086,0.082,-0.068737
135,e135-h4-h9-g3,h4,h9,36.2,68.881,0.068,1.3,-0.13735181818181819
136,e136-h1-h12-g0,h1,h12,23.7,55.48650000000001,0.097,0.13,-0.07496409090909091
136,e136-h2-h11-g1,h2,h11,47.1,86.863,0.075,1.9,-0.18353963636363635
136,e136-h3-h10-g2,h3,h10,39.9,75.0835,0.067,1.8,-0.16802354545454545
136,e136-h4-h9-g3,h4,h9,17.9,60.876999999999995,0.121,0.12,-0.09593454545454545
137,e137-h1-h12-g0,h1,h12,9.31,63.302499999999995,0.14,0.14,-0.11751772727272726
137,e137-h2-h11-g1,h2,h11,10.2,61.736000000000004,0.106,0.12,-0.11156254545454546
137,e137-h3-h10-g2,h3,h10,39.5,55.9,0.085,0.1,-0.04549181818181817
137,e137-h4-h9-g3,h4,h9,9.57,56.974000000000004,0.081,0.12,-0.10303400000000001
138,e138-h1-h12-g0,h1,h12,18.1,62.1015,0.067,0.62,-0.12269590909090909
138,e138-h2-h11-g1,h2,h11,16.4,61.71300000000001,0.177,0.11,-0.1001698181818182
138,e138-h3-h10-g2,h3,h10,28.5,78.45150000000001,0.069,1.1,-0.1604988181818182
138,e138-h4-h9-g3,h4,h9,26.0,64.089,0.068,0.93,-0.12781327272727272
139,e139-h1-h12-g0,h1,h12,9.06,59.6465,0.084,0.12,-0.10932427272727273
139,e139-h2-h11-g1,h2,h11,36.3,65.3125,0.067,1.4,-0.13502699999999998
139,e139-h3-h10-g2,h3,h10,29.8,57.547,0.092,0.1,-0.0664641818181818
139,e139-h4-h9-g3,h4,h9,19.4,58.39,0.108,0.13,-0.08865527272727274
140,e140-h1-h12-g0,h1,h12,26.2,65.519,0.068,0.89,-0.12830963636363638
140,e140-h2-h11-g1,h2,h11,53.9,87.96600000000001,0.069,2.3,-0.193346
140,e140-h3-h10-g2,h3,h10,10.3,57.7825,0.086,0.083,-0.10150372727272726
140,e140-h4-h9-g3,h4,h9,49.5,83.02199999999999,0.074,2.1,-0.18148799999999998
141,e141-h1-h12-g0,h1,h12,23.5,70.24549999999999,0.0,0.0,-0.09776372727272725
141,e141-h2-h11-g1,h2,h11,19.2,65.933,0.118,0.12,-0.1036649090909091
141,e141-h3-h10-g2,h3,h10,42.1,72.6565,0.067,1.8,-0.15916954545454542
141,e141-h4-h9-g3,h4,h9,17.9,55.8045,0.086,0.13,-0.08607954545454545
142,e142-h1-h12-g0,h1,h12,20.6,62.836,0.067,0.8,-0.1286194545454545
142,e142-h2-h11-g1,h2,h11,34.1,69.285,0.0,0.0,-0.07657
142,e142-h3-h10-g2,h3,h10,11.7,57.93300000000001,0.08,0.096,-0.09987327272727273
142,e142-h4-h9-g3,h4,h9,19.8,69.44200000000001,0.07,0.69,-0.137804
143,e143-h1-h12-g0,h1,h12,9.42,58.9985,0.088,0.14,-0.10839772727272728
143,e143-h2-h11-g1,h2,h11,27.3,57.7915,0.078,0.11,-0.07191463636363635
143,e143-h3-h10-g2,h3,h10,11.3,62.8285,0.079,0.11,-0.11108554545454545
143,e143-h4-h9-g3,h4,h9,31.2,67.012,0.0,0.0,-0.07729672727272727
144,e144-h1-h12-g0,h1,h12,18.2,58.327,0.067,0.5,-0.10896509090909089
144,e144-h2-h11-g1,h2,h11,46.9,80.515,0.068,2.1,-0.18116527272727273
144,e144-h3-h10-g2,h3,h10,11.7,60.30200000000001,0.121,0.11,-0.10555727272727275
144,e144-h4-h9-g3,h4,h9,16.4,57.1515,0.094,0.11,-0.09054881818181819
145,e145-h1-h12-g0,h1,h12,21.9,61.059,0.0,0.0,-0.08229981818181817
145,e145-h2-h11-g1,h2,h11,37.1,75.4255,0.074,1.5,-0.15884045454545453
145,e145-h3-h10-g2,h3,h10,22.1,58.16,0.084,0.13,-0.08314218181818181
145,e145-h4-h9-g3,h4,h9,32.9,67.6945,0.068,1.5,-0.1509788181818182
146,e146-h1-h12-g0,h1,h12,44.4,79.36,0.067,1.7,-0.16339472727272725
146,e146-h2-h11-g1,h2,h11,32.7,71.15350000000001,0.072,1.2,-0.14328445454545455
146,e146-h3-h10-g2,h3,h10,24.7,56.224999999999994,0.098,0.081,-0.07217890909090907
