episode,throughput_mbps,rtt_ms,jitter_ms,loss_pct,weighted_reward,throughput_mbps_rolling_mean,rtt_ms_rolling_mean,jitter_ms_rolling_mean,loss_pct_rolling_mean,weighted_reward_rolling_mean,reward_rolling_mean
1,44.666666666666664,93.435,0.24333333333333332,0.022000000000000002,-0.017333333333333326,44.666666666666664,93.435,0.24333333333333332,0.022000000000000002,-0.017333333333333326,-0.017333333333333326
2,44.699999999999996,90.53133333333335,0.22733333333333336,0.038,-0.01833333333333333,44.68333333333333,91.98316666666668,0.23533333333333334,0.03,-0.017833333333333326,-0.017833333333333326
3,44.70000000000001,90.835,0.2356666666666667,0.02666666666666666,-0.015666666666666666,44.68888888888889,91.60044444444445,0.23544444444444446,0.02888888888888889,-0.017111111111111108,-0.017111111111111108
4,44.666666666666664,90.11333333333334,0.23,0.021666666666666667,-0.014666666666666661,44.68333333333334,91.22866666666667,0.23408333333333334,0.027083333333333334,-0.016499999999999994,-0.016499999999999994
5,44.699999999999996,167.833,0.22466666666666665,0.019,-0.13699999999999998,44.68666666666667,106.54953333333333,0.23220000000000002,0.025466666666666665,-0.04059999999999999,-0.04059999999999999
6,44.699999999999996,93.48216666666667,0.23600000000000002,0.018333333333333333,-0.01666666666666666,44.68888888888889,104.37163888888888,0.23283333333333334,0.024277777777777777,-0.0366111111111111,-0.0366111111111111
7,44.666666666666664,94.18,0.22066666666666668,0.023000000000000003,-0.018,44.68571428571429,102.91569047619048,0.2310952380952381,0.024095238095238093,-0.03395238095238094,-0.03395238095238094
8,44.666666666666664,96.85516666666666,0.243,0.0239,-0.02,44.68333333333333,102.15812500000001,0.23258333333333334,0.024070833333333333,-0.032208333333333325,-0.032208333333333325
9,44.633333333333326,105.48433333333332,0.3666666666666667,0.023000000000000003,-0.030333333333333327,44.67777777777778,102.52770370370371,0.24748148148148147,0.023951851851851853,-0.031999999999999994,-0.031999999999999994
10,44.699999999999996,168.51149999999998,0.21866666666666665,0.025400000000000002,-0.13766666666666666,44.67999999999999,109.12608333333333,0.2446,0.024096666666666666,-0.04256666666666666,-0.04256666666666666
