episode,flow_id,src,dst,throughput_mbps,rtt_ms,jitter_ms,loss_pct,absolute_reward
145,e145-h1-h16-g0,h1,h16,14.8,77.827,0.128,0.094,-0.015601311111111103
145,e145-h2-h15-g1,h2,h15,15.3,83.456,0.079,0.59,-0.025160599999999998
146,e146-h1-h16-g0,h1,h16,21.7,84.75450000000001,0.079,0.91,-0.01651747777777778
146,e146-h2-h15-g1,h2,h15,20.5,86.42949999999999,0.081,0.79,-0.018395144444444428
147,e147-h1-h16-g0,h1,h16,11.7,86.06,0.0,0.0,-0.025636
147,e147-h2-h15-g1,h2,h15,12.5,90.73349999999999,0.376,0.11,-0.029440322222222218
148,e148-h1-h16-g0,h1,h16,22.4,103.2325,0.081,1.1,-0.02890472222222222
148,e148-h2-h15-g1,h2,h15,11.0,89.303,0.345,0.11,-0.03182235555555555
149,e149-h1-h16-g0,h1,h16,18.8,88.1105,0.078,0.81,-0.023472522222222222
149,e149-h2-h15-g1,h2,h15,19.7,89.3365,0.086,0.83,-0.02253212222222222
150,e150-h1-h16-g0,h1,h16,8.95,82.47749999999999,0.13,0.12,-0.03178761111111111
150,e150-h2-h15-g1,h2,h15,17.7,84.2475,0.167,0.1,-0.013216166666666664
151,e151-h1-h16-g0,h1,h16,18.1,85.5895,0.211,0.08,-0.012964477777777766
151,e151-h2-h15-g1,h2,h15,16.5,86.1235,0.081,0.76,-0.026650433333333327
152,e152-h1-h16-g0,h1,h16,15.1,84.007,0.078,0.59,-0.025932644444444444
152,e152-h2-h15-g1,h2,h15,7.9,88.636,0.228,0.1,-0.037810044444444434
153,e153-h1-h16-g0,h1,h16,7.9,82.2115,0.137,0.1,-0.03368234444444445
153,e153-h2-h15-g1,h2,h15,8.02,97.4615,0.0,0.0,-0.04065467777777777
154,e154-h1-h16-g0,h1,h16,7.54,81.936,0.119,0.09,-0.03411304444444445
154,e154-h2-h15-g1,h2,h15,13.6,89.8255,0.179,0.084,-0.025470077777777777
155,e155-h1-h16-g0,h1,h16,23.3,85.844,0.079,0.99,-0.01481562222222221
155,e155-h2-h15-g1,h2,h15,22.9,92.613,0.095,0.98,-0.0196639111111111
156,e156-h1-h16-g0,h1,h16,21.8,83.8575,0.077,0.77,-0.013651055555555548
156,e156-h2-h15-g1,h2,h15,13.1,81.751,0.174,0.11,-0.022111488888888885
157,e157-h1-h16-g0,h1,h16,7.52,84.3925,0.152,0.086,-0.035670388888888876
157,e157-h2-h15-g1,h2,h15,26.8,92.9,0.084,1.2,-0.014436444444444441
158,e158-h1-h16-g0,h1,h16,16.8,79.519,0.146,0.13,-0.012766066666666657
158,e158-h2-h15-g1,h2,h15,15.8,84.563,0.079,0.62,-0.025163688888888886
159,e159-h1-h16-g0,h1,h16,8.39,84.1695,0.142,0.092,-0.03366325555555555
159,e159-h2-h15-g1,h2,h15,14.4,100.74199999999999,0.084,0.53,-0.03664719999999999
160,e160-h1-h16-g0,h1,h16,10.4,82.197,0.137,0.088,-0.02793808888888889
160,e160-h2-h15-g1,h2,h15,20.7,89.60900000000001,0.079,0.96,-0.022402399999999996
161,e161-h1-h16-g0,h1,h16,21.6,88.95500000000001,0.083,1.0,-0.020621999999999995
161,e161-h2-h15-g1,h2,h15,22.5,92.813,0.091,0.92,-0.0197608
162,e162-h1-h16-g0,h1,h16,8.04,80.19550000000001,0.128,0.09,-0.03198463333333333
162,e162-h2-h15-g1,h2,h15,8.19,94.5935,0.172,0.091,-0.040437100000000004
163,e163-h1-h16-g0,h1,h16,13.5,87.1465,0.082,0.59,-0.0313839
163,e163-h2-h15-g1,h2,h15,14.5,86.0545,0.082,0.47,-0.026706477777777776
164,e164-h1-h16-g0,h1,h16,7.97,81.878,0.118,0.1,-0.03326968888888889
164,e164-h2-h15-g1,h2,h15,13.3,82.33449999999999,0.078,0.49,-0.027429144444444435
165,e165-h1-h16-g0,h1,h16,22.2,86.273,0.082,0.98,-0.01737646666666666
165,e165-h2-h15-g1,h2,h15,10.4,79.005,0.11,0.088,-0.025941888888888882
166,e166-h1-h16-g0,h1,h16,20.5,94.7115,0.0,0.0,-0.011271344444444435
166,e166-h2-h15-g1,h2,h15,12.4,82.906,0.173,0.14,-0.02480704444444445
167,e167-h1-h16-g0,h1,h16,26.2,93.4105,0.084,1.1,-0.01457607777777777
167,e167-h2-h15-g1,h2,h15,12.7,86.62,0.08,0.46,-0.030889777777777776
168,e168-h1-h16-g0,h1,h16,12.0,83.626,0.0,0.0,-0.023508933333333332
168,e168-h2-h15-g1,h2,h15,22.7,86.10249999999999,0.082,0.93,-0.015413055555555546
169,e169-h1-h16-g0,h1,h16,15.7,95.28049999999999,0.114,0.59,-0.031471411111111104
169,e169-h2-h15-g1,h2,h15,7.56,87.326,0.127,0.087,-0.03728159999999999
170,e170-h1-h16-g0,h1,h16,7.64,86.89099999999999,0.177,0.099,-0.037172822222222214
170,e170-h2-h15-g1,h2,h15,26.7,89.4875,0.079,1.1,-0.01109616666666667
171,e171-h1-h16-g0,h1,h16,20.6,86.3595,0.0,0.0,-0.006037922222222214
171,e171-h2-h15-g1,h2,h15,11.5,80.87,0.15,0.13,-0.02536644444444445
172,e172-h1-h16-g0,h1,h16,21.5,88.0145,0.084,0.83,-0.01773292222222221
172,e172-h2-h15-g1,h2,h15,21.7,86.037,0.08,0.97,-0.018189977777777772
173,e173-h1-h16-g0,h1,h16,8.1,80.2795,0.119,0.097,-0.0319797
173,e173-h2-h15-g1,h2,h15,15.6,86.2325,0.188,0.11,-0.019286833333333326
174,e174-h1-h16-g0,h1,h16,21.2,91.33000000000001,0.084,0.86,-0.020838888888888886
174,e174-h2-h15-g1,h2,h15,11.5,90.3135,0.257,0.096,-0.03084354444444445
175,e175-h1-h16-g0,h1,h16,11.0,83.642,0.169,0.1,-0.02774775555555555
175,e175-h2-h15-g1,h2,h15,22.0,82.164,0.078,0.83,-0.013093511111111105
176,e176-h1-h16-g0,h1,h16,11.2,88.301,0.146,0.098,-0.02999971111111111
176,e176-h2-h15-g1,h2,h15,12.4,81.341,0.141,0.1,-0.023172044444444442
177,e177-h1-h16-g0,h1,h16,16.3,81.119,0.135,0.12,-0.014654177777777765
177,e177-h2-h15-g1,h2,h15,7.75,80.408,0.106,0.11,-0.03299057777777778
178,e178-h1-h16-g0,h1,h16,15.0,90.931,0.084,0.58,-0.030177266666666664
178,e178-h2-h15-g1,h2,h15,13.5,82.39750000000001,0.08,0.45,-0.026428500000000004
179,e179-h1-h16-g0,h1,h16,13.8,89.4865,0.0,0.0,-0.023025233333333336
179,e179-h2-h15-g1,h2,h15,12.8,84.531,0.079,0.48,-0.029711155555555556
180,e180-h1-h16-g0,h1,h16,15.0,87.625,0.083,0.58,-0.028190666666666662
180,e180-h2-h15-g1,h2,h15,28.1,93.87,0.086,1.2,-0.012135555555555554
181,e181-h1-h16-g0,h1,h16,25.5,89.2385,0.084,1.2,-0.015128433333333325
181,e181-h2-h15-g1,h2,h15,13.2,88.04849999999999,0.079,0.5,-0.031232766666666655
182,e182-h1-h16-g0,h1,h16,8.92,84.13,0.0,0.0,-0.03065577777777777
182,e182-h2-h15-g1,h2,h15,12.7,93.507,0.083,0.41,-0.03428097777777778
183,e183-h1-h16-g0,h1,h16,7.52,95.34700000000001,0.14,0.091,-0.04228208888888889
183,e183-h2-h15-g1,h2,h15,7.73,81.7175,0.129,0.089,-0.033574722222222214
184,e184-h1-h16-g0,h1,h16,15.5,85.94200000000001,0.082,0.57,-0.025916755555555553
184,e184-h2-h15-g1,h2,h15,8.94,87.631,0.218,0.12,-0.03516593333333333
185,e185-h1-h16-g0,h1,h16,15.5,88.607,0.086,0.61,-0.028127755555555557
185,e185-h2-h15-g1,h2,h15,13.9,83.622,0.0,0.0,-0.019284311111111105
186,e186-h1-h16-g0,h1,h16,14.0,87.40700000000001,0.08,0.56,-0.02997308888888889
186,e186-h2-h15-g1,h2,h15,14.9,89.9315,0.08,0.62,-0.030387788888888885
187,e187-h1-h16-g0,h1,h16,16.2,85.334,0.08,0.65,-0.0251904
187,e187-h2-h15-g1,h2,h15,15.9,76.8995,0.107,0.099,-0.012612366666666664
188,e188-h1-h16-g0,h1,h16,7.77,84.7205,0.175,0.09,-0.03544063333333333
188,e188-h2-h15-g1,h2,h15,7.72,80.4325,0.105,0.096,-0.03285894444444445
189,e189-h1-h16-g0,h1,h16,27.9,90.63300000000001,0.081,1.2,-0.010622799999999998
189,e189-h2-h15-g1,h2,h15,8.43,81.1405,0.0,0.0,-0.029950966666666665
190,e190-h1-h16-g0,h1,h16,11.3,86.1235,0.0,0.0,-0.02656298888888889
190,e190-h2-h15-g1,h2,h15,11.9,83.174,0.186,0.098,-0.025487955555555556
191,e191-h1-h16-g0,h1,h16,8.08,82.00999999999999,0.111,0.095,-0.03300844444444444
191,e191-h2-h15-g1,h2,h15,8.34,91.7285,0.176,0.094,-0.03844176666666666
192,e192-h1-h16-g0,h1,h16,7.67,83.484,0.164,0.09,-0.034887955555555544
192,e192-h2-h15-g1,h2,h15,7.94,89.32650000000001,0.249,0.096,-0.03813845555555555
193,e193-h1-h16-g0,h1,h16,21.1,85.8665,0.082,0.69,-0.015227011111111102
193,e193-h2-h15-g1,h2,h15,11.1,93.9485,0.204,0.077,-0.033469433333333326
194,e194-h1-h16-g0,h1,h16,8.54,87.5625,0.137,0.1,-0.03547072222222223
194,e194-h2-h15-g1,h2,h15,8.05,79.9725,0.127,0.13,-0.032425611111111106
195,e195-h1-h16-g0,h1,h16,22.0,90.474,0.079,0.92,-0.019432511111111106
195,e195-h2-h15-g1,h2,h15,19.9,86.8695,0.081,0.85,-0.02089247777777778
196,e196-h1-h16-g0,h1,h16,13.5,82.08500000000001,0.144,0.082,-0.020913
196,e196-h2-h15-g1,h2,h15,14.0,89.741,0.0,0.0,-0.022733488888888886
197,e197-h1-h16-g0,h1,h16,7.9,93.79599999999999,0.174,0.079,-0.04042904444444444
197,e197-h2-h15-g1,h2,h15,7.38,80.9175,0.12,0.087,-0.0338155
198,e198-h1-h16-g0,h1,h16,13.2,93.3635,0.088,0.45,-0.033698766666666664
198,e198-h2-h15-g1,h2,h15,8.5,80.57849999999999,0.12,0.12,-0.03161821111111111
199,e199-h1-h16-g0,h1,h16,21.5,93.202,0.085,0.94,-0.022498422222222217
199,e199-h2-h15-g1,h2,h15,19.3,85.3495,0.079,0.86,-0.021457811111111107
200,e200-h1-h16-g0,h1,h16,22.0,90.624,0.089,0.95,-0.020002511111111104
200,e200-h2-h15-g1,h2,h15,11.2,84.8815,0.135,0.11,-0.028095011111111106
201,e201-h1-h16-g0,h1,h16,14.9,92.16499999999999,0.0,0.0,-0.022187888888888882
201,e201-h2-h15-g1,h2,h15,8.0,81.30600000000001,0.134,0.08,-0.032607822222222235
202,e202-h1-h16-g0,h1,h16,13.3,84.91900000000001,0.079,0.51,-0.029282844444444445
202,e202-h2-h15-g1,h2,h15,7.47,82.0915,0.13,0.11,-0.0346949
203,e203-h1-h16-g0,h1,h16,16.1,84.9305,0.081,0.68,-0.02562352222222221
203,e203-h2-h15-g1,h2,h15,7.56,86.576,0.162,0.097,-0.0370866
204,e204-h1-h16-g0,h1,h16,22.8,87.36949999999999,0.081,1.1,-0.018498033333333323
204,e204-h2-h15-g1,h2,h15,22.5,88.1345,0.082,1.1,-0.0196267
205,e205-h1-h16-g0,h1,h16,7.87,89.124,0.207,0.093,-0.0380015111111111
205,e205-h2-h15-g1,h2,h15,14.8,82.2315,0.0,0.0,-0.016450011111111107
206,e206-h1-h16-g0,h1,h16,7.79,83.6505,0.15,0.11,-0.03497918888888888
206,e206-h2-h15-g1,h2,h15,15.9,85.78299999999999,0.081,0.6,-0.02537946666666665
207,e207-h1-h16-g0,h1,h16,11.4,78.43799999999999,0.107,0.12,-0.023850466666666657
207,e207-h2-h15-g1,h2,h15,12.0,85.3765,0.164,0.096,-0.02649123333333333
208,e208-h1-h16-g0,h1,h16,12.5,80.5765,0.0,0.0,-0.020568122222222218
208,e208-h2-h15-g1,h2,h15,24.1,90.7435,0.0,0.0,-0.0008905444444444327
209,e209-h1-h16-g0,h1,h16,7.74,88.241,0.158,0.1,-0.037718600000000005
209,e209-h2-h15-g1,h2,h15,7.84,78.231,0.107,0.076,-0.03097737777777777
210,e210-h1-h16-g0,h1,h16,14.6,83.62,0.079,0.59,-0.02681455555555555
210,e210-h2-h15-g1,h2,h15,13.9,81.91499999999999,0.132,0.097,-0.020111111111111097
211,e211-h1-h16-g0,h1,h16,21.9,91.005,0.086,0.91,-0.019844333333333318
211,e211-h2-h15-g1,h2,h15,12.3,88.0445,0.172,0.087,-0.02731436666666666
212,e212-h1-h16-g0,h1,h16,15.7,87.418,0.082,0.56,-0.02620791111111112
212,e212-h2-h15-g1,h2,h15,29.0,93.1635,0.084,1.3,-0.011205655555555543
213,e213-h1-h16-g0,h1,h16,14.3,85.185,0.08,0.51,-0.027223222222222218
213,e213-h2-h15-g1,h2,h15,28.6,90.309,0.082,1.2,-0.00887584444444444
214,e214-h1-h16-g0,h1,h16,7.56,81.9605,0.135,0.086,-0.03407129999999999
214,e214-h2-h15-g1,h2,h15,16.8,81.989,0.166,0.089,-0.013693066666666661
215,e215-h1-h16-g0,h1,h16,13.3,87.07400000000001,0.08,0.52,-0.030728844444444448
215,e215-h2-h15-g1,h2,h15,7.58,88.5375,0.171,0.095,-0.03821605555555555
216,e216-h1-h16-g0,h1,h16,21.2,94.76249999999999,0.0,0.0,-0.009746388888888874
216,e216-h2-h15-g1,h2,h15,10.0,84.48949999999999,0.14,0.1,-0.03039147777777777
217,e217-h1-h16-g0,h1,h16,15.0,77.511,0.124,0.11,-0.015195266666666664
217,e217-h2-h15-g1,h2,h15,7.6,82.7165,0.149,0.093,-0.03458301111111111
218,e218-h1-h16-g0,h1,h16,12.5,78.9105,0.116,0.11,-0.021566522222222214
218,e218-h2-h15-g1,h2,h15,12.1,80.517,0.139,0.1,-0.0233383111111111
219,e219-h1-h16-g0,h1,h16,10.1,85.6785,0.164,0.092,-0.030834655555555555
219,e219-h2-h15-g1,h2,h15,19.1,88.6275,0.083,0.78,-0.022681055555555545
220,e220-h1-h16-g0,h1,h16,11.0,77.0695,0.109,0.1,-0.023624255555555553
220,e220-h2-h15-g1,h2,h15,10.4,78.5885,0.118,0.1,-0.025895988888888888
221,e221-h1-h16-g0,h1,h16,25.8,89.258,0.086,1.0,-0.011479466666666651
221,e221-h2-h15-g1,h2,h15,13.5,89.877,0.084,0.44,-0.0307782
222,e222-h1-h16-g0,h1,h16,8.18,82.4125,0.143,0.095,-0.03312372222222222
222,e222-h2-h15-g1,h2,h15,18.4,75.8315,0.098,0.077,-0.00605901111111111
223,e223-h1-h16-g0,h1,h16,12.8,87.3575,0.078,0.5,-0.031704055555555555
223,e223-h2-h15-g1,h2,h15,26.9,94.156,0.086,1.2,-0.014973822222222205
224,e224-h1-h16-g0,h1,h16,7.57,79.44300000000001,0.106,0.093,-0.03255657777777778
224,e224-h2-h15-g1,h2,h15,8.29,90.488,0.182,0.089,-0.037751577777777774
225,e225-h1-h16-g0,h1,h16,9.49,79.739,0.113,0.096,-0.028533511111111107
225,e225-h2-h15-g1,h2,h15,9.84,89.8185,0.204,0.11,-0.034286433333333324
226,e226-h1-h16-g0,h1,h16,11.4,78.269,0.116,0.097,-0.023431066666666667
226,e226-h2-h15-g1,h2,h15,22.0,89.62049999999999,0.077,1.1,-0.021614411111111106
227,e227-h1-h16-g0,h1,h16,28.6,92.459,0.09,1.2,-0.01018984444444444
227,e227-h2-h15-g1,h2,h15,14.6,86.7525,0.084,0.55,-0.028109055555555543
228,e228-h1-h16-g0,h1,h16,20.0,88.5565,0.078,0.9,-0.022423455555555544
228,e228-h2-h15-g1,h2,h15,22.2,91.2405,0.092,0.86,-0.018586966666666663
229,e229-h1-h16-g0,h1,h16,7.72,79.70949999999999,0.0,0.0,-0.030670144444444436
229,e229-h2-h15-g1,h2,h15,15.0,92.8335,0.0,0.0,-0.022366766666666663
230,e230-h1-h16-g0,h1,h16,7.9,84.5055,0.173,0.083,-0.03491174444444445
230,e230-h2-h15-g1,h2,h15,14.1,86.01750000000001,0.079,0.53,-0.028464166666666665
231,e231-h1-h16-g0,h1,h16,22.7,86.926,0.08,0.93,-0.01590115555555555
231,e231-h2-h15-g1,h2,h15,11.1,80.0435,0.139,0.087,-0.025081433333333326
232,e232-h1-h16-g0,h1,h16,22.9,86.71950000000001,0.081,0.85,-0.0141358111111111
232,e232-h2-h15-g1,h2,h15,22.7,92.798,0.094,0.98,-0.020216355555555548
233,e233-h1-h16-g0,h1,h16,7.95,80.8635,0.0,0.0,-0.03085143333333333
233,e233-h2-h15-g1,h2,h15,7.84,88.1035,0.207,0.095,-0.03748587777777778
234,e234-h1-h16-g0,h1,h16,8.23,81.15299999999999,0.0,0.0,-0.0304029111111111
234,e234-h2-h15-g1,h2,h15,17.2,83.2225,0.171,0.13,-0.014174277777777765
235,e235-h1-h16-g0,h1,h16,28.1,95.003,0.095,1.2,-0.01284235555555555
235,e235-h2-h15-g1,h2,h15,15.3,85.00200000000001,0.079,0.62,-0.0265382
236,e236-h1-h16-g0,h1,h16,16.3,83.9725,0.08,0.63,-0.02385127777777776
236,e236-h2-h15-g1,h2,h15,18.5,84.45949999999999,0.209,0.1,-0.011691588888888884
237,e237-h1-h16-g0,h1,h16,10.4,88.2515,0.126,0.09,-0.031567788888888886
237,e237-h2-h15-g1,h2,h15,11.5,81.928,0.142,0.12,-0.025827244444444446
238,e238-h1-h16-g0,h1,h16,13.0,81.4115,0.136,0.1,-0.02186601111111111
238,e238-h2-h15-g1,h2,h15,13.2,86.5985,0.081,0.48,-0.030068766666666656
239,e239-h1-h16-g0,h1,h16,14.2,86.6855,0.079,0.55,-0.028942744444444446
239,e239-h2-h15-g1,h2,h15,7.98,79.0855,0.109,0.085,-0.031319966666666664
240,e240-h1-h16-g0,h1,h16,7.39,82.55199999999999,0.132,0.083,-0.034749977777777774
240,e240-h2-h15-g1,h2,h15,16.0,90.5415,0.078,0.67,-0.02905334444444444
241,e241-h1-h16-g0,h1,h16,8.36,80.285,0.0,0.0,-0.029593222222222222
241,e241-h2-h15-g1,h2,h15,14.4,83.205,0.079,0.58,-0.026860000000000002
242,e242-h1-h16-g0,h1,h16,26.1,90.7005,0.0,0.0,0.003579700000000012
242,e242-h2-h15-g1,h2,h15,13.5,79.679,0.077,0.5,-0.0255384
243,e243-h1-h16-g0,h1,h16,11.9,86.36,0.199,0.094,-0.027378555555555552
243,e243-h2-h15-g1,h2,h15,22.1,87.964,0.084,0.94,-0.018019288888888877
244,e244-h1-h16-g0,h1,h16,13.7,87.80250000000001,0.08,0.56,-0.03087705555555556
244,e244-h2-h15-g1,h2,h15,16.4,82.83250000000001,0.164,0.095,-0.01517205555555556
245,e245-h1-h16-g0,h1,h16,27.0,91.3075,0.085,1.2,-0.0130395
245,e245-h2-h15-g1,h2,h15,12.8,88.56,0.082,0.51,-0.03258755555555555
246,e246-h1-h16-g0,h1,h16,27.8,89.55850000000001,0.082,1.2,-0.010203322222222214
246,e246-h2-h15-g1,h2,h15,7.81,82.43,0.138,0.085,-0.03379144444444444
247,e247-h1-h16-g0,h1,h16,11.0,82.3375,0.119,0.091,-0.026680055555555558
247,e247-h2-h15-g1,h2,h15,21.0,89.87049999999999,0.081,0.92,-0.021298633333333317
248,e248-h1-h16-g0,h1,h16,26.7,91.15549999999999,0.077,1.3,-0.015090966666666665
248,e248-h2-h15-g1,h2,h15,8.05,84.3365,0.158,0.12,-0.03498701111111111
249,e249-h1-h16-g0,h1,h16,7.9,86.504,0.191,0.083,-0.036164844444444455
249,e249-h2-h15-g1,h2,h15,14.7,87.9695,0.082,0.58,-0.029061033333333323
250,e250-h1-h16-g0,h1,h16,13.5,90.75,0.085,0.53,-0.032654999999999997
250,e250-h2-h15-g1,h2,h15,14.1,87.951,0.082,0.56,-0.030083266666666657
