episode,throughput_mbps,rtt_ms,jitter_ms,loss_pct,weighted_reward,throughput_mbps_rolling_mean,rtt_ms_rolling_mean,jitter_ms_rolling_mean,loss_pct_rolling_mean,weighted_reward_rolling_mean,reward_rolling_mean
1,5.513166666666667,24.613208333333333,0.013,35.666666666666664,-0.3240878916666667,5.513166666666667,24.613208333333333,0.013,35.666666666666664,-0.3240878916666667,-0.3240878916666667
2,0.4535,24.40754166666667,0.013833333333333335,35.833333333333336,-0.32438985833333334,2.9833333333333334,24.510375000000003,0.013416666666666667,35.75,-0.32423887500000004,-0.32423887500000004
3,0.74375,24.649041666666665,0.01275,35.833333333333336,-0.32460016666666663,2.2368055555555557,24.556597222222223,0.013194444444444444,35.77777777777778,-0.32435930555555553,-0.32435930555555553
4,1.7897499999999997,24.650958333333335,0.014249999999999999,35.75,-0.3245004833333333,2.1250416666666667,24.5801875,0.013458333333333333,35.770833333333336,-0.3243946,-0.3243946
5,1.3641666666666667,24.658916666666666,0.013166666666666667,35.75,-0.32454883333333334,1.9728666666666665,24.595933333333335,0.0134,35.766666666666666,-0.3244254466666667,-0.3244254466666667
6,0.59225,24.397833333333335,0.012666666666666666,35.833333333333336,-0.32436394166666666,1.7427638888888888,24.562916666666666,0.013277777777777777,35.77777777777778,-0.32441519583333334,-0.32441519583333334
7,0.4675833333333333,24.247416666666666,0.012833333333333334,35.75,-0.324226325,1.5605952380952381,24.51784523809524,0.013214285714285715,35.773809523809526,-0.3243882142857143,-0.3243882142857143
8,0.5505,24.679541666666665,0.01375,35.583333333333336,-0.32465199166666664,1.4343333333333332,24.538057291666668,0.01328125,35.75,-0.32442118645833334,-0.32442118645833334
9,0.5740833333333334,24.354166666666668,0.01275,35.833333333333336,-0.32432225833333334,1.33875,24.517625,0.013222222222222222,35.75925925925927,-0.32441019444444447,-0.32441019444444447
10,0.62,24.921208333333336,0.016666666666666666,35.75,-0.32489254166666665,1.266875,24.557983333333333,0.013566666666666666,35.75833333333334,-0.3244584291666667,-0.3244584291666667
11,0.45249999999999996,24.355125,0.013416666666666667,35.75,-0.32433670833333333,1.1928409090909091,24.539541666666665,0.013553030303030305,35.75757575757576,-0.3244473636363636,-0.3244473636363636
12,2.6195833333333334,24.92475,0.027499999999999997,35.916666666666664,-0.32471779166666664,1.311736111111111,24.571642361111113,0.014715277777777777,35.770833333333336,-0.32446989930555553,-0.32446989930555553
