episode,throughput_mbps,rtt_ms,jitter_ms,loss_pct,absolute_reward,complete_flow_groups,throughput_mbps_avg10,throughput_mbps_avg25,rtt_ms_avg10,rtt_ms_avg25,jitter_ms_avg10,jitter_ms_avg25,loss_pct_avg10,loss_pct_avg25,absolute_reward_avg10,absolute_reward_avg25
1,50.325,2923.7155000000002,8.4885,36.9275,-0.41943852631578943,4,50.325,50.325,2923.7155000000002,2923.7155000000002,8.4885,8.4885,36.9275,36.9275,-0.41943852631578943,-0.41943852631578943
2,321.325,4285.71725,32.7845,29.7125,-0.3775282631578947,4,185.825,185.825,3604.716375,3604.716375,20.6365,20.6365,33.32,33.32,-0.398483394736842,-0.398483394736842
3,144.0445,3696.944,18.53275,31.822499999999998,-0.4085354342105263,4,171.89816666666664,171.89816666666664,3635.4589166666665,3635.4589166666665,19.93525,19.93525,32.82083333333333,32.82083333333333,-0.40183407456140346,-0.40183407456140346
4,6.7835,7789.04375,19.2635,40.75,-0.4674342894736842,4,130.6195,130.6195,4673.855125,4673.855125,19.767312500000003,19.767312500000003,34.803125,34.803125,-0.41823412828947365,-0.41823412828947365
5,505.225,8636.138500000001,38.3435,34.730000000000004,-0.2978324342105263,4,205.54059999999998,205.54059999999998,5466.3118,5466.3118,23.48255,23.48255,34.7885,34.7885,-0.3941537894736842,-0.3941537894736842
6,45.56125,3553.7625,31.145750000000003,33.55,-0.4550248157894737,4,178.877375,178.877375,5147.553583333333,5147.553583333333,24.75975,24.75975,34.58208333333334,34.58208333333334,-0.4042989605263158,-0.4042989605263158
7,271.775,11322.981125,63.9545,46.8725,-0.41314092105263156,4,192.14846428571425,192.14846428571425,6029.757517857142,6029.757517857142,30.359,30.359,36.337857142857146,36.337857142857146,-0.40556209774436086,-0.40556209774436086
8,104.7,4116.02425,8.869,1.95,-0.31177278947368414,2,181.21740624999998,181.21740624999998,5790.540859375,5790.540859375,27.67275,27.67275,32.039375,32.039375,-0.3938384342105263,-0.3938384342105263
9,475.5,12866.226,25.067,46.0,-0.3249904736842105,2,213.9154722222222,213.9154722222222,6576.7280972222225,6576.7280972222225,27.383222222222223,27.383222222222223,33.590555555555554,33.590555555555554,-0.38618866081871345,-0.38618866081871345
10,27.3825,7429.60225,33.91025,36.1,-0.47967027631578946,4,195.262175,195.262175,6662.0155125,6662.0155125,28.035925,28.035925,33.8415,33.8415,-0.395536822368421,-0.395536822368421
11,139.86666666666667,12297.8505,56.92366666666667,0.6933333333333334,-0.35214977192982455,3,204.21634166666666,190.22621969696968,7599.4290125,7174.364147727273,32.879441666666665,30.66208333333333,30.218083333333333,30.828030303030303,-0.3888079469298245,-0.3915925450558213
12,4.8125,11884.46075,32.726,40.0,-0.5304916842105263,2,172.56509166666666,174.7750763888889,8359.303362499999,7566.872197916667,32.87359166666666,30.83407638888889,31.246833333333335,31.592361111111114,-0.40410428903508766,-0.4031674733187134
14,5.62,9596.719000000001,20.28,40.0,-0.5084736842105263,2,158.72264166666665,161.76314743589742,8949.2808625,7723.014259615385,33.04831666666667,30.022224358974363,32.06458333333334,32.239102564102566,-0.41409811403508767,-0.4112679510796221
15,275.825,10115.4675,68.833,27.55,-0.3465626078947368,4,185.62679166666663,169.91042261904764,9181.923237500001,7893.903776785714,38.005266666666664,32.794422619047616,30.74458333333334,31.90416666666667,-0.40201094587719294,-0.4066461408521303
16,72.6,22.8245,49.577,49.25,-0.15967177894736842,2,142.36429166666667,163.4230611111111,8320.5918375,7369.165158333333,39.128616666666666,33.91326111111111,32.196583333333336,33.06055555555556,-0.3881948803508771,-0.39018118339181285
17,330.4866666666667,16241.793166666665,46.24066666666667,28.766666666666666,-0.3727337192982456,3,170.85683333333333,173.86453645833333,9589.394904166667,7923.704408854167,40.638108333333335,34.68372395833333,31.71825,32.7921875,-0.37996577070175436,-0.38909071688596486
19,42.845,1417.4935,4.38025,23.25,-0.37760075,4,147.9638333333333,166.15750490196078,8598.846141666665,7540.9861200980395,34.680683333333334,32.90116666666667,29.356,32.23088235294117,-0.3764117535964912,-0.38841483648090813
20,18.26,10285.61975,16.25,48.0,-0.4910615789473684,2,139.31983333333332,157.94097685185184,9215.805691666666,7693.465766203704,35.41878333333334,31.97610185185185,33.961,33.106944444444444,-0.39434063254385965,-0.39411743328460036
21,0.089,2409.546,2.665,43.0,-0.45795752631578945,1,91.77873333333334,149.63297807017543,8170.137691666666,7415.3647258771925,33.17858333333333,30.433412280701752,33.661,33.627631578947366,-0.40763733780701755,-0.39747743818097875
22,489.45,11151.478,45.8915,9.6,-0.26563428947368417,2,137.98548333333332,166.62382916666667,8542.325266666667,7602.1703895833325,34.37670833333333,31.20631666666667,31.011000000000003,32.426249999999996,-0.386233739122807,-0.390885280745614
23,79.8,11276.488,95.4,74.5,-0.41376179999999996,2,131.97881666666666,162.48936111111112,8440.189016666667,7777.13789484127,38.22434166666667,34.26315873015873,38.391666666666666,34.429761904761904,-0.39239494192982455,-0.3919746388053467
24,144.85,5309.122375,54.2125,39.075,-0.3832569763157895,4,145.98256666666666,161.68757196969696,7782.655179166667,7664.9553712121215,40.372991666666664,35.16994696969697,38.299166666666665,34.64090909090909,-0.3776714711403509,-0.3915783814194577
25,16.1,22.127,43.437,53.0,-0.28680825263157894,1,147.03056666666666,155.35767753623188,6825.195979166665,7332.658485507246,42.688691666666664,35.529384057971015,39.59916666666667,35.43913043478261,-0.35550492798245614,-0.38702315842868035
26,25.093333333333334,7081.194333333333,42.119,28.766666666666666,-0.40154618596491226,3,121.95739999999998,149.92999652777777,6521.7686625,7322.1808125,40.017291666666665,35.80395138888889,39.72083333333333,35.16111111111111,-0.36100328578947366,-0.38762828457602333
27,950.0,20867.656,68.089,2.2,-0.08299999999999996,1,209.69740000000002,181.93279666666666,8606.2518125,7863.99982,41.86849166666667,37.095353333333335,35.01583333333333,33.842666666666666,-0.35333610789473685,-0.37544315319298244
28,133.0,15309.241,19.125,2.0,-0.331375,1,189.94873333333334,185.23979666666665,8512.996595833332,8359.42084,39.156925,37.52081333333333,32.339166666666664,32.44556666666667,-0.3492002359649123,-0.3719206121403509
29,474.02,14457.3155,33.6905,45.5,-0.33875963157894734,2,233.06623333333332,191.34759666666667,9816.978795833333,8766.28477,42.08795,37.557053333333336,34.564166666666665,33.07706666666667,-0.345316124122807,-0.370369866877193
30,473.66,11519.2435,31.139,46.0,-0.33518071052631576,2,278.60623333333336,204.53221666666667,9940.341170833333,9079.17675,43.57685,38.061303333333335,34.36416666666666,33.64416666666667,-0.3297280372807017,-0.3674356779298245
32,474.5,14627.493999999999,31.389499999999998,45.0,-0.33809552631578943,2,326.0473333333333,223.24087666666665,11162.135970833333,9352.71476,46.44930000000001,38.54634333333333,34.564166666666665,33.81416666666667,-0.3177418372807017,-0.3622621274035087
33,660.0,12788.343,8.293,60.0,-0.1969842631578947,1,343.1023333333334,229.43187666666665,11325.822470833333,9518.80294,42.68945,37.344323333333335,39.604166666666664,34.82496666666667,-0.31087683464912275,-0.3582282005614034
34,43.8625,8932.77125,31.83925,21.6125,-0.4236048289473684,4,339.5085833333333,229.36392666666666,11091.450795833332,9733.96329,36.333375000000004,37.37206333333334,34.315416666666664,34.34746666666667,-0.31186113754385963,-0.35697140108771924
35,45.5,7952.642750000001,35.685500000000005,1.95,-0.38543260526315787,2,329.5735833333333,220.31292666666667,11355.802833333333,9599.149754999999,34.480675000000005,36.24130333333333,30.602916666666665,32.55056666666667,-0.3120787004385964,-0.35586306845614035
36,475.0255,16819.981,37.7315,2.4,-0.22149826315789473,2,375.46613333333335,235.12594666666666,13035.588233333334,10107.308025,33.910125,37.39580333333333,25.542916666666663,32.56856666666667,-0.305547701491228,-0.3522520874035087
37,85.625,52.141000000000005,63.127,26.15,-0.1777144684210526,4,381.51930000000004,219.53094666666667,12332.6829,9594.744625,36.010925,38.91820333333334,25.28125,31.774566666666665,-0.2831645297368421,-0.34636104719298244
39,1.0515,12870.085,32.7075,23.0,-0.5054832631578947,2,286.62445,218.47770666666668,11532.9258,9812.363935,32.472775,38.87009333333334,27.361250000000002,31.250566666666668,-0.32541285605263154,-0.34739356666666665
40,17.766666666666666,4704.5363333333335,42.435,48.666666666666664,-0.44351149824561403,3,275.10111666666666,213.5937066666667,10472.455333333335,9508.631368333334,34.803775,38.29054666666667,32.02791666666667,33.1695,-0.33662650587719295,-0.3510480357192982
41,473.0,15164.59375,36.094,55.5,-0.3386506052631579,2,274.9991166666667,232.32120666666668,10543.183158333335,9639.836688333335,35.044124999999994,38.425266666666666,33.02791666666667,33.7895,-0.33661560324561396,-0.3433743925614035
42,10.1435,9398.21225,15.153,42.0,-0.4911880526315789,2,228.64746666666665,232.50214666666668,10331.080033333334,9631.896418333334,33.445524999999996,38.22018666666667,32.62791666666667,33.869499999999995,-0.35221633745614034,-0.34268296729824554
43,75.39999999999999,1246.9109999999998,63.656,55.666666666666664,-0.4287014315789473,3,188.73746666666665,224.48514666666665,8993.021733333333,9277.154158333335,36.672174999999996,38.013106666666665,33.694583333333334,34.99416666666667,-0.3612769279824561,-0.345968520245614
44,33.52,5397.5485,22.311999999999998,44.5,-0.5028223157894738,2,126.08946666666668,222.9219466666667,8253.942283333334,9492.143118333332,38.07407500000001,36.92250666666666,32.14458333333333,34.80416666666667,-0.391860733245614,-0.3596945417192982
45,2.0300000000000002,13033.10275,32.3915,40.0,-0.5298122631578948,2,121.90621666666668,209.78368000000003,8663.975433333335,9363.795501666667,38.1293,36.36854,33.983333333333334,35.2535,-0.4024814766666667,-0.3659776834736842
46,38.0,24452.321,75.178,1.3,-0.45349999999999996,1,121.15621666666668,209.58988000000002,10313.943258333335,10285.188601666667,42.07854999999999,39.200450000000004,33.91833333333334,34.3755,-0.4092882161403509,-0.3690136534736842
47,491.05,12387.0305,37.877,0.855,-0.18314010526315785,2,122.75866666666666,228.50148000000002,9870.648208333334,10369.245031666665,42.0931,40.065529999999995,33.76383333333333,32.4897,-0.40545240035087715,-0.35669679452631575
48,336.553,16005.099666666667,40.168,33.333333333333336,-0.4128478245614035,3,147.85146666666668,241.96004000000002,11465.944075000001,10913.067178333335,39.7972,41.565650000000005,34.482166666666664,32.103033333333336,-0.4289657359649122,-0.35489240645614034
49,32.0,716.768,0.475,51.0,-0.43795131578947366,1,150.94631666666666,223.66204000000002,10250.612375,10495.678778333333,36.57395,39.74899,37.28216666666667,33.759033333333335,-0.4222125412280701,-0.3617850875087719
50,441.0,21399.734,89.645,0.87,-0.2773657894736842,1,193.26965,238.11004,11920.132141666667,10900.608618333332,41.29495,39.518789999999996,32.5025,30.813833333333335,-0.4055979703508772,-0.35632924708771924
51,439.0,11298.5645,28.907999999999998,44.0,-0.3421393947368421,2,189.86965,249.87604,11533.529216666668,11140.186303333336,40.576350000000005,38.50661,31.3525,31.01083333333333,-0.40594684929824554,-0.3546845438245614
52,43.15,2468.124,0.795,0.185,-0.2869915789473684,2,193.17030000000003,250.95804,10840.520391666667,11238.026183333332,39.14055,36.80093,27.171,28.898233333333334,-0.38552720192982454,-0.354691876877193
53,31.285,8466.214,35.803000000000004,45.0,-0.5253648684210526,2,188.7588,251.20570666666666,11562.450691666667,11293.426970000002,36.35525,36.548289999999994,26.104333333333336,29.54756666666667,-0.3951935456140351,-0.3596446241754386
54,80.4,27858.077,70.118,3.9,-0.4746473684210526,1,193.4468,216.4217066666667,13808.503541666665,11573.043810000001,41.13584999999999,36.62945,22.044333333333334,29.615566666666663,-0.39237605087719296,-0.3753105189122807
55,1.3825,13567.3725,32.4465,41.5,-0.5315113947368422,2,193.38205,211.1570066666667,13861.930516666669,11503.369069999999,41.14135,37.162310000000005,22.194333333333333,31.195566666666664,-0.3925459640350877,-0.3833159747017544
