episode,reward,reward_ma10,reward_ma25,throughput_mbps,throughput_ma10,rtt_ms,rtt_ma10,jitter_ms,loss_pct,loss_ma10,complete_groups
43,0.603590725,0.6151157924999999,0.622162192,18.39,20.966,100.10825,93.41647499999999,0.08975,0.7867500000000001,0.6762750000000001,4
44,0.62792325,0.6186720025,0.623196031,22.71,21.5175,103.85875,93.834425,0.08700000000000001,0.98525,0.6957,4
45,0.628438725,0.6177641575,0.62381658,27.3,22.5375,91.24325,94.3044,0.06675,0.79425,0.7364999999999999,4
46,0.6601188,0.6134355425,0.6251097439999999,17.4225,21.62975,83.0885,94.13335,0.0925,0.18275,0.6935250000000001,4
47,0.687455475,0.616778475,0.6324187229999999,26.475,21.29225,92.84075,92.85262499999999,0.09475,0.869,0.621675,4
48,0.542207925,0.612357755,0.6267398399999999,14.1,20.976999999999997,88.21475000000001,93.494475,0.06875,0.23225,0.628275,4
49,0.640133025,0.6203135399999999,0.62559104,18.945,21.05075,89.74175,93.48204999999999,0.08275,0.5467500000000001,0.63205,4
50,0.736366325,0.6288486425,0.6278412850000001,26.775,20.855749999999997,78.589,90.78597499999998,0.08775,0.34225,0.5205249999999999,4
51,0.636284825,0.6335969424999999,0.6290481980000001,15.125,20.6185,83.78399999999999,90.98259999999999,0.08574999999999999,0.18375,0.52225,4
52,0.6459756999999999,0.6408494775,0.6284349840000001,21.175,20.84175,93.164,90.46329999999999,0.087,0.711,0.5634,4
53,0.568570425,0.6373474474999999,0.6301474870000001,26.05,21.607750000000003,105.646,91.01707499999999,0.06225,1.1725,0.601975,4
54,0.5794908999999999,0.6325042125,0.6290543490000001,18.7,21.20675,91.418,89.773,0.07100000000000001,0.297,0.5331499999999999,4
55,0.612991725,0.6309595124999999,0.6329224300000001,18.075,20.28425,96.59700000000001,90.30837499999998,0.08725000000000001,0.6825,0.521975,4
56,0.698361725,0.6347838049999999,0.631128148,26.55,21.197,88.397,90.839225,0.08075,0.67275,0.570975,4
57,0.7000585,0.6360441074999998,0.6324623480000001,23.305,20.88,84.52625,90.00777500000001,0.093,0.4115,0.525225,4
58,0.6329105,0.645114365,0.62993783,21.875,21.657500000000002,97.81625,90.96792500000001,0.0955,0.90325,0.592325,4
59,0.5810397,0.6392050325,0.6294849720000001,12.9975,21.06275,93.969,91.39065000000001,0.088,0.47350000000000003,0.5850000000000002,4
60,0.580808375,0.6236492375,0.6272166200000001,22.22,20.60725,92.92375,92.82412500000001,0.06275,0.7755000000000001,0.628325,4
61,0.663556225,0.6263763775,0.6256226710000001,23.215,21.416249999999998,73.94325,91.84005,0.06075,0.05875,0.615825,4
62,0.66601635,0.6283804424999999,0.626102279,27.525,22.051250000000003,99.15825000000001,92.43947500000002,0.0825,1.27,0.671725,4
63,0.571423325,0.6286657325,0.625502607,20.525,21.49875,91.779,91.05277500000003,0.06225,0.643,0.6187749999999999,4
64,0.5694653999999999,0.6276631824999999,0.625858216,12.6,20.88875,97.11425,91.6224,0.083,0.525,0.641575,4
65,0.52072065,0.6184360750000001,0.6206464300000001,18.6,20.94125,93.313,91.29400000000001,0.048,0.03925,0.57725,4
66,0.6160025499999999,0.6102001575000001,0.621734459,21.745,20.46075,87.00725,91.155025,0.0635,0.2875,0.538725,4
67,0.63490235,0.6036845425,0.624192539,24.275,20.557750000000002,103.622,93.0646,0.0835,1.105,0.608075,4
68,0.656298375,0.60602333,0.6263008449999998,23.25,20.69525,95.33,92.81597500000001,0.08575,0.8155,0.5993,4
69,0.7577788999999999,0.62369725,0.6314950709999999,29.674999999999997,22.363,82.40299999999999,91.659375,0.0775,0.52675,0.6046250000000001,4
70,0.6445662,0.6300730325,0.63214017,16.2,21.760999999999996,84.23025,90.79002499999999,0.091,0.209,0.5479749999999999,4
71,0.6528130999999999,0.6289987199999999,0.6318479419999999,20.225,21.461999999999996,90.49950000000001,92.44565,0.09,0.5355,0.5956499999999999,4
72,0.6638845,0.6287855349999999,0.6309051029999998,23.89,21.0985,79.18375,90.44820000000001,0.058499999999999996,0.06075,0.47472499999999995,4
73,0.634376125,0.635080815,0.6345918309999998,16.2025,20.666249999999998,87.02250000000001,89.97255,0.09125,0.3005,0.440475,4
74,0.683959725,0.6465302475,0.6363448989999999,21.0,21.50625,79.482,88.209325,0.08575,0.17025,0.40499999999999997,4
75,0.604127775,0.65487096,0.6310553569999998,18.75,21.52125,99.943,88.87232500000002,0.08375,0.8375,0.484825,4
76,0.6846623000000001,0.6617369350000001,0.6329904559999999,24.325,21.779249999999998,89.52725,89.124325,0.0815,0.6172500000000001,0.5178,4
77,0.730003575,0.6712470575000001,0.6363515709999998,26.775,22.029249999999998,83.509,87.11302500000001,0.08475,0.492,0.45649999999999996,4
78,0.7054283000000001,0.6761600500000001,0.641825886,24.875,22.19175,85.5535,86.135375,0.086,0.5335,0.4283,4
79,0.6055139,0.6609335500000001,0.6428668059999998,25.25,21.74925,91.68424999999999,87.0635,0.062,0.82,0.45762500000000006,4
80,0.68253465,0.6647303950000001,0.6456485229999999,21.0,22.22925,83.17425,86.95790000000001,0.0825,0.3605,0.47277500000000006,4
81,0.6716079500000001,0.66660988,0.6445783719999999,22.775,22.48425,91.03399999999999,87.01135000000001,0.091,0.61625,0.48084999999999994,4
82,0.53503705,0.653725135,0.6379775139999999,14.7475,21.57,96.416,88.73457499999999,0.0635,0.28350000000000003,0.503125,4
83,0.7292482,0.6632123425,0.6418310219999998,28.45,22.79475,86.33275,88.6656,0.0945,0.67925,0.541,4
84,0.5844231249999999,0.6532586825,0.6419663589999999,22.3,22.92475,103.425,91.0599,0.06225,0.52,0.575975,4
85,0.577182525,0.6505641575000001,0.641821325,10.83,22.13275,90.79425,90.145025,0.09275,0.28625,0.52085,4
86,0.682572375,0.6503551650000001,0.6425819709999999,24.975,22.197750000000003,94.16,90.60830000000001,0.09725,0.71275,0.5304,4
87,0.6321176,0.6405665675,0.6412260209999999,20.599999999999998,21.58025,101.302,92.38759999999999,0.106,0.687,0.5499,4
88,0.662258325,0.63624957,0.644859421,24.7975,21.5725,86.12275,92.444525,0.06925,0.078,0.5043500000000001,4
89,0.60856,0.6365541799999999,0.6464232050000001,15.3475,20.582249999999995,92.4375,92.51984999999999,0.0845,0.44475000000000003,0.46682500000000005,4
90,0.666365475,0.6349372624999999,0.652248998,22.65,20.747249999999998,92.247,93.42712499999999,0.08425,0.65075,0.49585000000000007,4
91,0.6427249500000001,0.6320489625,0.6533178940000001,26.4,21.10975,105.4365,94.867375,0.0835,1.2550000000000001,0.559725,4
92,0.633315225,0.6418767799999999,0.6532544090000001,19.6125,21.59625,93.44825,94.5706,0.08625000000000001,0.667,0.5980749999999999,4
93,0.62375085,0.6313270449999999,0.6519525079999999,14.88,20.239250000000002,86.767,94.614025,0.08299999999999999,0.27075,0.557225,4
94,0.6456718750000001,0.63745192,0.6474682270000001,25.84,20.59325,103.5625,94.627775,0.08875,1.1704999999999999,0.6222749999999999,4
95,0.58829015,0.6385626825,0.645217185,11.825,20.69275,91.14675,94.663025,0.092,0.26525,0.6201749999999999,4
96,0.64295345,0.6346007900000001,0.644822799,17.0,19.895249999999997,85.33775,93.7808,0.083,0.32025,0.5809249999999999,4
97,0.5488044249999999,0.6262694725,0.6402195959999999,19.0,19.735249999999997,100.29475,93.68007500000002,0.06225,0.605,0.5727249999999999,4
98,0.6429834249999999,0.6243419825000001,0.640563888,17.5975,19.01525,87.72475,93.840275,0.09125,0.3605,0.600975,4
99,0.543387575,0.61782474,0.6349410020000001,17.0,19.1805,95.6015,94.15667499999999,0.06125,0.48575,0.605075,4
100,0.696420375,0.6208302299999999,0.6386327060000001,25.875,19.503,90.10125,93.94210000000001,0.08275,0.7145,0.61145,4
101,0.5697014499999999,0.61352788,0.6340342720000002,17.1775,18.580750000000002,85.56649999999999,91.9551,0.0675,0.3185,0.5178,4
102,0.712180575,0.6214144149999999,0.6333213520000001,27.975,19.416999999999998,91.15525,91.72579999999999,0.09025,0.7667499999999999,0.527775,4
103,0.61862495,0.620901825,0.629849218,17.93,19.722,94.53025,92.502125,0.0835,0.6215,0.56285,4
104,0.6558093500000001,0.6219155725000001,0.631861036,24.125,19.5505,97.212,91.86707500000001,0.08650000000000001,0.9085000000000001,0.5366500000000001,4
105,0.7011512,0.6332016775,0.6326056980000001,26.727500000000003,21.04075,91.44275,91.896675,0.089,0.743,0.5844250000000001,4
106,0.637070775,0.63261341,0.631224211,23.64,21.70475,101.04050000000001,93.46695,0.08575,1.0325,0.6556500000000001,4
107,0.610548675,0.6387878349999999,0.6342446760000001,16.845,21.489250000000002,94.29225,92.86670000000001,0.09175,0.5875,0.6539,4
108,0.53070535,0.6275600275000001,0.626302962,14.440000000000001,21.173499999999997,92.107,93.304925,0.078,0.36775,0.654625,4
109,0.5518871750000001,0.6284099875,0.6250015240000001,18.215,21.294999999999998,93.806,93.125375,0.06525,0.56275,0.662325,4
110,0.674725625,0.6262405124999999,0.628903248,19.475,20.655,82.45625,92.360875,0.08525,0.2725,0.618125,4
111,0.59814615,0.6290849825,0.6255261990000001,11.7525,20.1125,87.373,92.54152500000001,0.09,0.18475,0.6047500000000001,4
112,0.6634597250000001,0.6242128975,0.6267798840000001,21.575,19.472499999999997,89.7195,92.39795000000001,0.08524999999999999,0.5865,0.586725,4
113,0.650462825,0.627396685,0.626308064,29.025,20.582,92.55024999999999,92.19995,0.06775,0.56625,0.5812,4
114,0.627472925,0.6245630424999999,0.627064581,23.3,20.4995,83.446,90.82335,0.06225,0.399,0.53025,4
115,0.742462025,0.628694125,0.630108443,27.29,20.55575,82.08425,89.88750000000002,0.09325,0.4165,0.4976,4
116,0.6108652250000001,0.6260735700000001,0.6288340539999999,24.1625,20.607999999999997,88.87325,88.670775,0.06325,0.6485,0.45920000000000005,4
117,0.6115657,0.6261752725,0.627964073,14.275,20.351,88.64524999999999,88.106075,0.0855,0.32225,0.43267500000000003,4
118,0.6437020499999999,0.6374749425,0.6287621210000001,27.825,21.6895,84.3785,87.333225,0.0625,0.5710000000000001,0.453,4
119,0.6334532749999999,0.6456315525,0.628273377,26.075,22.475499999999997,105.29675,88.4823,0.08375,1.3625,0.5329750000000001,4
120,0.5567028,0.63382927,0.627009883,20.5625,22.584249999999997,95.34975,89.77165,0.062,0.8055,0.586275,4
121,0.634594575,0.6374741125,0.626675528,26.325,24.041499999999996,106.1165,91.64599999999999,0.08375,1.3425,0.7020500000000001,4
122,0.5856432,0.62969246,0.6281490789999998,15.75,23.458999999999996,100.34525,92.70857499999998,0.084,0.6775,0.7111500000000002,4
123,0.6763085999999999,0.6322770375,0.629482086,27.45,23.301499999999997,99.41575,93.39512499999998,0.08650000000000001,1.04325,0.7588500000000001,4
124,0.688839625,0.6384137074999999,0.635300168,21.175,23.089,80.6925,93.11977499999998,0.08474999999999999,0.33925,0.7528750000000001,4
125,0.6742123,0.631588735,0.6344118449999999,20.575,22.417499999999997,84.32724999999999,93.344075,0.0885,0.39575,0.7507999999999999,4
126,0.68556295,0.6390585074999999,0.6390463049999999,19.217499999999998,21.923,82.12775,92.669525,0.1095,0.0865,0.6945999999999999,4
127,0.6802883750000001,0.6459307750000001,0.6377706169999999,21.155,22.611,84.3425,92.23924999999998,0.08925,0.39175,0.70155,4
128,0.5686985,0.63843042,0.635773559,20.9,21.9185,102.2075,94.02215,0.062,0.5625,0.7007000000000001,4
129,0.71930965,0.6470160574999999,0.638313571,25.6,21.871000000000002,82.78049999999999,91.77052499999999,0.083,0.48975,0.613425,4
130,0.659519275,0.6572977050000002,0.636648294,24.625,22.277250000000002,98.18549999999999,92.05409999999999,0.08775,0.91,0.623875,4
131,0.695696425,0.66340789,0.63899332,19.4125,21.586,76.4785,89.09029999999998,0.08474999999999999,0.08025,0.49765000000000004,4
132,0.6450043999999999,0.66934401,0.6403715489999999,19.625,21.973499999999998,92.91925,88.3477,0.1065,0.51925,0.48182500000000006,4
133,0.6096227,0.66267542,0.643528243,19.0775,21.13625,83.7415,86.78027499999999,0.07,0.0685,0.38434999999999997,4
134,0.710558475,0.664847305,0.6498750949999998,28.35,21.853749999999998,89.5445,87.66547499999999,0.08175,0.865,0.436925,4
135,0.6486090750000001,0.6622869825,0.6488304329999999,18.93,21.68925,90.469,88.27964999999999,0.11125,0.41724999999999995,0.43907500000000005,4
136,0.6508266500000001,0.6588133525,0.6509376529999997,26.15,22.3825,90.99549999999999,89.166425,0.0655,0.3465,0.465075,4
137,0.6350801500000001,0.65429253,0.6498024699999998,14.005,21.6675,81.43424999999999,88.87559999999999,0.08399999999999999,0.08825,0.4347250000000001,4
138,0.6260845,0.66003113,0.6488273369999998,17.95,21.3725,92.7275,87.92759999999998,0.084,0.5535,0.433825,4
139,0.571472025,0.6452473675000001,0.6465873009999997,18.285,20.641,90.19675000000001,88.66922500000001,0.06725,0.3685,0.42169999999999996,4
140,0.5802020750000001,0.6373156475,0.6400969029999999,24.935,20.672,101.82900000000001,89.033575,0.06875,0.9525,0.42595,4
141,0.708339475,0.6385799525,0.6439958729999998,23.5,21.080750000000002,82.4645,89.63217499999999,0.08374999999999999,0.361,0.45402499999999996,4
142,0.584766725,0.632556185,0.642923914,15.185,20.63675,97.47200000000001,90.08744999999999,0.08725000000000001,0.6595,0.46805,4
143,0.6488341249999999,0.6364773275,0.643129197,17.7575,20.504749999999998,86.83875,90.397175,0.09375,0.31775,0.49297500000000005,4
144,0.62113045,0.627534525,0.6426362840000001,17.8525,19.455,93.39025,90.78175000000002,0.0935,0.595,0.465975,4
145,0.683397275,0.631013345,0.647704063,23.675,19.929499999999997,89.80799999999999,90.71565000000001,0.08275,0.5995,0.48419999999999996,4
146,0.679308375,0.6338615175,0.6494926150000002,27.6,20.0745,99.57375,91.573475,0.08625000000000001,1.02075,0.5516249999999999,4
147,0.6237774,0.6327312425,0.6510179830000001,27.495,21.4235,93.5355,92.7836,0.064,0.896,0.6323999999999999,4
148,0.599723825,0.6300951749999999,0.647954592,17.3375,21.36225,97.64525,93.27537500000001,0.08525,0.7445,0.6515,4
149,0.585597825,0.631507755,0.6438249200000001,15.675,21.10125,98.04400000000001,94.0601,0.08325,0.7050000000000001,0.68515,4
150,0.652351025,0.6387226499999998,0.6429504690000002,26.025000000000002,21.210250000000002,100.833,93.9605,0.08825,1.2265,0.71255,4
151,0.686864125,0.636575115,0.6430025160000001,25.35,21.39525,92.0325,94.9173,0.08875,0.6437499999999999,0.740825,4
152,0.671649975,0.64526344,0.6426569800000002,28.349999999999998,22.711750000000002,102.75575,95.44567500000001,0.08575,1.172,0.7920749999999999,4
153,0.56837665,0.6372176924999999,0.6426441060000001,19.3,22.866000000000003,93.1455,96.07635,0.0665,0.498,0.8100999999999999,4
154,0.680253,0.6431299475000001,0.6410818400000001,21.0125,23.182,81.92875000000001,94.9302,0.0835,0.28575,0.779175,4
155,0.70388695,0.645178915,0.642856547,24.625,23.277,86.0515,94.55455,0.08600000000000001,0.5127499999999999,0.7705,4
156,0.730237875,0.6502718650000001,0.644238205,24.15,22.932,77.36375,92.33355,0.08425,0.23725,0.69215,4
157,0.69047085,0.65694121,0.6460568629999999,24.585,22.641000000000002,89.2295,91.90295,0.093,0.63475,0.6660250000000001,4
158,0.6752027,0.6644890975,0.6486800629999999,24.38,23.34525,91.97275,91.3357,0.089,0.7675,0.6683250000000001,4
159,0.6162102500000001,0.6675503399999999,0.644906134,20.4725,23.825,100.6925,91.60055000000001,0.0845,0.894,0.6872250000000001,4
160,0.665873325,0.66890257,0.645596704,21.705000000000002,23.393,91.0915,90.62640000000002,0.10225000000000001,0.548,0.619375,4
161,0.6510558,0.6653217375,0.64560587,23.450000000000003,23.203000000000003,74.04724999999999,88.827875,0.11000000000000001,0.1435,0.56935,4
162,0.6222944749999999,0.6603861875,0.6450944429999999,13.0175,21.66975,84.27074999999999,86.979375,0.08825,0.08125,0.46027500000000005,4
163,0.6469511,0.6682436325000001,0.645929107,27.95,22.53475,107.32825,88.39765,0.084,1.375,0.547975,4
164,0.6394483,0.6641631625,0.648648158,21.75,22.6085,75.84100000000001,87.78887499999999,0.0715,0.06675,0.526075,4
165,0.579502025,0.6517246699999999,0.6486201560000001,26.775,22.823500000000003,104.60300000000001,89.64402500000001,0.06325,1.16,0.5908,4
166,0.6363129249999999,0.642332175,0.6457390940000001,24.5125,22.85975,103.4085,92.2485,0.08625000000000001,1.056,0.672675,4
167,0.6545196,0.6387370500000001,0.648529209,18.48,22.249249999999996,85.4795,91.8735,0.0865,0.36075,0.645275,4
168,0.585642975,0.6297810774999999,0.6460015630000001,14.4375,21.255,97.797,92.45592500000001,0.08675000000000001,0.543,0.6228250000000001,4
169,0.60823695,0.6289837475,0.645485823,17.76,20.983749999999997,98.52025,92.23870000000001,0.08600000000000001,0.67325,0.6007500000000001,4
170,0.6084312000000001,0.623239535,0.6424871800000002,17.325,20.545749999999995,96.28649999999999,92.75820000000002,0.08750000000000001,0.64825,0.6107750000000001,4
171,0.5255504,0.6106889950000001,0.6363368610000001,12.875,19.48825,88.16425,94.16990000000001,0.0745,0.29125,0.62555,4
172,0.491188825,0.59757843,0.6310333180000002,16.779999999999998,19.8645,93.99525,95.14235000000001,0.04475,0.17975,0.6354000000000001,4
173,0.7437945250000001,0.6072627725,0.6367961460000001,28.675,19.937,84.578,92.86732500000001,0.08325,0.5445,0.55235,4
174,0.6466642,0.6079843625000001,0.6392388010000001,17.935000000000002,19.555500000000002,86.9965,93.98287499999999,0.092,0.368,0.5824750000000001,4
175,0.5711418749999999,0.6071483475000001,0.6359904350000001,25.575,19.435499999999998,100.84375,93.60694999999998,0.06275,1.175,0.5839749999999999,4
176,0.6236673500000001,0.60588379,0.6334625640000001,13.024999999999999,18.28675,82.922,91.55829999999999,0.091,0.08525,0.4869,4
177,0.57785095,0.598216925,0.6297106030000001,22.375,18.676250000000003,93.9315,92.4035,0.0625,0.7695,0.527775,4
178,0.7425582500000001,0.6139084525,0.6366778670000001,29.7,20.202499999999997,81.09,90.73280000000001,0.082,0.49025,0.5225,4
179,0.6053846749999999,0.613623225,0.6336831340000001,15.05,19.9315,90.881,89.968875,0.08775,0.47200000000000003,0.502375,4
180,0.5712879,0.609908895,0.628379172,11.43,19.342000000000002,93.6705,89.70727500000001,0.091,0.399,0.47745,4
181,0.73317735,0.63067159,0.628496751,23.925,20.447000000000003,77.28450000000001,88.6193,0.08499999999999999,0.16925,0.46525,4
182,0.642349775,0.645787685,0.6265719080000001,22.925,21.061500000000002,98.63300000000001,89.08307500000001,0.08375,0.9055,0.537825,4
183,0.6485151,0.6362597425,0.625504404,21.225,20.3165,92.65825000000001,89.89110000000001,0.081,0.6925,0.552625,4
184,0.596016675,0.63119499,0.6246966609999999,13.665,19.8895,92.23975,90.41542499999998,0.08775,0.3905,0.554875,4
185,0.6243141,0.6365122125,0.623034292,22.975,19.629499999999997,84.9445,88.8255,0.07200000000000001,0.3595,0.473325,4
186,0.664367725,0.64058225,0.623566769,21.549999999999997,20.482,89.53575000000001,89.48687500000001,0.08025,0.5745,0.52225,4
187,0.653761175,0.6481732725,0.6248254369999999,23.825,20.627,96.55475,89.74920000000002,0.08475,0.9065,0.5359499999999999,4
188,0.66455535,0.6403729825,0.625529607,23.475,20.0045,74.6195,89.10215000000001,0.0635,0.069,0.493825,4
189,0.7094608499999999,0.6507805999999998,0.6283301089999999,24.025,20.901999999999997,83.7545,88.38950000000001,0.087,0.38175000000000003,0.4848,4
190,0.623620375,0.6560138474999999,0.6300948429999998,19.675,21.7265,77.57625,86.780075,0.05925,0.06125,0.451025,4
191,0.64707725,0.6474038375,0.630525416,26.225,21.956500000000002,103.94500000000001,89.44612500000001,0.0835,1.1675,0.55085,4
192,0.60426815,0.643595675,0.6285153579999999,19.725,21.6365,79.91925,87.57475000000001,0.0655,0.1845,0.47874999999999995,4
193,0.627653075,0.6415094724999999,0.6301957619999998,15.2,21.034,88.499,87.15882500000001,0.08725,0.23324999999999999,0.43282499999999996,4
194,0.6100566000000001,0.642913465,0.6302685479999999,19.3125,21.59875,99.98825,87.93367500000002,0.086,0.8325,0.4770249999999999,4
195,0.6776399000000001,0.648246045,0.633036896,22.2275,21.523999999999997,82.7355,87.71277500000001,0.082,0.4865,0.4897250000000001,4
196,0.67276975,0.6490862475,0.63892567,21.925,21.5615,89.3075,87.68995,0.08650000000000001,0.5155,0.48382500000000006,4
197,0.593163025,0.6430264324999999,0.6430046380000001,11.47,20.326,88.24799999999999,86.859275,0.09025,0.1995,0.41312499999999996,4
198,0.727591025,0.64933,0.6423564979999999,27.725,20.751,82.2955,87.626875,0.08225,0.5605,0.462275,4
199,0.674807475,0.6458646625,0.6434822290000001,20.625,20.411,84.18075,87.6695,0.09175,0.3565,0.45974999999999994,4
200,0.542183675,0.6377209924999999,0.642323901,15.754999999999999,20.019,93.22975,89.23484999999998,0.07375000000000001,0.3725,0.49087499999999984,4
201,0.624560525,0.63546932,0.6423596279999999,26.75,20.0715,89.69175,87.80952499999998,0.06125,0.7979999999999999,0.453925,4
202,0.527913575,0.6278338625,0.640362133,15.875,19.686500000000002,95.56524999999999,89.37412499999999,0.06275,0.5425,0.48972499999999997,4
203,0.6960250499999999,0.6346710600000001,0.638500805,21.225,20.288999999999998,79.426,88.466825,0.08600000000000001,0.27025,0.49342499999999995,4
204,0.6544811,0.63911351,0.640464662,27.95,21.152749999999997,102.61574999999999,88.729575,0.084,1.375,0.547675,4
205,0.5891909,0.6302686100000001,0.641180782,16.759999999999998,20.605999999999998,101.87425,90.64345,0.13799999999999998,0.725,0.571525,4
206,0.64293545,0.62728518,0.637571106,27.775,21.191,92.29025,90.941725,0.063,0.57125,0.5771,4
207,0.682487925,0.6362176700000001,0.6391766320000001,25.740000000000002,22.618000000000002,93.2085,91.437775,0.15825,0.825,0.6396499999999999,4
208,0.6225819999999999,0.6257167674999999,0.6381393079999998,15.04,21.3495,87.515,91.95972499999999,0.095,0.2945,0.61305,4
209,0.6742694499999999,0.625662965,0.6412694189999999,20.17,21.304000000000002,83.7015,91.9118,0.091,0.35075,0.612475,4
