episode,reward,reward_ma10,reward_ma25,throughput_mbps,throughput_ma10,rtt_ms,rtt_ma10,jitter_ms,loss_pct,loss_ma10,complete_groups
210,0.51372065,0.6228166624999998,0.6368456809999999,13.3025,21.058750000000003,104.6255,93.051375,0.0955,0.2405,0.599275,4
211,0.618703725,0.6222309824999999,0.6350191209999999,16.6725,20.051000000000005,92.0495,93.28715,0.09325,0.4915,0.568625,4
212,0.652600925,0.6346997175,0.6349727109999999,21.349999999999998,20.598500000000005,93.456,93.076225,0.08525,0.6415000000000001,0.578525,4
213,0.648797975,0.62997701,0.634342416,22.85,20.761000000000003,96.847,94.81832499999999,0.08475,0.8380000000000001,0.6353,4
214,0.6583825,0.6303671499999999,0.632299282,23.9,20.355999999999998,94.675,94.02425,0.08600000000000001,0.8765000000000001,0.58545,4
215,0.73401605,0.644849665,0.636715109,25.025,21.1825,77.92725,91.62955,0.08700000000000001,0.29425,0.542375,4
216,0.6600621249999999,0.6465623325,0.6372345039999999,27.700000000000003,21.175,92.38,91.63852499999999,0.06425,0.33799999999999997,0.51905,4
217,0.523126875,0.6306262274999999,0.6339888529999999,16.35,20.235999999999997,98.5125,92.16892499999999,0.06275,0.6225,0.49880000000000013,4
218,0.508578925,0.61922592,0.629225887,10.705,19.802500000000002,92.491,92.666525,0.07175000000000001,0.15925,0.485275,4
219,0.6443766,0.616236635,0.630598687,26.625,20.448,87.53825,93.05019999999999,0.0595,0.55175,0.5053750000000001,4
220,0.680800325,0.6329446025000001,0.630725104,26.1,21.72775,95.0065,92.0883,0.08725,0.8905,0.5703750000000001,4
221,0.654194375,0.6364936675000001,0.629982089,18.875,21.948,82.2625,91.1096,0.08875,0.199,0.5411250000000001,4
222,0.63406265,0.63463984,0.631618074,24.05,22.218000000000004,103.228,92.08680000000001,0.0835,1.0925,0.586225,4
223,0.67173015,0.6369330575000001,0.6293836389999999,21.8025,22.11325,89.20925,91.323025,0.0925,0.514,0.553825,4
224,0.594995475,0.630594355,0.626191159,19.1225,21.6355,81.19075,89.9746,0.06425,0.06425,0.4726000000000001,4
225,0.69754245,0.6269469950000001,0.6324055099999998,21.7425,21.307250000000003,79.80525,90.16239999999999,0.083,0.26325,0.46950000000000003,4
226,0.636275525,0.6245683350000001,0.6328741099999998,17.075,20.24475,87.00425,89.62482499999999,0.08175,0.39275,0.47497500000000004,4
227,0.7036781249999999,0.64262346,0.639904692,27.975,21.407249999999998,79.56875,87.73044999999999,0.06775,0.06775,0.41950000000000004,4
228,0.7056997,0.6623355375000001,0.6402916779999999,30.7,23.406749999999995,92.60025,87.74137499999999,0.0815,0.91425,0.49499999999999994,4
229,0.6106300499999999,0.6589608825000001,0.6385376359999999,19.53,22.697249999999997,98.9885,88.88640000000001,0.0845,0.87,0.5268249999999999,4
230,0.659751775,0.6568560275000002,0.6413600709999998,21.4,22.22725,90.06675,88.39242499999999,0.08575,0.607,0.498475,4
231,0.6650856,0.6579451500000001,0.6422460769999999,18.45,22.18475,83.587,88.524875,0.08549999999999999,0.24625,0.5032,4
232,0.740233,0.6685621850000001,0.64455588,28.675,22.64725,83.57249999999999,86.55932499999999,0.079,0.5885,0.4528,4
233,0.6183567,0.66322484,0.644386868,16.05,22.072,90.9965,86.73804999999999,0.083,0.43100000000000005,0.44449999999999995,4
234,0.626460625,0.6663713550000001,0.642474515,22.0,22.35975,100.60625,88.6796,0.08325,0.9625,0.534325,4
235,0.6953258250000001,0.6661496925000001,0.6497387219999999,28.725,23.058,95.22275,90.22135,0.08424999999999999,1.0270000000000001,0.6107,4
236,0.71314495,0.673836635,0.6535163709999999,27.55,24.1055,68.3115,88.352075,0.06,0.06575,0.5780000000000001,4
237,0.6191168499999999,0.6653805075000001,0.6521770079999999,23.71,23.679000000000002,95.71825,89.967025,0.067,0.36825,0.6080500000000001,4
238,0.6892381000000001,0.6637343475,0.6537946129999999,23.95,23.003999999999998,88.65575000000001,89.572575,0.1075,0.57425,0.5740500000000001,4
239,0.728606625,0.6755320050000001,0.656603578,28.05,23.856,84.33875,88.1076,0.08075,0.66775,0.553825,4
240,0.57172345,0.6667291725000001,0.6501118739999998,21.13,23.829,96.694,88.77032499999999,0.0675,0.6405,0.5571750000000001,4
241,0.7088916749999999,0.6711097800000001,0.652065056,25.575000000000003,24.541499999999996,86.146,89.026225,0.09275,0.5705,0.5896000000000001,4
242,0.596613825,0.6567478625000002,0.655004534,19.5675,23.63075,83.23275,88.99225,0.06425,0.316,0.5623500000000001,4
243,0.654122725,0.6603244650000001,0.660826286,21.3925,24.165,92.23575,89.116175,0.08925,0.646,0.58385,4
244,0.57562545,0.6552409475,0.6580762400000001,17.55,23.72,89.2215,87.9777,0.067,0.23075,0.510675,4
245,0.692246125,0.6549329775,0.658534072,26.325000000000003,23.48,92.2225,87.677675,0.08825,0.789,0.48687499999999995,4
246,0.634806725,0.647099155,0.6577585660000002,21.950000000000003,22.919999999999998,98.72200000000001,90.71872499999999,0.08275,0.87475,0.5677749999999999,4
247,0.527039825,0.6378914525000001,0.653477653,23.5,22.899,96.52775,90.79967500000001,0.042749999999999996,0.5457500000000001,0.5855249999999999,4
248,0.581208375,0.6270884800000001,0.6498567820000001,24.15,22.918999999999997,104.0175,92.33585000000001,0.06275,0.8,0.6081,4
249,0.744106775,0.628638495,0.655821234,23.825000000000003,22.496500000000005,72.473,91.14927499999999,0.07925,0.08775,0.5500999999999999,4
250,0.6077327,0.63223942,0.6522288440000001,23.675,22.751000000000005,93.7415,90.854025,0.0695,0.59675,0.545725,4
251,0.6487385,0.6262241024999999,0.652727363,20.9,22.2835,91.00125,91.33955,0.083,0.6725,0.555925,4
252,0.7025107749999999,0.6368137975,0.6526806690000001,20.2225,22.349,75.44675,90.56094999999999,0.08374999999999999,0.114,0.535725,4
253,0.648154,0.636216925,0.6503788410000001,20.275,22.237250000000003,89.38625,90.276,0.08600000000000001,0.6225,0.533375,4
254,0.6704261499999999,0.645696995,0.6527706850000001,27.099999999999998,23.19225,96.14175,90.968025,0.0855,1.1275,0.6230499999999999,4
255,0.55734665,0.6322070475,0.64867448,19.7,22.52975,93.07050000000001,91.05282500000001,0.0625,0.7,0.61415,4
256,0.7131360999999999,0.640039985,0.6505965,27.025,23.037249999999997,88.47200000000001,90.027825,0.088,0.6705,0.593725,4
257,0.615062,0.6488422024999999,0.64558966,18.95,22.58225,95.15875,89.890925,0.0855,0.79475,0.618625,4
258,0.6442302750000001,0.6551443925,0.646624603,25.73,22.740249999999996,103.19300000000001,89.808475,0.08925,1.19925,0.65855,4
259,0.7109564500000001,0.65182936,0.650004436,25.0,22.857749999999996,79.34774999999999,90.49595000000001,0.086,0.41574999999999995,0.6913499999999999,4
260,0.606444075,0.6517004974999999,0.646449166,19.23,22.413249999999998,104.55025,91.576825,0.10025,0.79525,0.7112,4
261,0.641658975,0.650992545,0.643589727,18.7275,22.195999999999994,89.78575000000001,91.455275,0.08475,0.4965,0.6936000000000001,4
262,0.711270175,0.6518684849999999,0.64727586,23.05,22.478749999999998,81.991,92.1097,0.09625,0.26825,0.7090250000000001,4
263,0.647121025,0.6517651874999999,0.6455911769999999,17.8,22.23125,85.3705,91.70812500000001,0.08375,0.37074999999999997,0.6838500000000001,4
264,0.67549465,0.6522720375000001,0.643466698,19.375,21.458750000000002,81.943,90.28825,0.0865,0.257,0.5968,4
265,0.641631625,0.6607005349999999,0.646263025,19.900000000000002,21.47875,92.9825,90.27945,0.09025,0.6015,0.58695,4
266,0.664338375,0.6558207625,0.6444808930000001,26.25,21.401250000000005,98.36125,91.268375,0.08375,1.06,0.6259,4
267,0.706410375,0.6649556,0.648872755,27.225,22.228749999999998,91.07625,90.860125,0.08225,0.74575,0.621,4
268,0.60768175,0.6613007475,0.6470151160000001,23.35,21.99075,90.135,89.55432499999999,0.0625,0.5625,0.5573250000000001,4
269,0.625652475,0.65277035,0.649016197,18.975,21.388249999999996,95.09325,91.128875,0.08725000000000001,0.6577500000000001,0.581525,4
270,0.69908145,0.6620340875,0.64928961,21.855,21.65075,79.47274999999999,88.62112499999999,0.081,0.24325,0.526325,4
271,0.579718625,0.6558400525,0.6470860860000001,20.45,21.822999999999997,90.44125,88.68667500000001,0.06275,0.5437500000000001,0.53105,4
272,0.6653416249999999,0.6512471975,0.6526181579999999,20.975,21.615499999999997,95.42625,90.03020000000001,0.10375,0.38825,0.54305,4
273,0.5163647,0.638171565,0.650024411,15.62,21.397499999999997,99.9065,91.4838,0.078,0.5915,0.565125,4
274,0.6895920999999999,0.6395813100000001,0.647843824,26.05,22.064999999999998,95.09825000000001,92.799325,0.10450000000000001,0.74675,0.6141,4
275,0.6599934749999999,0.641417495,0.649934255,23.8925,22.464250000000003,75.70075,91.07114999999999,0.06125,0.15175,0.569125,4
276,0.675368175,0.642520475,0.6509994420000002,23.175,22.156750000000006,92.70725,90.50575,0.09275,0.5925,0.522375,4
277,0.6463831499999999,0.6365177525,0.6487543370000001,21.375,21.57175,93.7005,90.768175,0.0885,0.7235,0.5201499999999999,4
278,0.6811896,0.6438685375,0.6500757610000001,22.6875,21.5055,86.8045,90.435125,0.0835,0.54525,0.5184249999999999,4
279,0.6506414,0.64636743,0.6492843710000001,29.45,22.553,86.628,89.58860000000001,0.0665,0.57875,0.510525,4
280,0.5415334749999999,0.6306126324999999,0.6486518440000001,16.39,22.0065,96.032,91.24452500000001,0.06875,0.4215,0.52835,4
281,0.622508775,0.6348916474999999,0.6450267510000001,15.487499999999999,21.510249999999996,87.30675,90.93107499999999,0.08975,0.359,0.5098750000000001,4
282,0.647284025,0.6330858874999999,0.646315632,27.425,22.155250000000002,85.88675,89.977125,0.06525,0.6455,0.5356,4
283,0.6953885,0.6509882674999999,0.648361961,21.7025,22.7635,77.2075,87.70722500000001,0.0925,0.08725,0.485175,4
284,0.645528075,0.646581865,0.645744826,20.775000000000002,22.236000000000004,94.249,87.62230000000001,0.10475000000000001,0.6445,0.47494999999999993,4
285,0.6538644250000001,0.64596896,0.6476416399999999,20.29,21.87575,89.64475,89.0167,0.08825,0.5439999999999999,0.5141749999999999,4
286,0.6797846249999999,0.646410605,0.649166666,22.665,21.824749999999998,88.53,88.598975,0.08725000000000001,0.533,0.508225,4
287,0.7108746,0.65285975,0.6491508429999999,29.7,22.657249999999998,95.29825,88.75875,0.094,0.9475,0.5306249999999999,4
288,0.62835985,0.647576775,0.648400396,14.372499999999999,21.825749999999996,85.24074999999999,88.60237499999998,0.0885,0.16549999999999998,0.4926499999999999,4
289,0.7368741,0.6562000450000001,0.6508555739999999,29.775,21.858249999999998,85.6445,88.50402499999998,0.08700000000000001,0.766,0.5113749999999999,4
290,0.677626775,0.669809375,0.6522953799999999,20.974999999999998,22.31675,85.148,87.415625,0.08775,0.3905,0.508275,4
291,0.5649989,0.6640583875,0.648321801,16.9025,22.45825,86.753,87.36025000000001,0.0605,0.32625,0.505,4
292,0.673836375,0.6667136225,0.647018841,29.775,22.69325,84.99625,87.27120000000001,0.05825,0.61975,0.5024249999999999,4
293,0.6399765,0.6611724225,0.648310631,15.7425,22.09725,83.805,87.93095000000001,0.086,0.21650000000000003,0.51535,4
294,0.6629477,0.662914385,0.64980244,20.66,22.08575,86.74775,87.180825,0.089,0.5185,0.50275,4
295,0.606572,0.6581851425,0.646102062,17.5775,21.8145,95.14,87.73035000000002,0.088,0.7250000000000001,0.5208499999999999,4
296,0.6435892,0.6545656,0.6486568850000001,30.25,22.573,91.6215,88.03949999999999,0.062,0.98,0.56555,4
