episode,throughput_mbps,rtt_ms,jitter_ms,loss_pct,weighted_reward,throughput_mbps_rolling_mean,rtt_ms_rolling_mean,jitter_ms_rolling_mean,loss_pct_rolling_mean,weighted_reward_rolling_mean,reward_rolling_mean
1,2.146666666666667,24.456999999999997,0.09366666666666668,31.2,-0.38833333333333336,2.146666666666667,24.456999999999997,0.09366666666666668,31.2,-0.38833333333333336,-0.38833333333333336
2,4.8023333333333325,25.032833333333333,0.106,32.0,-0.3646666666666667,3.4745,24.744916666666665,0.09983333333333333,31.6,-0.37650000000000006,-0.37650000000000006
3,3.883333333333333,22.99866666666667,0.11666666666666665,0.7466666666666667,-0.16633333333333333,3.610777777777777,24.162833333333335,0.10544444444444445,21.31555555555556,-0.30644444444444446,-0.30644444444444446
4,8.79,23.766333333333332,0.12066666666666666,0.9433333333333334,-0.17866666666666667,4.9055833333333325,24.06370833333333,0.10925,16.2225,-0.2745,-0.2745
5,6.6933333333333325,21.854,0.125,0.9033333333333333,-0.17800000000000002,5.263133333333332,23.621766666666666,0.11239999999999999,13.158666666666667,-0.2552,-0.2552
6,8.686666666666666,24.0355,0.11766666666666666,0.91,-0.18600000000000003,5.833722222222221,23.69072222222222,0.11327777777777777,11.117222222222223,-0.2436666666666667,-0.2436666666666667
7,5.06,23.579666666666668,0.121,0.7833333333333333,-0.18000000000000002,5.723190476190475,23.674857142857142,0.11438095238095237,9.640952380952381,-0.2345714285714286,-0.2345714285714286
8,5.003333333333333,24.39033333333333,0.12266666666666666,0.8933333333333332,-0.17766666666666667,5.633208333333332,23.764291666666665,0.11541666666666667,8.547500000000001,-0.22745833333333335,-0.22745833333333335
9,3.8166666666666664,27.9295,0.134,0.8533333333333334,-0.19200000000000003,5.43137037037037,24.227092592592594,0.11748148148148146,7.692592592592593,-0.22351851851851853,-0.22351851851851853
10,6.746666666666667,24.030833333333334,0.11833333333333333,0.8733333333333334,-0.17966666666666667,5.5629,24.20746666666667,0.11756666666666667,7.010666666666667,-0.21913333333333335,-0.21913333333333335
11,6.296666666666667,24.3035,0.12066666666666666,0.96,-0.18666666666666668,5.6296060606060605,24.21619696969697,0.11784848484848486,6.46060606060606,-0.2161818181818182,-0.2161818181818182
12,4.9433333333333325,23.733666666666664,0.12266666666666666,0.8433333333333334,-0.19433333333333333,5.572416666666666,24.17598611111111,0.11825000000000001,5.9925,-0.2143611111111111,-0.2143611111111111
13,3.6633333333333336,22.546333333333333,0.11666666666666665,0.7200000000000001,-0.167,5.425564102564102,24.050628205128206,0.11812820512820511,5.586923076923077,-0.21071794871794874,-0.21071794871794874
14,3.8766666666666665,61.351,0.7253333333333334,0.8333333333333334,-0.25766666666666665,5.314928571428571,26.714940476190474,0.1615,5.2473809523809525,-0.2140714285714286,-0.2140714285714286
15,3.66,31.356166666666667,0.14633333333333334,0.8033333333333333,-0.20733333333333334,5.204599999999999,27.02435555555555,0.16048888888888888,4.9511111111111115,-0.21362222222222224,-0.21362222222222224
16,5.743333333333333,24.912000000000003,0.12233333333333334,0.9433333333333334,-0.204,5.238270833333333,26.892333333333333,0.15810416666666666,4.7006250000000005,-0.21302083333333335,-0.21302083333333335
17,5.833333333333333,21.9315,0.111,0.7833333333333333,-0.166,5.273274509803921,26.600519607843136,0.15533333333333332,4.470196078431373,-0.21025490196078434,-0.21025490196078434
18,4.68,24.4735,0.122,0.8133333333333334,-0.19100000000000003,5.240314814814814,26.48235185185185,0.15348148148148147,4.267037037037038,-0.2091851851851852,-0.2091851851851852
19,4.263333333333333,22.9695,0.11966666666666666,0.96,-0.18933333333333335,5.188894736842105,26.297464912280702,0.15170175438596492,4.0929824561403505,-0.208140350877193,-0.208140350877193
20,5.366666666666667,23.574333333333332,0.12166666666666666,0.93,-0.17400000000000002,5.197783333333333,26.161308333333334,0.1502,3.9348333333333336,-0.20643333333333333,-0.20643333333333333
21,5.033333333333333,23.93883333333333,0.119,0.68,-0.17200000000000001,5.342116666666667,26.135399999999997,0.1514666666666667,2.4088333333333334,-0.1956166666666667,-0.1956166666666667
22,7.196666666666666,24.528666666666666,0.119,1.1666666666666667,-0.225,5.461833333333333,26.11019166666667,0.15211666666666665,0.8671666666666669,-0.18863333333333335,-0.18863333333333335
23,6.053333333333334,22.2205,0.11466666666666668,1.01,-0.18400000000000002,5.570333333333332,26.071283333333334,0.15201666666666666,0.8803333333333336,-0.1895166666666667,-0.1895166666666667
24,5.233333333333333,23.477166666666665,0.11666666666666665,0.8133333333333334,-0.18166666666666664,5.3925,26.056824999999996,0.15181666666666666,0.8738333333333335,-0.1896666666666667,-0.1896666666666667
25,4.569999999999999,23.968833333333333,0.11966666666666666,0.9499999999999998,-0.19899999999999998,5.286333333333333,26.16256666666667,0.15155000000000002,0.8761666666666669,-0.19071666666666667,-0.19071666666666667
