state,action_len,reward,target,baseline,old_q,new_q,action_trials,update
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss1')",3,-0.148,0.061,-0.207,0.0,0.007,1,29
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss1')",3,-0.148,0.061,-0.207,0.0,0.007,1,30
"('h3', 'h10', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.25,-0.059,-0.194,0.0,-0.007,2,31
"('h10', 'h3', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.25,-0.059,-0.194,0.0,-0.007,2,32
"('h1', 'h12', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.166,0.054,-0.218,0.0,0.007,1,33
"('h12', 'h1', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.166,0.054,-0.218,0.0,0.007,1,34
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",2,-0.322,-0.151,-0.177,0.0,-0.018,3,35
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",2,-0.322,-0.151,-0.177,0.0,-0.018,3,36
"('h3', 'h10', 'util2', 'active0', 'rtt2', 'loss1')",3,-0.272,0.0,-0.272,0.0,0.0,1,37
"('h10', 'h3', 'util2', 'active0', 'rtt2', 'loss1')",3,-0.272,0.0,-0.272,0.0,0.0,1,38
"('h2', 'h11', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.247,-0.017,-0.231,0.0,-0.002,1,39
"('h11', 'h2', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.247,-0.017,-0.231,0.0,-0.002,1,40
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.165,0.012,-0.177,0.0,0.001,3,41
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.165,0.012,-0.177,0.0,0.001,3,42
"('h4', 'h9', 'util1', 'active0', 'rtt2', 'loss0')",3,-0.184,0.0,-0.184,0.0,0.0,1,43
"('h9', 'h4', 'util1', 'active0', 'rtt2', 'loss0')",3,-0.184,0.0,-0.184,0.0,0.0,1,44
"('h3', 'h10', 'util0', 'active0', 'rtt2', 'loss6')",3,-0.208,0.0,-0.208,0.0,0.0,1,45
"('h10', 'h3', 'util0', 'active0', 'rtt2', 'loss6')",3,-0.208,0.0,-0.208,0.0,0.0,1,46
"('h2', 'h11', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.231,-0.018,-0.213,0.0,-0.002,1,47
"('h11', 'h2', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.231,-0.018,-0.213,0.0,-0.002,1,48
"('h3', 'h10', 'util1', 'active0', 'rtt2', 'loss0')",3,-0.38,0.0,-0.38,0.0,0.0,1,49
"('h10', 'h3', 'util1', 'active0', 'rtt2', 'loss0')",3,-0.38,0.0,-0.38,0.0,0.0,1,50
"('h1', 'h12', 'util2', 'active0', 'rtt2', 'loss1')",3,-0.256,0.0,-0.256,0.0,0.0,1,51
"('h12', 'h1', 'util2', 'active0', 'rtt2', 'loss1')",3,-0.256,0.0,-0.256,0.0,0.0,1,52
"('h3', 'h10', 'util3', 'active1', 'rtt3', 'loss3')",3,-0.204,0.0,-0.204,0.0,0.0,1,53
"('h10', 'h3', 'util3', 'active1', 'rtt3', 'loss3')",3,-0.204,0.0,-0.204,0.0,0.0,1,54
"('h1', 'h12', 'util2', 'active0', 'rtt2', 'loss1')",3,-0.257,-0.0,-0.256,0.0,-0.0,1,55
"('h12', 'h1', 'util2', 'active0', 'rtt2', 'loss1')",3,-0.257,-0.0,-0.256,0.0,-0.0,1,56
"('h2', 'h11', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.206,0.051,-0.255,0.0,0.006,1,57
"('h11', 'h2', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.206,0.051,-0.255,0.0,0.006,1,58
"('h1', 'h12', 'util3', 'active0', 'rtt2', 'loss0')",2,-0.209,0.0,-0.209,0.0,0.0,1,59
"('h12', 'h1', 'util3', 'active0', 'rtt2', 'loss0')",2,-0.209,0.0,-0.209,0.0,0.0,1,60
"('h2', 'h11', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.154,0.0,-0.154,0.0,0.0,1,61
"('h11', 'h2', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.154,0.0,-0.154,0.0,0.0,1,62
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.161,0.016,-0.176,0.0,0.002,5,63
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.161,0.016,-0.176,0.0,0.002,5,64
"('h3', 'h10', 'util2', 'active1', 'rtt2', 'loss0')",2,-0.326,0.0,-0.326,0.0,0.0,1,65
"('h10', 'h3', 'util2', 'active1', 'rtt2', 'loss0')",2,-0.326,0.0,-0.326,0.0,0.0,1,66
"('h2', 'h11', 'util2', 'active0', 'rtt2', 'loss1')",3,-0.208,0.0,-0.208,0.0,0.0,1,67
"('h11', 'h2', 'util2', 'active0', 'rtt2', 'loss1')",3,-0.208,0.0,-0.208,0.0,0.0,1,68
"('h1', 'h12', 'util1', 'active0', 'rtt2', 'loss0')",3,-0.156,0.0,-0.156,0.0,0.0,1,69
"('h12', 'h1', 'util1', 'active0', 'rtt2', 'loss0')",3,-0.156,0.0,-0.156,0.0,0.0,1,70
"('h2', 'h11', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.176,0.055,-0.228,-0.002,0.005,2,71
"('h11', 'h2', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.176,0.055,-0.228,-0.002,0.005,2,72
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss1')",3,-0.168,0.039,-0.205,0.0,0.005,1,73
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss1')",3,-0.168,0.039,-0.205,0.0,0.005,1,74
"('h4', 'h9', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.224,0.0,-0.224,0.0,0.0,1,75
"('h9', 'h4', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.224,0.0,-0.224,0.0,0.0,1,76
"('h1', 'h12', 'util3', 'active0', 'rtt2', 'loss3')",3,-0.326,0.0,-0.326,0.0,0.0,1,77
"('h12', 'h1', 'util3', 'active0', 'rtt2', 'loss3')",3,-0.326,0.0,-0.326,0.0,0.0,1,78
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.249,-0.073,-0.179,0.0,-0.009,5,79
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.249,-0.073,-0.179,0.0,-0.009,5,80
"('h3', 'h10', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.241,0.0,-0.241,0.0,0.0,1,81
"('h10', 'h3', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.241,0.0,-0.241,0.0,0.0,1,82
"('h3', 'h10', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.352,-0.111,-0.245,0.0,-0.013,1,83
"('h10', 'h3', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.352,-0.111,-0.245,0.0,-0.013,1,84
"('h1', 'h12', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.24,-0.031,-0.211,0.0,-0.004,1,85
"('h12', 'h1', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.24,-0.031,-0.211,0.0,-0.004,1,86
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss2')",3,-0.284,0.0,-0.284,0.0,0.0,2,87
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss2')",3,-0.284,0.0,-0.284,0.0,0.0,2,88
"('h1', 'h12', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.294,-0.083,-0.214,0.0,-0.01,2,89
"('h12', 'h1', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.294,-0.083,-0.214,0.0,-0.01,2,90
"('h2', 'h11', 'util3', 'active0', 'rtt2', 'loss1')",3,-0.3,0.0,-0.3,0.0,0.0,1,91
"('h11', 'h2', 'util3', 'active0', 'rtt2', 'loss1')",3,-0.3,0.0,-0.3,0.0,0.0,1,92
"('h2', 'h11', 'util1', 'active0', 'rtt3', 'loss3')",3,-0.214,0.0,-0.214,0.0,0.0,1,93
"('h11', 'h2', 'util1', 'active0', 'rtt3', 'loss3')",3,-0.214,0.0,-0.214,0.0,0.0,1,94
"('h3', 'h10', 'util3', 'active1', 'rtt2', 'loss1')",3,-0.16,0.0,-0.16,0.0,0.0,1,95
"('h10', 'h3', 'util3', 'active1', 'rtt2', 'loss1')",3,-0.16,0.0,-0.16,0.0,0.0,1,96
"('h1', 'h12', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.157,0.0,-0.157,0.0,0.0,2,97
"('h12', 'h1', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.157,0.0,-0.157,0.0,0.0,2,98
"('h1', 'h12', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.201,-0.045,-0.158,0.0,-0.005,2,99
"('h12', 'h1', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.201,-0.045,-0.158,0.0,-0.005,2,100
"('h2', 'h11', 'util0', 'active0', 'rtt3', 'loss3')",3,-0.358,0.0,-0.358,0.0,0.0,1,101
"('h11', 'h2', 'util0', 'active0', 'rtt3', 'loss3')",3,-0.358,0.0,-0.358,0.0,0.0,1,102
"('h2', 'h11', 'util2', 'active1', 'rtt3', 'loss3')",2,-0.219,0.0,-0.219,0.0,0.0,1,103
"('h11', 'h2', 'util2', 'active1', 'rtt3', 'loss3')",2,-0.219,0.0,-0.219,0.0,0.0,1,104
"('h3', 'h10', 'util2', 'active1', 'rtt3', 'loss3')",3,-0.208,0.0,-0.208,0.0,0.0,1,105
"('h10', 'h3', 'util2', 'active1', 'rtt3', 'loss3')",3,-0.208,0.0,-0.208,0.0,0.0,1,106
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.223,-0.043,-0.181,0.001,-0.004,8,107
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.223,-0.043,-0.181,0.001,-0.004,8,108
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.279,-0.098,-0.185,0.002,-0.01,9,109
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.279,-0.098,-0.185,0.002,-0.01,9,110
"('h2', 'h11', 'util0', 'active0', 'rtt2', 'loss1')",3,-0.244,0.0,-0.244,0.0,0.0,1,111
"('h11', 'h2', 'util0', 'active0', 'rtt2', 'loss1')",3,-0.244,0.0,-0.244,0.0,0.0,1,112
"('h2', 'h11', 'util3', 'active0', 'rtt2', 'loss1')",3,-0.236,0.064,-0.298,0.0,0.008,1,113
"('h11', 'h2', 'util3', 'active0', 'rtt2', 'loss1')",3,-0.236,0.064,-0.298,0.0,0.008,1,114
"('h3', 'h10', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.357,0.0,-0.357,0.0,0.0,1,115
"('h10', 'h3', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.357,0.0,-0.357,0.0,0.0,1,116
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",2,-0.269,-0.085,-0.188,-0.018,-0.026,4,117
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",2,-0.269,-0.085,-0.188,-0.018,-0.026,4,118
"('h1', 'h12', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.169,0.0,-0.169,0.0,0.0,1,119
"('h12', 'h1', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.169,0.0,-0.169,0.0,0.0,1,120
"('h3', 'h10', 'util2', 'active1', 'rtt2', 'loss1')",3,-0.229,0.003,-0.232,0.0,0.0,1,121
"('h10', 'h3', 'util2', 'active1', 'rtt2', 'loss1')",3,-0.229,0.003,-0.232,0.0,0.0,1,122
"('h3', 'h10', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.223,0.022,-0.245,0.0,0.003,2,123
"('h10', 'h3', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.223,0.022,-0.245,0.0,0.003,2,124
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.144,0.044,-0.186,-0.009,-0.002,6,125
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.144,0.044,-0.186,-0.009,-0.002,6,126
"('h3', 'h10', 'util2', 'active0', 'rtt2', 'loss0')",2,-0.239,0.005,-0.244,0.0,0.001,2,127
"('h10', 'h3', 'util2', 'active0', 'rtt2', 'loss0')",2,-0.239,0.005,-0.244,0.0,0.001,2,128
"('h4', 'h9', 'util0', 'active0', 'rtt3', 'loss4')",3,-0.207,0.0,-0.207,0.0,0.0,1,129
"('h9', 'h4', 'util0', 'active0', 'rtt3', 'loss4')",3,-0.207,0.0,-0.207,0.0,0.0,1,130
"('h1', 'h12', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.211,-0.053,-0.16,0.0,-0.006,3,131
"('h12', 'h1', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.211,-0.053,-0.16,0.0,-0.006,3,132
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss2')",3,-0.226,0.058,-0.282,0.0,0.007,2,133
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss2')",3,-0.226,0.058,-0.282,0.0,0.007,2,134
"('h2', 'h11', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.325,-0.097,-0.232,0.0,-0.012,4,135
"('h11', 'h2', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.325,-0.097,-0.232,0.0,-0.012,4,136
"('h1', 'h12', 'util1', 'active0', 'rtt2', 'loss0')",3,-0.179,-0.023,-0.157,0.0,-0.003,1,137
"('h12', 'h1', 'util1', 'active0', 'rtt2', 'loss0')",3,-0.179,-0.023,-0.157,0.0,-0.003,1,138
"('h3', 'h10', 'util3', 'active0', 'rtt2', 'loss2')",3,-0.194,0.0,-0.194,0.0,0.0,1,139
"('h10', 'h3', 'util3', 'active0', 'rtt2', 'loss2')",3,-0.194,0.0,-0.194,0.0,0.0,1,140
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.2,-0.014,-0.187,-0.002,-0.004,8,141
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.2,-0.014,-0.187,-0.002,-0.004,8,142
"('h1', 'h12', 'util2', 'active0', 'rtt2', 'loss0')",2,-0.23,-0.061,-0.171,0.0,-0.007,2,143
"('h12', 'h1', 'util2', 'active0', 'rtt2', 'loss0')",2,-0.23,-0.061,-0.171,0.0,-0.007,2,144
"('h2', 'h11', 'util3', 'active1', 'rtt2', 'loss2')",2,-0.152,0.0,-0.152,0.0,0.0,1,145
"('h11', 'h2', 'util3', 'active1', 'rtt2', 'loss2')",2,-0.152,0.0,-0.152,0.0,0.0,1,146
"('h3', 'h10', 'util3', 'active1', 'rtt2', 'loss1')",3,-0.226,-0.066,-0.163,0.0,-0.008,1,147
"('h10', 'h3', 'util3', 'active1', 'rtt2', 'loss1')",3,-0.226,-0.066,-0.163,0.0,-0.008,1,148
"('h2', 'h11', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.203,0.052,-0.253,0.0,0.006,1,149
"('h11', 'h2', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.203,0.052,-0.253,0.0,0.006,1,150
"('h1', 'h12', 'util1', 'active0', 'rtt3', 'loss3')",3,-0.149,0.0,-0.149,0.0,0.0,1,151
"('h12', 'h1', 'util1', 'active0', 'rtt3', 'loss3')",3,-0.149,0.0,-0.149,0.0,0.0,1,152
"('h3', 'h10', 'util2', 'active1', 'rtt2', 'loss2')",3,-0.245,0.0,-0.245,0.0,0.0,1,153
"('h10', 'h3', 'util2', 'active1', 'rtt2', 'loss2')",3,-0.245,0.0,-0.245,0.0,0.0,1,154
"('h2', 'h11', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.293,-0.04,-0.254,0.0,-0.005,1,155
"('h11', 'h2', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.293,-0.04,-0.254,0.0,-0.005,1,156
"('h2', 'h11', 'util3', 'active0', 'rtt2', 'loss2')",3,-0.217,0.0,-0.217,0.0,0.0,1,157
"('h11', 'h2', 'util3', 'active0', 'rtt2', 'loss2')",3,-0.217,0.0,-0.217,0.0,0.0,1,158
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.279,-0.092,-0.191,-0.004,-0.014,11,159
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.279,-0.092,-0.191,-0.004,-0.014,11,160
"('h1', 'h12', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.213,-0.052,-0.163,0.0,-0.006,4,161
"('h12', 'h1', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.213,-0.052,-0.163,0.0,-0.006,4,162
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.187,0.004,-0.19,-0.015,-0.013,5,163
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.187,0.004,-0.19,-0.015,-0.013,5,164
"('h3', 'h10', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.269,-0.075,-0.197,0.0,-0.009,4,165
"('h10', 'h3', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.269,-0.075,-0.197,0.0,-0.009,4,166
"('h2', 'h11', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.238,0.016,-0.254,0.006,0.007,2,167
"('h11', 'h2', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.238,0.016,-0.254,0.006,0.007,2,168
"('h1', 'h12', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.288,-0.074,-0.217,0.0,-0.009,3,169
"('h12', 'h1', 'util3', 'active0', 'rtt2', 'loss0')",3,-0.288,-0.074,-0.217,0.0,-0.009,3,170
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss1')",3,-0.264,-0.059,-0.207,0.0,-0.007,2,171
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss1')",3,-0.264,-0.059,-0.207,0.0,-0.007,2,172
"('h1', 'h12', 'util3', 'active1', 'rtt2', 'loss1')",3,-0.207,0.0,-0.207,0.0,0.0,2,173
"('h12', 'h1', 'util3', 'active1', 'rtt2', 'loss1')",3,-0.207,0.0,-0.207,0.0,0.0,2,174
"('h2', 'h11', 'util0', 'active0', 'rtt2', 'loss0')",2,-0.276,-0.063,-0.216,0.0,-0.008,1,175
"('h11', 'h2', 'util0', 'active0', 'rtt2', 'loss0')",2,-0.276,-0.063,-0.216,0.0,-0.008,1,176
"('h3', 'h10', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.179,0.018,-0.197,0.0,0.002,5,177
"('h10', 'h3', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.179,0.018,-0.197,0.0,0.002,5,178
"('h3', 'h10', 'util1', 'active0', 'rtt2', 'loss0')",2,-0.205,0.175,-0.373,0.0,0.021,1,179
"('h10', 'h3', 'util1', 'active0', 'rtt2', 'loss0')",2,-0.205,0.175,-0.373,0.0,0.021,1,180
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.147,0.043,-0.189,-0.013,-0.006,8,181
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.147,0.043,-0.189,-0.013,-0.006,8,182
"('h1', 'h12', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.251,-0.045,-0.208,0.0,-0.005,1,183
"('h12', 'h1', 'util2', 'active1', 'rtt2', 'loss0')",3,-0.251,-0.045,-0.208,0.0,-0.005,1,184
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.378,-0.189,-0.196,-0.01,-0.031,10,185
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.378,-0.189,-0.196,-0.01,-0.031,10,186
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss4')",3,-0.176,0.0,-0.176,0.0,0.0,1,187
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss4')",3,-0.176,0.0,-0.176,0.0,0.0,1,188
"('h3', 'h10', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.156,0.041,-0.195,0.0,0.005,3,189
"('h10', 'h3', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.156,0.041,-0.195,0.0,0.005,3,190
"('h2', 'h11', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.251,-0.035,-0.217,0.0,-0.004,2,191
"('h11', 'h2', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.251,-0.035,-0.217,0.0,-0.004,2,192
"('h1', 'h12', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.207,-0.045,-0.164,0.0,-0.005,5,193
"('h12', 'h1', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.207,-0.045,-0.164,0.0,-0.005,5,194
"('h2', 'h11', 'util2', 'active1', 'rtt3', 'loss3')",3,-0.199,0.02,-0.218,0.0,0.002,1,195
"('h11', 'h2', 'util2', 'active1', 'rtt3', 'loss3')",3,-0.199,0.02,-0.218,0.0,0.002,1,196
"('h1', 'h12', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.169,0.049,-0.216,0.0,0.006,2,197
"('h12', 'h1', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.169,0.049,-0.216,0.0,0.006,2,198
"('h3', 'h10', 'util3', 'active1', 'rtt2', 'loss2')",3,-0.257,0.0,-0.257,0.0,0.0,1,199
"('h10', 'h3', 'util3', 'active1', 'rtt2', 'loss2')",3,-0.257,0.0,-0.257,0.0,0.0,1,200
"('h1', 'h12', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.238,-0.074,-0.167,-0.005,-0.014,4,201
"('h12', 'h1', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.238,-0.074,-0.167,-0.005,-0.014,4,202
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.288,-0.092,-0.2,-0.006,-0.016,13,203
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.288,-0.092,-0.2,-0.006,-0.016,13,204
"('h3', 'h10', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.213,0.032,-0.243,0.0,0.004,3,205
"('h10', 'h3', 'util2', 'active0', 'rtt2', 'loss0')",3,-0.213,0.032,-0.243,0.0,0.004,3,206
"('h2', 'h11', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.222,0.01,-0.232,0.005,0.005,5,207
"('h11', 'h2', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.222,0.01,-0.232,0.005,0.005,5,208
"('h2', 'h11', 'util1', 'active0', 'rtt2', 'loss2')",3,-0.234,0.0,-0.234,0.0,0.0,1,209
"('h11', 'h2', 'util1', 'active0', 'rtt2', 'loss2')",3,-0.234,0.0,-0.234,0.0,0.0,1,210
"('h3', 'h10', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.208,-0.013,-0.195,0.005,0.003,5,211
"('h10', 'h3', 'util3', 'active1', 'rtt2', 'loss0')",2,-0.208,-0.013,-0.195,0.005,0.003,5,212
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss0')",2,-0.216,-0.016,-0.201,-0.026,-0.025,6,213
"('h9', 'h4', 'util0', 'active0', 'rtt2', 'loss0')",2,-0.216,-0.016,-0.201,-0.026,-0.025,6,214
"('h4', 'h9', 'util1', 'active0', 'rtt2', 'loss1')",3,-0.216,0.0,-0.216,0.0,0.0,1,215
"('h9', 'h4', 'util1', 'active0', 'rtt2', 'loss1')",3,-0.216,0.0,-0.216,0.0,0.0,1,216
"('h1', 'h12', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.21,-0.043,-0.169,-0.006,-0.011,6,217
"('h12', 'h1', 'util3', 'active1', 'rtt2', 'loss0')",3,-0.21,-0.043,-0.169,-0.006,-0.011,6,218
"('h3', 'h10', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.299,0.0,-0.299,0.0,0.0,2,219
"('h10', 'h3', 'util0', 'active0', 'rtt2', 'loss0')",3,-0.299,0.0,-0.299,0.0,0.0,2,220
"('h4', 'h9', 'util0', 'active0', 'rtt2', 'loss1')",2,-0.253,-0.046,-0.209,0.0,-0.006,3,221
