state,action_len,reward,target,baseline,old_q,new_q,action_trials,update
"('h1', 'h4', 'util1', 'active0', 'rtt0', 'loss1')",4,-0.366,-0.366,-0.27,0.0,-0.102,3,127
"('h4', 'h1', 'util1', 'active0', 'rtt0', 'loss1')",4,-0.366,-0.366,-0.27,0.0,-0.102,3,128
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.173,-0.173,-0.232,0.0,-0.048,3,129
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.173,-0.173,-0.232,0.0,-0.048,3,130
"('h2', 'h4', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.161,-0.161,-0.256,-0.048,-0.08,4,131
"('h4', 'h2', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.161,-0.161,-0.256,-0.048,-0.08,5,132
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss2')",3,-0.149,-0.149,-0.263,0.0,-0.042,1,133
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss2')",3,-0.149,-0.149,-0.263,0.0,-0.042,1,134
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss2')",4,-0.187,-0.187,-0.23,0.0,-0.052,1,135
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss2')",4,-0.187,-0.187,-0.23,0.0,-0.052,1,136
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.188,-0.188,-0.227,-0.042,-0.083,4,137
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.188,-0.188,-0.227,-0.042,-0.083,4,138
"('h1', 'h4', 'util0', 'active1', 'rtt0', 'loss1')",4,-0.168,-0.168,-0.257,0.0,-0.047,2,139
"('h4', 'h1', 'util0', 'active1', 'rtt0', 'loss1')",4,-0.168,-0.168,-0.257,0.0,-0.047,2,140
"('h2', 'h4', 'util0', 'active0', 'rtt0', 'loss1')",3,-0.168,-0.168,-0.25,0.0,-0.047,3,141
"('h4', 'h2', 'util0', 'active0', 'rtt0', 'loss1')",3,-0.168,-0.168,-0.25,0.0,-0.047,4,142
"('h2', 'h4', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.632,-0.632,-0.273,0.0,-0.177,1,143
"('h4', 'h2', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.632,-0.632,-0.273,0.0,-0.177,1,144
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss1')",3,-0.349,-0.349,-0.263,-0.087,-0.161,2,145
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",3,-0.349,-0.349,-0.263,-0.087,-0.161,2,146
