state,action_len,reward,target,baseline,old_q,new_q,action_trials,update
"('h12', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.01,0.658,-0.216,0.554,0.585,10,192
"('h4', 'h9', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.01,0.002,-0.01,0.043,0.031,20,193
"('h9', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.01,0.002,-0.01,0.043,0.031,20,194
"('h2', 'h11', 'util1', 'active0', 'rtt0', 'loss0')",3,0.003,0.721,-0.223,0.236,0.382,4,195
"('h11', 'h2', 'util1', 'active0', 'rtt0', 'loss0')",3,0.003,0.721,-0.223,0.236,0.382,4,196
"('h1', 'h12', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.004,0.635,-0.203,0.458,0.511,7,197
"('h12', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.004,0.635,-0.203,0.458,0.511,7,198
"('h4', 'h9', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.003,0.023,-0.01,0.053,0.044,14,199
"('h9', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.003,0.023,-0.01,0.053,0.044,14,200
"('h2', 'h11', 'util3', 'active1', 'rtt0', 'loss0')",3,-0.002,0.662,-0.21,0.224,0.356,7,201
"('h11', 'h2', 'util3', 'active1', 'rtt0', 'loss0')",3,-0.002,0.662,-0.21,0.224,0.356,7,202
"('h4', 'h9', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.002,0.023,-0.01,0.031,0.028,22,203
"('h9', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.002,0.023,-0.01,0.031,0.028,22,204
"('h1', 'h12', 'util2', 'active1', 'rtt0', 'loss0')",3,-1.0,-1.0,-0.251,0.0,-0.3,5,205
"('h12', 'h1', 'util2', 'active1', 'rtt0', 'loss0')",3,-1.0,-1.0,-0.251,0.0,-0.3,5,206
"('h2', 'h11', 'util2', 'active0', 'rtt0', 'loss0')",2,-1.0,-1.0,-0.257,0.0,-0.3,5,207
"('h11', 'h2', 'util2', 'active0', 'rtt0', 'loss0')",2,-1.0,-1.0,-0.257,0.0,-0.3,5,208
"('h1', 'h12', 'util3', 'active1', 'rtt5', 'loss0')",3,0.006,0.771,-0.236,0.0,0.231,1,209
"('h12', 'h1', 'util3', 'active1', 'rtt5', 'loss0')",3,0.006,0.771,-0.236,0.0,0.231,1,210
"('h1', 'h12', 'util1', 'active0', 'rtt0', 'loss0')",3,0.005,0.723,-0.221,0.585,0.626,12,211
"('h12', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",3,0.005,0.723,-0.221,0.585,0.626,12,212
"('h2', 'h11', 'util2', 'active0', 'rtt0', 'loss0')",3,0.002,0.778,-0.242,0.0,0.233,6,213
"('h11', 'h2', 'util2', 'active0', 'rtt0', 'loss0')",3,0.002,0.778,-0.242,0.0,0.233,6,214
"('h4', 'h9', 'util2', 'active0', 'rtt0', 'loss0')",3,0.007,0.048,-0.009,0.057,0.054,9,215
"('h9', 'h4', 'util2', 'active0', 'rtt0', 'loss0')",3,0.007,0.048,-0.009,0.057,0.054,9,216
"('h4', 'h9', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.0,0.025,-0.008,0.044,0.038,15,217
"('h9', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.0,0.025,-0.008,0.044,0.038,15,218
"('h2', 'h11', 'util3', 'active1', 'rtt0', 'loss0')",3,0.001,0.729,-0.227,0.356,0.468,8,219
"('h11', 'h2', 'util3', 'active1', 'rtt0', 'loss0')",3,0.001,0.729,-0.227,0.356,0.468,8,220
"('h1', 'h12', 'util3', 'active0', 'rtt0', 'loss0')",3,0.009,0.69,-0.207,0.511,0.565,9,221
"('h12', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",3,0.009,0.69,-0.207,0.511,0.565,9,222
