episode,throughput_mbps,rtt_ms,jitter_ms,loss_pct,weighted_reward,throughput_mbps_rolling_mean,rtt_ms_rolling_mean,jitter_ms_rolling_mean,loss_pct_rolling_mean,weighted_reward_rolling_mean,reward_rolling_mean
1,59.63333333333333,23.05116666666667,0.39599999999999996,0.08976666666666666,-0.07333333333333333,59.63333333333333,23.05116666666667,0.39599999999999996,0.08976666666666666,-0.07333333333333333,-0.07333333333333333
2,28.0,132.50566666666668,0.283,0.065,-0.5266666666666667,43.81666666666666,77.77841666666667,0.33949999999999997,0.07738333333333333,-0.30000000000000004,-0.30000000000000004
3,59.800000000000004,144.96733333333336,0.449,0.115,-0.3213333333333333,49.144444444444446,100.17472222222223,0.37599999999999995,0.08992222222222222,-0.3071111111111111,-0.3071111111111111
4,59.833333333333336,310.29766666666666,0.508,0.10966666666666668,-0.7879999999999999,51.81666666666667,152.70545833333335,0.409,0.09485833333333334,-0.42733333333333334,-0.42733333333333334
5,59.70000000000001,102.65583333333336,0.49333333333333335,0.11966666666666666,-0.3233333333333333,53.39333333333334,142.69553333333334,0.42586666666666667,0.09981999999999999,-0.4065333333333333,-0.4065333333333333
6,91.43333333333334,273.02383333333336,0.632,0.16,-0.5693333333333334,59.73333333333334,164.41691666666668,0.46022222222222214,0.10985,-0.4336666666666667,-0.4336666666666667
7,49.6,233.30466666666666,0.476,0.08466666666666667,-0.5519999999999999,58.285714285714285,174.25802380952382,0.46247619047619043,0.10625238095238096,-0.45057142857142857,-0.45057142857142857
8,91.46666666666665,281.8035,0.6356666666666667,0.13466666666666668,-0.5626666666666666,62.43333333333334,187.70120833333334,0.48412499999999997,0.10980416666666667,-0.46458333333333335,-0.46458333333333335
9,91.39999999999999,281.584,0.6496666666666666,0.12166666666666666,-0.5583333333333333,65.65185185185186,198.13262962962963,0.5025185185185186,0.11112222222222222,-0.47500000000000003,-0.47500000000000003
10,91.39999999999999,416.91066666666666,0.6706666666666666,0.18433333333333335,-0.8119999999999999,68.22666666666666,220.0104333333333,0.5193333333333333,0.11844333333333334,-0.5086999999999999,-0.5086999999999999
11,59.76666666666667,157.285,0.49933333333333335,0.08643333333333335,-0.306,67.45757575757575,214.30812121212122,0.5175151515151515,0.11553333333333335,-0.49027272727272725,-0.49027272727272725
12,91.33333333333333,284.14383333333336,0.6776666666666666,0.16666666666666666,-0.5716666666666667,69.44722222222222,220.1277638888889,0.5308611111111111,0.11979444444444444,-0.49705555555555553,-0.49705555555555553
13,91.39999999999999,414.18,0.6709999999999999,0.15433333333333332,-0.8029999999999999,71.13589743589743,235.05485897435898,0.5416410256410257,0.12245128205128206,-0.5205897435897436,-0.5205897435897436
14,59.866666666666674,243.63883333333334,0.40099999999999997,0.16166666666666665,-0.5683333333333332,70.33095238095238,235.66799999999998,0.5315952380952381,0.12525238095238095,-0.5239999999999999,-0.5239999999999999
15,91.36666666666667,146.307,0.6303333333333333,0.19999999999999998,-0.3443333333333333,71.73333333333333,229.7106,0.5381777777777778,0.13023555555555555,-0.5120222222222223,-0.5120222222222223
16,90.86666666666667,131.95883333333333,0.7016666666666667,0.103,-0.308,72.92916666666666,223.60111458333333,0.5483958333333333,0.12853333333333333,-0.49927083333333333,-0.49927083333333333
17,91.39999999999999,148.0565,0.63,0.15833333333333333,-0.33166666666666667,74.0156862745098,219.1573137254902,0.5531960784313725,0.1302862745098039,-0.4894117647058824,-0.4894117647058824
18,52.666666666666664,253.73766666666666,0.5166666666666667,0.065,-0.5579999999999999,72.82962962962964,221.07844444444447,0.5511666666666666,0.12665925925925925,-0.49322222222222223,-0.49322222222222223
19,91.43333333333334,148.50483333333332,0.6309999999999999,0.155,-0.337,73.80877192982456,217.2587807017544,0.5553684210526315,0.12815087719298246,-0.485,-0.485
20,91.36666666666667,147.24133333333333,0.5986666666666666,0.17333333333333334,-0.3393333333333333,74.68666666666667,213.75790833333335,0.5575333333333333,0.13041,-0.4777166666666666,-0.4777166666666666
21,91.33333333333333,279.218,0.6283333333333333,0.17333333333333334,-0.5753333333333334,76.27166666666666,226.56625,0.5691499999999999,0.13458833333333334,-0.5028166666666667,-0.5028166666666667
22,59.93333333333334,231.3983333333333,0.355,0.10666666666666667,-0.5499999999999999,77.86833333333333,231.51088333333337,0.57275,0.13667166666666666,-0.5039833333333333,-0.5039833333333333
23,59.73333333333334,98.79599999999999,0.49499999999999994,0.115,-0.32866666666666666,77.865,229.20231666666663,0.57505,0.1366716666666667,-0.50435,-0.50435
24,91.36666666666667,160.9946666666667,0.6623333333333333,0.15333333333333332,-0.342,79.44166666666666,221.73716666666664,0.5827666666666667,0.138855,-0.48205,-0.48205
25,59.79999999999999,23.734499999999997,0.503,0.12233333333333334,-0.08733333333333333,79.44666666666667,217.7911,0.5832499999999999,0.13898833333333332,-0.47024999999999995,-0.47024999999999995
26,91.43333333333334,405.61266666666666,0.6316666666666667,0.11466666666666668,-0.7906666666666666,79.44666666666666,224.42054166666668,0.5832333333333334,0.13672166666666669,-0.48131666666666667,-0.48131666666666667
27,90.83333333333333,276.7735,0.7903333333333333,0.17,-0.571,81.50833333333334,226.59398333333328,0.59895,0.14098833333333333,-0.4822666666666667,-0.4822666666666667
28,59.96666666666667,25.407666666666668,0.5113333333333333,0.17800000000000002,-0.11399999999999999,79.93333333333332,213.77419166666664,0.5927333333333333,0.143155,-0.45983333333333326,-0.45983333333333326
29,91.36666666666667,145.89766666666665,0.6336666666666667,0.12266666666666666,-0.3233333333333333,79.93166666666667,206.98987499999998,0.5919333333333333,0.14320499999999997,-0.4480833333333333,-0.4480833333333333
30,91.39999999999999,283.75866666666667,0.6716666666666665,0.16133333333333336,-0.5776666666666667,79.93166666666666,200.332275,0.5919833333333333,0.142055,-0.4363666666666667,-0.4363666666666667
31,59.833333333333336,105.96133333333334,0.4606666666666667,0.116,-0.318,79.935,197.76609166666665,0.59005,0.14353333333333335,-0.4369666666666666,-0.4369666666666666
32,59.866666666666674,22.895666666666667,0.466,0.084,-0.06933333333333334,78.36166666666666,184.70368333333334,0.5794666666666666,0.1394,-0.41185,-0.41185
33,59.76666666666667,157.45783333333335,0.505,0.08066666666666666,-0.30866666666666664,76.78,171.867575,0.5711666666666667,0.13571666666666665,-0.3871333333333333,-0.3871333333333333
34,59.9,97.89883333333334,0.49099999999999994,0.10566666666666667,-0.315,76.78166666666667,164.580575,0.5756666666666665,0.13291666666666666,-0.37446666666666667,-0.37446666666666667
35,59.76666666666667,91.539,0.49133333333333334,0.10833333333333334,-0.3183333333333333,75.20166666666667,161.842175,0.5687166666666666,0.12833333333333333,-0.37316666666666665,-0.37316666666666665
36,91.36666666666667,272.94866666666667,0.5993333333333334,0.12666666666666668,-0.56,75.22666666666667,168.89166666666668,0.5636,0.12951666666666667,-0.38576666666666665,-0.38576666666666665
