state,action_len,reward,target,baseline,old_q,new_q,action_trials,update
"('h2', 'h4', 'util0', 'active1', 'rtt0', 'loss0')",3,-0.058,0.022,-0.065,0.012,0.015,5,151
"('h4', 'h2', 'util0', 'active1', 'rtt0', 'loss0')",3,-0.058,0.022,-0.065,0.012,0.015,5,152
"('h1', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.09,-0.085,-0.064,0.0,-0.024,2,153
"('h4', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.09,-0.085,-0.064,0.0,-0.024,2,154
"('h2', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.056,0.026,-0.064,0.016,0.019,8,155
"('h4', 'h2', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.056,0.026,-0.064,0.016,0.019,8,156
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.073,-0.028,-0.064,-0.001,-0.008,3,157
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.073,-0.028,-0.064,-0.001,-0.008,3,158
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.059,0.014,-0.063,-0.007,-0.001,3,159
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.059,0.014,-0.063,-0.007,-0.001,3,160
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.072,-0.023,-0.065,-0.034,-0.031,4,161
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.072,-0.023,-0.065,-0.034,-0.031,4,162
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.055,0.031,-0.064,0.006,0.013,14,163
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.055,0.031,-0.064,0.006,0.013,14,164
"('h2', 'h4', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.058,0.018,-0.064,0.011,0.013,7,165
"('h4', 'h2', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.058,0.018,-0.064,0.011,0.013,7,166
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss0')",4,-0.056,0.022,-0.063,0.001,0.007,7,167
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss0')",4,-0.056,0.022,-0.063,0.001,0.007,7,168
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss0')",4,-0.053,0.034,-0.064,0.006,0.014,4,169
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss0')",4,-0.053,0.034,-0.064,0.006,0.014,4,170
"('h1', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.072,-0.027,-0.063,0.0,-0.008,2,171
"('h4', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.072,-0.027,-0.063,0.0,-0.008,2,172
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.052,0.036,-0.063,0.0,0.01,1,173
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.052,0.036,-0.063,0.0,0.01,1,174
"('h2', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.064,0.0,-0.064,0.006,0.005,4,175
