episode,throughput_mbps,rtt_ms,jitter_ms,loss_pct,weighted_reward,reward_rolling_mean
1,50.325,2923.7155000000002,8.4885,36.9275,0.06422597272150074,0.06422597272150074
2,321.325,4285.71725,32.7845,29.7125,-0.1516234527514833,-0.043698740014991286
3,144.0445,3696.944,18.53275,31.822499999999998,-0.23767742314088763,-0.10835830105695672
4,6.7835,7789.04375,19.2635,40.75,-0.42721581194322616,-0.2721722292785324
5,505.225,8636.138500000001,38.3435,34.73,-0.24326361946670463,-0.30271895151693945
6,45.56125,3553.7625,31.145750000000003,33.55,-0.284224415373115,-0.3182346155943486
7,271.775,11322.981125,63.9545,46.8725,-0.3565194852145292,-0.29466917335144965
8,305.6,4116.02425,87.37275,21.525,0.41296135169114734,-0.0759275162988323
9,284.425,9228.374333333333,39.186,31.133333333333336,0.40396402568296974,0.15346863071986264
10,27.3825,7429.60225,33.91025,36.1,-0.29457192339647975,0.17411781799254578
11,173.9,12297.8505,83.34475,24.02,0.04063142286077964,0.05000784171575654
12,477.40625,11884.46075,46.416,27.3,0.6492084382188854,0.13175597922772844
13,736.5,29.901,45.671666666666674,5.733333333333333,1.0,0.5632799536932217
14,268.31,14795.989,39.76466666666666,26.849999999999998,0.31008158271539915,0.6530966736447615
15,275.825,10115.4675,68.833,27.55,0.08424694060036467,0.46477617443858793
16,355.05,22.8245,56.49525,26.525,0.4406926703925825,0.2783403979027821
17,484.365,16241.793166666665,46.24066666666667,28.766666666666666,0.2888452641978617,0.27126162506360296
18,591.5282500000001,,69.12575,46.3,1.0,0.5765126448634814
19,42.845,1417.4935,4.38025,23.25,0.147781652955115,0.4788756390509923
20,245.88,10285.61975,10.833333333333334,32.0,0.651235850149614,0.5996725010349097
21,347.54525,2409.546,59.06075,43.025,0.6965726180443133,0.49853004038301413
22,481.475,11151.478,56.42966666666666,7.166666666666667,0.7465632374066979,0.6981239018668751
23,512.9,11276.488,64.93575,48.3,0.6150446726061705,0.6860601760190606
24,144.85,5309.122375,54.2125,39.075,0.07117533844465355,0.47759441615250736
25,500.775,27.5015,37.738,32.46666666666667,1.0,0.5620733370169414
26,255.82,7081.194333333333,42.119,28.766666666666666,0.7382126008173873,0.603129313087347
27,825.0,20867.656,73.16075,27.865000000000002,0.7572631237428378,0.831825241520075
28,515.95,15309.241,48.94625,14.8625,0.6836099784781087,0.726361901012778
29,711.76,14457.3155,45.26766666666666,30.933333333333334,0.39536943380733225,0.6120808453427595
30,485.48,11519.2435,47.046,31.166666666666668,0.7378197762551986,0.6055997295135466
31,494.875,,45.89166666666667,3.3366666666666664,0.48769706278503544,0.5402954242825221
32,496.775,14627.493999999999,43.65366666666667,30.633333333333336,0.7370225109222612,0.6541797833208318
33,342.325,12944.68675,42.3535,53.5,0.7122104915657513,0.645643355091016
34,43.8625,8932.771250000002,31.83925,21.6125,0.44273878004651807,0.6306572608448436
35,497.25,7952.642750000001,49.55433333333334,1.4766666666666666,0.6793640016253731,0.6114377577458808
36,255.00525,16819.981,62.418499999999995,29.45,1.0,0.7073675938906304
37,85.625,52.141000000000005,63.127,26.15,0.41598920845936155,0.6984510700282449
38,712.5,,83.46366666666667,42.666666666666664,1.0,0.8053297361531205
39,1.314,12870.085,64.13125,42.5,0.34783833224970356,0.5879425135696884
40,29.349999999999998,3548.4864999999995,42.435,48.666666666666664,0.30283566560672137,0.5502246659521416
41,677.5,15164.59375,47.061,48.666666666666664,0.6933288970630275,0.44800096497315084
42,282.57175,6275.816833333333,43.547,28.096666666666664,0.6604192219354738,0.5521945948684075
43,66.975,1246.9109999999998,70.7165,41.96,0.7064915658524701,0.6867465616169905
44,287.51,3606.4113333333335,40.888,29.876666666666665,0.6491139944282205,0.6720082607387216
45,261.865,13033.10275,47.70633333333333,26.88,0.6425165661331635,0.6660407088046181
46,722.5,24452.321,51.397,2.8000000000000003,0.66362582814175,0.6517521295677113
47,273.2,16172.084,50.586000000000006,1.4366666666666668,1.0,0.7687141314249711
48,489.91475,16005.099666666667,65.27799999999999,45.75,0.3982492653944968,0.6872916978454157
49,502.75,370.4895,49.309333333333335,32.31,0.7303832000425647,0.7095441551456871
50,611.75,21399.734,86.505,29.8675,0.6972446725098215,0.608625712648961
51,652.75,11298.5645,45.431000000000004,29.616666666666664,0.7339151729152881,0.7205143484892247
52,269.325,2468.124,17.6495,10.6675,0.7115677038396824,0.7142425164215974
53,46.0175,5661.186333333334,48.20633333333334,30.333333333333332,0.6588718464166662,0.7014515743905455
54,500.225,27858.077,70.118,3.9,1.0,0.7901465167521162
55,248.06625,13567.3725,46.52033333333333,28.133333333333336,1.0,0.886290615472222
56,257.2925,2371.828,41.10766666666667,30.44666666666667,1.0,1.0
57,474.31899999999996,17920.918250000002,54.79566666666667,27.643333333333334,1.0,1.0
58,80.325,5570.514875,33.54875,3.2825,0.3962403819590113,0.7987467939863371
59,485.8025,25.658,40.129333333333335,18.650000000000002,1.0,0.7987467939863371
60,50.272999999999996,8149.251499999999,37.704750000000004,20.9475,0.37994657357118966,0.592062318510067
61,949.75,3578.514,52.148666666666664,3.31,1.0,0.7933155245237299
62,106.425,10949.51625,48.80625,10.5725,0.08318197275716112,0.48770951544278357
63,480.13,15179.442166666666,53.447,28.143333333333334,0.38776008027538905,0.4903140176775167
64,243.935,13446.871,44.78333333333334,46.0,0.6458310842067955,0.3722577124131152
65,484.1125,25.241500000000002,50.581999999999994,31.153333333333332,0.444652415848656,0.49274786011028016
66,495.62649999999996,1382.671,53.90075,36.1,0.748043740675133,0.6128424135768615
67,159.8,5763.966333333334,101.00925000000001,22.575,0.09440839780558252,0.42903485144312387
68,286.39250000000004,31.770000000000003,16.415000000000003,32.0,1.0,0.6141507128269051
69,520.475,,52.58599999999999,3.47,1.0,0.6981361326018609
70,389.26,,49.589333333333336,60.333333333333336,1.0,1.0
71,258.5,4923.551,49.159333333333336,4.29,0.6817531962775625,0.8939177320925208
72,497.75,34.007,42.24733333333334,30.546666666666667,1.0,0.8939177320925209
73,259.79999999999995,1769.594,45.805,1.7333333333333334,1.0,0.8939177320925209
74,482.275,,48.084,3.793333333333333,1.0,1.0
75,42.347500000000004,7649.196875000001,35.11025,24.55,1.0,1.0
76,442.0115,1734.1975,66.69275,46.825,0.7818462526125737,0.9272820842041911
77,750.5,,46.016999999999996,3.686666666666667,1.0,0.9272820842041911
78,752.0,41.764,54.387,4.22,1.0,0.9272820842041911
79,291.875,4687.3345,51.797,15.325,0.6763609808716804,0.8921203269572268
80,509.2,947.9695,34.3985,1.845,0.717505579965228,0.7979555202789693
81,292.925,20768.61,78.43225000000001,25.675,1.0,0.7979555202789693
82,252.7175,2558.142,34.13725,24.15,1.0,0.9058351933217427
83,272.45,2959.365,50.435,0.9066666666666666,1.0,1.0
84,36.730000000000004,7633.754625,44.50899999999999,29.846666666666664,0.6562963178174654,0.885432105939155
85,720.375,,52.848333333333336,3.1199999999999997,1.0,0.885432105939155
86,302.925,25183.966,69.19166666666666,12.466666666666667,1.0,0.885432105939155
87,289.3755,869.008,46.37125,33.8,0.748257416887929,0.9160858056293096
88,493.525,25.596,47.89133333333333,19.733333333333334,1.0,0.9160858056293096
89,349.39,28.450499999999998,41.285333333333334,31.58666666666667,0.7033975819066841,0.8172183329315376
90,18.49875,4158.64,51.91400000000001,27.96666666666667,1.0,0.9011325273022278
91,123.25,633.413,32.116,5.633333333333333,1.0,0.9011325273022278
92,480.5,1560.831,69.11566666666666,45.4,1.0,1.0
93,482.25,17427.1085,39.85025,45.25,1.0,1.0
94,48.206,582.62,44.239,30.933333333333334,0.7125435248025149,0.9041811749341715
95,537.75,,36.94,0.95,1.0,0.9041811749341715
96,255.49475,1941.8675,21.76,29.0,0.7574625731541679,0.8233353659855608
97,260.3425,565.3072500000001,44.109,28.733333333333334,0.7289882173304003,0.8288169301615227
98,714.825,,83.497,13.3,1.0,0.8288169301615227
99,393.825,22.7335,40.196333333333335,32.03333333333333,0.6975207867977831,0.8088363347093943
100,486.8,28.937,43.87733333333333,30.8,1.0,0.8991735955992609
101,475.00675,,43.57533333333333,31.366666666666664,1.0,0.8991735955992609
102,247.66375,3661.453,21.630333333333336,26.333333333333332,1.0,1.0
103,257.7855,9556.672333333334,43.208333333333336,29.733333333333334,0.6759142639845078,0.8919714213281692
104,275.175,944.619,40.848000000000006,31.483333333333334,1.0,0.8919714213281692
105,522.825,13954.494666666666,52.965666666666664,14.399999999999999,1.0,0.8919714213281692
106,50.425,6277.714749999999,23.00733333333333,1.5,1.0,1.0
107,711.0,,70.917,2.5,1.0,1.0
108,473.76725,1739.576,42.589,28.866666666666664,0.6918932554789128,0.8972977518263042
109,275.025,1283.971,49.34033333333334,3.6666666666666665,1.0,0.8972977518263042
110,254.275,3467.235,50.143,1.53,1.0,0.8972977518263042
111,474.50525,4124.646,41.49633333333333,30.133333333333336,0.6515125682362894,0.8838375227454298
112,503.825,29.3405,47.29625,29.4625,1.0,0.8838375227454298
113,60.9,1473.571,69.166,35.5,0.42239994037075806,0.6913041695356824
114,493.5,77.934,39.998,34.333333333333336,1.0,0.8074666467902526
115,479.625,34.219,48.49033333333333,31.2,0.7153466125904506,0.7125821843204028
116,248.68925,3837.703,40.75266666666666,28.599999999999998,1.0,0.9051155375301502
117,494.475,28.171,57.718333333333334,3.0,1.0,0.9051155375301502
118,516.275,28751.046,28.758333333333336,2.6,0.6476269707582332,0.8825423235860775
119,58.575,464.5128333333334,23.204666666666668,2.9333333333333336,1.0,0.8825423235860775
120,253.65,,75.305,27.0,1.0,0.8825423235860775
121,72.93,5586.532666666666,38.198499999999996,26.65,0.6811556338517333,0.8937185446172444
122,79.425,4787.94275,50.00125,16.65,1.0,0.8937185446172444
123,497.875,,91.447,12.9,1.0,0.8937185446172444
124,497.625,28.351,45.12433333333333,29.96666666666667,1.0,1.0
125,474.675,,38.80833333333333,31.03333333333333,1.0,1.0
126,711.75,6282.94,52.84266666666667,9.066666666666666,0.7715699225298689,0.9238566408432897
127,503.255,2186.4314999999997,41.89,17.3,1.0,0.9238566408432897
128,155.5125,33.496,68.3695,48.325,1.0,0.9238566408432897
129,549.0,,70.085,19.0,1.0,1.0
130,35.95,610.580375,26.329,14.4,1.0,1.0
131,664.0,,81.33833333333332,35.4,1.0,1.0
132,268.1,1550.9055,59.4095,21.45,1.0,1.0
133,475.27125,5460.661,49.04933333333333,27.166666666666668,1.0,1.0
134,511.375,13697.3915,49.37633333333334,6.566666666666666,1.0,1.0
135,486.125,,52.37800000000001,2.8866666666666667,1.0,1.0
136,272.78475000000003,1611.478,46.12233333333334,28.633333333333336,0.6799593983488108,0.8933197994496035
137,724.075,,54.20000000000001,3.5833333333333335,1.0,0.8933197994496035
138,509.5,33.6905,57.577,2.066666666666667,0.7551449026538204,0.8117014336675435
139,735.2,9518.975,66.6185,21.3475,0.6689834689318025,0.8080427905285409
140,100.05,44.239,58.62033333333333,2.9,1.0,0.8080427905285409
141,729.45,,116.857,38.0,1.0,0.8896611563106007
142,285.025,33.43,37.029999999999994,1.135,1.0,1.0
143,494.0,4892.299,61.46633333333333,4.366666666666666,0.6767650926241444,0.8922550308747147
144,288.325,24019.857,60.785333333333334,2.3433333333333333,0.6488444614501665,0.7752031846914368
145,283.25,6169.885,63.63633333333333,6.233333333333333,0.6730221783918013,0.6662105774887039
146,120.2,3167.4024999999997,94.97725,35.0375,1.0,0.7739555466139891
147,860.75,,123.598,43.0,1.0,0.8910073927972669
148,159.79999999999998,14659.885499999999,124.425,25.3525,0.6764512329773558,0.8921504109924517
149,57.925,6703.069874999999,37.35,1.0975,1.0,0.8921504109924517
150,22.915,2870.98625,30.2745,46.25,0.4213661311388878,0.6992724547054143
151,251.95,,115.39699999999999,44.5,1.0,0.8071220437129624
152,66.535,3457.7662499999997,32.98775,22.175,0.7250600193478636,0.7154753834955837
153,49.37325,1141.878,59.460499999999996,40.55,0.1393463172310261,0.6214687788596298
154,527.5,,113.2225,76.0,1.0,0.6214687788596298
155,342.51099999999997,,44.677,45.0,1.0,0.7131154390770087
156,553.5052499999999,,44.730999999999995,30.293333333333333,1.0,1.0
157,493.65,1161.424,48.284333333333336,29.746666666666666,1.0,1.0
158,267.8225,1272.6670000000001,48.448,29.153333333333336,1.0,1.0
159,256.75,18512.0715,86.66733333333333,39.63333333333333,1.0,1.0
160,274.8,32.685,53.38666666666666,48.333333333333336,1.0,1.0
161,658.75,,48.52066666666667,51.666666666666664,1.0,1.0
162,766.75,,58.992333333333335,37.333333333333336,1.0,1.0
163,50.8,47.563,47.886250000000004,43.7,0.6846319791687012,0.8948773263895671
164,644.5,,138.457,98.0,1.0,0.8948773263895671
165,39.65975,7797.956999999999,49.39666666666667,29.733333333333334,1.0,0.8948773263895671
166,622.4,,76.528,5.7,1.0,1.0
167,482.71000000000004,4278.661,54.989666666666665,27.30333333333333,1.0,1.0
168,242.9925,604.6685,43.730000000000004,39.5,0.15761101098412267,0.7192036703280408
169,28.0425,5660.1795,62.19624999999999,23.9375,1.0,0.7192036703280408
170,10.488749999999998,1267.9246666666666,44.310500000000005,45.5,0.429135964735532,0.5289156585732181
171,474.01975,,46.84633333333334,29.133333333333336,1.0,0.8097119882451773
172,270.18,1249.128,84.32225,47.1,0.7078665452079138,0.7123341699811485
173,520.9,22.722,53.434749999999994,17.9525,0.7553026831444876,0.8210564094508004
174,720.375,,51.373,0.73,1.0,0.8210564094508004
175,97.225,30.68,58.96533333333334,3.9,1.0,0.9184342277148291
176,949.75,,,,1.0,1.0
177,289.325,,62.448,5.386666666666667,1.0,1.0
178,506.225,3248.489,50.21266666666667,1.63,1.0,1.0
179,494.05,4296.573,53.633,2.276666666666667,1.0,1.0
180,739.75,,105.94749999999999,20.3,1.0,1.0
181,610.15,,51.72266666666667,1.7133333333333336,1.0,1.0
182,55.9195,1155.219,57.629999999999995,40.95,1.0,1.0
183,316.475,15427.320500000002,82.212,36.4,0.6756010292233416,0.8918670097411138
184,395.0765,37.478,44.716,61.666666666666664,1.0,0.8918670097411138
185,475.02925,5181.655,51.696,27.366666666666664,1.0,0.8918670097411138
186,479.3175,1157.1170000000002,54.45066666666667,28.923333333333332,1.0,1.0
187,66.2,748.0310000000001,81.3655,24.945,1.0,1.0
188,657.0,,,,1.0,1.0
189,488.05,,54.097333333333324,4.326666666666667,1.0,1.0
190,684.75,,46.424,31.986666666666668,1.0,1.0
191,43.7725,1788.9396666666669,44.897333333333336,46.0,0.7239557138810372,0.9079852379603457
192,949.5,,,,1.0,0.9079852379603457
193,500.325,508.99524999999994,39.552749999999996,1.7574999999999998,1.0,0.9079852379603457
194,297.1,35.315666666666665,50.065666666666665,3.1666666666666665,1.0,1.0
195,496.33025,,64.7905,25.955,1.0,1.0
196,501.31,2995.547,58.98875,29.2025,1.0,1.0
