run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,traffic_csv,run_dir,error
01_staged_controller_abilene_imp,staged_controller,abilene_imp,timeout,7,,95.025,0.7593333333333333,0.0,131.31085714285715,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260515-224557_abilene-imp-staged-20ep-ping/01_staged_controller_abilene_imp/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260515-224557_abilene-imp-staged-20ep-ping/01_staged_controller_abilene_imp,traffic status=timeout
