run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,weighted_reward_count,avg_weighted_reward,traffic_csv,run_dir,error
01_rlearner_abilene_imp,rlearner,abilene_imp,complete,400,400,945.625,31.98534999999999,0.5161299999999998,1092.8096475000011,200,0.09175772400250427,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260516-200435_abilene-imp-rlearner-100ep-weighted-linear-1000mbps-ping-qosclip/01_rlearner_abilene_imp/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260516-200435_abilene-imp-rlearner-100ep-weighted-linear-1000mbps-ping-qosclip/01_rlearner_abilene_imp,
