run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,weighted_reward_count,avg_weighted_reward,traffic_csv,run_dir,error
01_rlearner_abilene_imp,rlearner,abilene_imp,complete,200,200,942.01,37.768139999999995,1.011,3120.0498599999996,100,-0.017702827819192635,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260516-184056_abilene-imp-rlearner-50ep-weighted-linear-1000mbps-ping/01_rlearner_abilene_imp/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260516-184056_abilene-imp-rlearner-50ep-weighted-linear-1000mbps-ping/01_rlearner_abilene_imp,
