run_id,controller,topology,status,traffic_csv,controller_log,topology_log,traffic_log,reward_mode,rows,tcp_rows,udp_rows,avg_tcp_throughput_mbps,avg_udp_jitter_ms,avg_udp_loss_pct,avg_rtt_ms,weighted_qos_reward,error
01_staged_controller_abilene,staged_controller,abilene,ok,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-235139/01_staged_controller_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-235139/01_staged_controller_abilene/controller.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-235139/01_staged_controller_abilene/topology.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-235139/01_staged_controller_abilene/traffic_runner.log,weighted,80,40,40,7.641500,0.114225,0.860750,,-0.087974,
