run_id,controller,topology,status,traffic_csv,controller_log,topology_log,traffic_log,rows,tcp_rows,udp_rows,avg_tcp_throughput_mbps,avg_udp_jitter_ms,avg_udp_loss_pct,avg_rtt_ms,error
01_dijkstra_abilene,dijkstra,abilene,failed,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/01_dijkstra_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/01_dijkstra_abilene/controller.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/01_dijkstra_abilene/topology.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/01_dijkstra_abilene/traffic_runner.log,0,0,0,,,,,topology exited early with code 1
02_rlearner_abilene,rlearner,abilene,failed,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/02_rlearner_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/02_rlearner_abilene/controller.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/02_rlearner_abilene/topology.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/02_rlearner_abilene/traffic_runner.log,0,0,0,,,,,topology exited early with code 1
03_roptimizer_abilene,roptimizer,abilene,failed,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/03_roptimizer_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/03_roptimizer_abilene/controller.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/03_roptimizer_abilene/topology.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/03_roptimizer_abilene/traffic_runner.log,0,0,0,,,,,topology exited early with code 1
04_staged_controller_abilene,staged_controller,abilene,failed,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/04_staged_controller_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/04_staged_controller_abilene/controller.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/04_staged_controller_abilene/topology.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-181601/04_staged_controller_abilene/traffic_runner.log,0,0,0,,,,,topology exited early with code 1
