run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,weighted_reward_count,avg_weighted_reward,traffic_csv,run_dir,error
01_dijkstra_abilene,dijkstra,abilene,complete,120,120,33.89833333333333,0.19160000000000002,0.2240666666666667,18.519941666666668,60,-0.0014884316666666656,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260528-220459_abilene-dijkstra-smoke-20ep-udp30/01_dijkstra_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260528-220459_abilene-dijkstra-smoke-20ep-udp30/01_dijkstra_abilene,
