timestamp,episode,src,dst,flow_id,protocol,port,duration_s,throughput_mbps,jitter_ms,loss_pct,rtt_ms,stderr
2026-05-27T11:57:31.433193Z,1,h2,h4,e1-h2-h4-g1,tcp,5002,30,95.4,,,25.498,
2026-05-27T11:58:03.657774Z,1,h2,h4,e1-h2-h4-g1,udp,6002,30,,0.016,0.023,26.97,
2026-05-27T11:58:35.800580Z,1,h1,h4,e1-h1-h4-g2,udp,6003,30,,0.033,0.049,31.073,
2026-05-27T11:59:08.740146Z,1,h1,h5,e1-h1-h5-g0,tcp,5001,30,95.3,,,25.528,
2026-05-27T11:59:41.867494Z,1,h1,h4,e1-h1-h4-g2,tcp,5003,30,95.4,,,46.892,
2026-05-27T12:00:13.295925Z,1,h1,h5,e1-h1-h5-g0,udp,6001,30,,0.04,0.041,33.335,
2026-05-27T12:00:43.534117Z,2,h1,h5,e2-h1-h5-g0,udp,6001,30,,0.029,0.043,31.141,
2026-05-27T12:01:17.149934Z,2,h1,h4,e2-h1-h4-g2,udp,6003,30,,0.022,0.028,29.238,
2026-05-27T12:01:49.271355Z,2,h2,h4,e2-h2-h4-g1,tcp,5002,30,95.4,,,28.085,
2026-05-27T12:02:22.504820Z,2,h1,h4,e2-h1-h4-g2,tcp,5003,30,95.3,,,24.225,
2026-05-27T12:02:54.930870Z,2,h2,h4,e2-h2-h4-g1,udp,6002,30,,0.022,0.031,27.552,
2026-05-27T12:03:26.649142Z,2,h1,h5,e2-h1-h5-g0,tcp,5001,30,95.4,,,50.406,
2026-05-27T12:03:56.888786Z,3,h1,h5,e3-h1-h5-g0,udp,6001,30,,0.025,0.033,29.189,
2026-05-27T12:04:30.014774Z,3,h1,h4,e3-h1-h4-g2,udp,6003,30,,0.024,0.032,29.425,
2026-05-27T12:05:02.015963Z,3,h2,h4,e3-h2-h4-g1,udp,6002,30,,0.03,0.04,30.655,
2026-05-27T12:05:34.055586Z,3,h1,h4,e3-h1-h4-g2,tcp,5003,30,95.3,,,21.73,
2026-05-27T12:06:06.486121Z,3,h1,h5,e3-h1-h5-g0,tcp,5001,30,95.3,,,25.389,
2026-05-27T12:06:38.069636Z,3,h2,h4,e3-h2-h4-g1,tcp,5002,30,95.4,,,46.179,
2026-05-27T12:07:08.308873Z,4,h1,h4,e4-h1-h4-g2,udp,6003,30,,0.014,0.01,26.448,
2026-05-27T12:07:40.530122Z,4,h1,h5,e4-h1-h5-g0,tcp,5001,30,95.3,,,24.364,
2026-05-27T12:08:13.459660Z,4,h2,h4,e4-h2-h4-g1,tcp,5002,30,95.4,,,24.839,
2026-05-27T12:08:46.582348Z,4,h1,h4,e4-h1-h4-g2,tcp,5003,30,95.3,,,26.102,
2026-05-27T12:09:19.727930Z,4,h2,h4,e4-h2-h4-g1,udp,6002,30,,0.058,0.069,36.526,
2026-05-27T12:09:53.801195Z,4,h1,h5,e4-h1-h5-g0,udp,6001,30,,0.041,0.043,33.294,
2026-05-27T12:10:24.313325Z,5,h2,h4,e5-h2-h4-g1,tcp,5002,30,95.4,,,25.313,
2026-05-27T12:10:55.794301Z,5,h1,h5,e5-h1-h5-g0,udp,6001,30,,0.021,0.024,30.942,
2026-05-27T12:11:27.706035Z,5,h1,h4,e5-h1-h4-g2,udp,6003,30,,0.02,0.024,29.812,
2026-05-27T12:12:00.759213Z,5,h1,h5,e5-h1-h5-g0,tcp,5001,30,95.3,,,24.182,
2026-05-27T12:12:33.755682Z,5,h1,h4,e5-h1-h4-g2,tcp,5003,30,95.3,,,25.648,
2026-05-27T12:13:06.875098Z,5,h2,h4,e5-h2-h4-g1,udp,6002,30,,0.029,0.041,31.142,
2026-05-27T12:13:37.521462Z,6,h1,h5,e6-h1-h5-g0,tcp,5001,30,95.3,,,24.663,
2026-05-27T12:14:10.243633Z,6,h2,h4,e6-h2-h4-g1,tcp,5002,30,95.4,,,26.85,
