run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,weighted_reward_count,avg_weighted_reward,traffic_csv,run_dir,error
01_rlearner_abilene,rlearner,abilene,complete,1800,1800,63.10188888888889,0.31038333333333334,0.11679111111111111,24.674388333333333,900,-0.14664251388888888,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260528-183139_abilene-rlearner-v27-final-conservative-concurrent-300ep-udp30-rttloss/01_rlearner_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260528-183139_abilene-rlearner-v27-final-conservative-concurrent-300ep-udp30-rttloss/01_rlearner_abilene,
