run_id,controller,topology,status,rows,expected_rows,avg_throughput_mbps,avg_jitter_ms,avg_loss_pct,avg_rtt_ms,weighted_reward_count,avg_weighted_reward,traffic_csv,run_dir,error
01_staged_controller_abilene_imp,staged_controller,abilene_imp,complete,40,40,95.05,1.8298999999999999,0.0,144.4096,20,0.021326651624164368,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260515-225229_abilene-imp-staged-10ep-weighted-ping/01_staged_controller_abilene_imp/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260515-225229_abilene-imp-staged-10ep-weighted-ping/01_staged_controller_abilene_imp,
