run_id,controller,topology,status,traffic_csv,controller_log,topology_log,traffic_log,rows,tcp_rows,udp_rows,avg_tcp_throughput_mbps,avg_udp_jitter_ms,avg_udp_loss_pct,avg_rtt_ms,error
01_staged_controller_abilene,staged_controller,abilene,ok,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-210605/01_staged_controller_abilene/traffic.csv,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-210605/01_staged_controller_abilene/controller.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-210605/01_staged_controller_abilene/topology.log,/home/johndoe/Desktop/sdn-rl-routing/results/experiments/20260510-210605/01_staged_controller_abilene/traffic_runner.log,20,10,10,7.754000,0.111200,0.673000,,
